accepted_name,scientific_name,taxonomic_status,family,broader,establishment_means,sublist,year_first_record,year_last_record,year_first_voucher,year_last_voucher,year_first_iNat_obs,year_last_iNat_obs,first_record_type,last_record_type,latitude_first_record_recent_discovery,longitude_first_record_recent_discovery,latitude_last_record_long_unobserved,longitude_last_record_long_unobserved
Micranthes nidifica,Micranthes nidifica,accepted,Saxifragaceae,3.dicot,native,old and recent records,1907,2016,1907,2005,2014,2016,voucher,iNat,,,,
Sambucus cerulea,Sambucus cerulea,accepted,Viburnaceae,3.dicot,native,old and recent records,1907,2023,1907,2002,2004,2023,voucher,iNat,,,,
Carex phaeocephala,Carex phaeocephala,accepted,Cyperaceae,4.monocot,native,old and recent records,1907,2012,1907,2012,,,voucher,voucher,,,,
Agrostis idahoensis,Agrostis idahoensis,accepted,Poaceae,4.monocot,native,old and recent records,1907,2010,1907,2010,,,voucher,voucher,,,,
Asclepias fascicularis,Asclepias fascicularis,accepted,Apocynaceae,3.dicot,native,old and recent records,1908,2023,1908,2008,2014,2023,voucher,iNat,,,,
Trifolium obtusiflorum,Trifolium obtusiflorum,accepted,Fabaceae,3.dicot,native,old and recent records,1908,2023,1908,2009,2019,2023,voucher,iNat,,,,
Torreyochloa erecta,Torreyochloa erecta,accepted,Poaceae,4.monocot,native,old and recent records,1908,2007,1908,2007,,,voucher,voucher,,,,
Angelica breweri,Angelica breweri,accepted,Apiaceae,3.dicot,native,old and recent records,1909,2020,1909,2010,2020,2020,voucher,iNat,,,,
Cymopterus terebinthinus,Cymopterus terebinthinus,accepted,Apiaceae,3.dicot,native,old and recent records,1909,2022,1909,2007,2014,2022,voucher,iNat,,,,
Artemisia dracunculus,Artemisia dracunculus,accepted,Asteraceae,3.dicot,native,old and recent records,1909,2023,1909,2005,2014,2023,voucher,iNat,,,,
Boechera lyallii,Boechera lyallii,accepted,Brassicaceae,3.dicot,native,old and recent records,1909,2007,1909,2007,,,voucher,voucher,,,,
Cerastium arvense,Cerastium arvense,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1909,2018,1909,2010,2013,2018,voucher,iNat,,,,
Cherleria obtusiloba,Cherleria obtusiloba,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1909,2011,1909,2011,2010,2010,voucher,voucher,,,,
Cuscuta subinclusa,Cuscuta subinclusa,accepted,Convolvulaceae,3.dicot,native,old and recent records,1909,2007,1909,2007,,,voucher,voucher,,,,
Croton setiger,Croton setiger,accepted,Euphorbiaceae,3.dicot,native,old and recent records,1909,2023,1909,2005,2018,2023,voucher,iNat,,,,
Ribes lasianthum,Ribes lasianthum,accepted,Grossulariaceae,3.dicot,native,old and recent records,1909,2005,1909,2005,,,voucher,voucher,,,,
Lewisia nevadensis,Lewisia nevadensis,accepted,Montiaceae,3.dicot,native,old and recent records,1909,2023,1909,1956,2014,2023,voucher,iNat,,,,
Diplacus graniticola,Diplacus graniticola,accepted,Phrymaceae,3.dicot,native,old and recent records,1909,2023,1909,1989,2006,2023,voucher,iNat,,,,
Erythranthe corallina,Erythranthe corallina,accepted,Phrymaceae,3.dicot,native,old and recent records,1909,2018,1909,1961,2018,2018,voucher,iNat,,,,
Eriogonum prattenianum,Eriogonum prattenianum,accepted,Polygonaceae,3.dicot,native,old and recent records,1909,2010,1909,2010,,,voucher,voucher,,,,
Rosa woodsii,Rosa woodsii,accepted,Rosaceae,3.dicot,native,old and recent records,1909,2023,1909,2009,2017,2023,voucher,iNat,,,,
Salix geyeriana,Salix geyeriana,accepted,Salicaceae,3.dicot,native,old and recent records,1909,2010,1909,1958,2010,2010,voucher,iNat,,,,
Sparganium natans,Sparganium natans,accepted,Typhaceae,4.monocot,native,old and recent records,1909,2008,1909,2008,,,voucher,voucher,,,,
Osmorhiza berteroi,Osmorhiza berteroi,accepted,Apiaceae,3.dicot,native,old and recent records,1910,2022,1910,2007,2020,2022,voucher,iNat,,,,
Clarkia unguiculata,Clarkia unguiculata,accepted,Onagraceae,3.dicot,native,old and recent records,1910,2019,1910,1946,2019,2019,voucher,iNat,,,,
Woodwardia fimbriata,Woodwardia fimbriata,accepted,Blechnaceae,1.ferns/primitive,native,old and recent records,1911,2024,1911,2008,2007,2024,voucher,iNat,,,,
Amaranthus blitoides,Amaranthus blitoides,accepted,Amaranthaceae,3.dicot,native,old and recent records,1911,1997,1911,1997,,,voucher,voucher,,,,
Dysphania botrys,Dysphania botrys,accepted,Amaranthaceae,3.dicot,introduced,old and recent records,1911,2022,1911,2009,2021,2022,voucher,iNat,,,,
Daucus pusillus,Daucus pusillus,accepted,Apiaceae,3.dicot,native,old and recent records,1911,2009,1911,2009,,,voucher,voucher,,,,
Heracleum maximum,Heracleum maximum,accepted,Apiaceae,3.dicot,native,old and recent records,1911,2023,1911,2007,2010,2023,voucher,iNat,,,,
Lomatium utriculatum,Lomatium utriculatum,accepted,Apiaceae,3.dicot,native,old and recent records,1911,2021,1911,1938,2018,2021,voucher,iNat,,,,
Osmorhiza occidentalis,Osmorhiza occidentalis,accepted,Apiaceae,3.dicot,native,old and recent records,1911,2014,1911,1993,2014,2014,voucher,iNat,,,,
Perideridia lemmonii,Perideridia lemmonii,accepted,Apiaceae,3.dicot,native,old and recent records,1911,2007,1911,2007,,,voucher,voucher,,,,
Balsamorhiza sagittata,Balsamorhiza sagittata,accepted,Asteraceae,3.dicot,native,old and recent records,1911,2021,1911,1911,2014,2021,voucher,iNat,,,,
Erigeron barbellulatus,Erigeron barbellulatus,accepted,Asteraceae,3.dicot,native,old and recent records,1911,2007,1911,2007,,,voucher,voucher,,,,
Eriophyllum congdonii,Eriophyllum congdonii,accepted,Asteraceae,3.dicot,native,old and recent records,1911,2023,1911,2023,,,voucher,voucher,,,,
Madia exigua,Madia exigua,accepted,Asteraceae,3.dicot,native,old and recent records,1911,2022,1911,1998,2019,2022,voucher,iNat,,,,
Madia gracilis,Madia gracilis,accepted,Asteraceae,3.dicot,native,old and recent records,1911,2023,1911,2010,2016,2023,voucher,iNat,,,,
Uropappus lindleyi,Uropappus lindleyi,accepted,Asteraceae,3.dicot,native,old and recent records,1911,2022,1911,1948,2021,2022,voucher,iNat,,,,
Phacelia racemosa,Phacelia racemosa,accepted,Boraginaceae,3.dicot,native,old and recent records,1911,1993,1911,1993,,,voucher,voucher,,,,
Plagiobothrys stipitatus,Plagiobothrys stipitatus,accepted,Boraginaceae,3.dicot,native,old and recent records,1911,2006,1911,2006,,,voucher,voucher,,,,
Athysanus pusillus,Athysanus pusillus,accepted,Brassicaceae,3.dicot,native,old and recent records,1911,2018,1911,2006,2018,2018,voucher,iNat,,,,
Nasturtium officinale,Nasturtium officinale,accepted,Brassicaceae,3.dicot,introduced,old and recent records,1911,2021,1911,1999,2021,2021,voucher,iNat,,,,
Euphorbia crenulata,Euphorbia crenulata,accepted,Euphorbiaceae,3.dicot,native,old and recent records,1911,2019,1911,2006,2019,2019,voucher,iNat,,,,
Euphorbia serpillifolia,Euphorbia serpillifolia,accepted,Euphorbiaceae,3.dicot,native,old and recent records,1911,2023,1911,1911,2017,2023,voucher,iNat,,,,
Acmispon parviflorus,Acmispon parviflorus,accepted,Fabaceae,3.dicot,native,old and recent records,1911,2006,1911,2006,,,voucher,voucher,,,,
Lathyrus nevadensis,Lathyrus nevadensis,accepted,Fabaceae,3.dicot,native,old and recent records,1911,2022,1911,1972,2013,2022,voucher,iNat,,,,
Medicago lupulina,Medicago lupulina,accepted,Fabaceae,3.dicot,introduced,old and recent records,1911,2009,1911,2009,,,voucher,voucher,,,,
Sidalcea glaucescens,Sidalcea glaucescens,accepted,Malvaceae,3.dicot,native,old and recent records,1911,2022,1911,1998,2014,2022,voucher,iNat,,,,
Lewisia kelloggii,Lewisia kelloggii,accepted,Montiaceae,3.dicot,native,old and recent records,1911,2023,1911,2010,2017,2023,voucher,iNat,,,,
Montia linearis,Montia linearis,accepted,Montiaceae,3.dicot,native,old and recent records,1911,2022,1911,2006,2022,2022,voucher,iNat,,,,
Erythranthe acutidens,Erythranthe acutidens,accepted,Phrymaceae,3.dicot,native,old and recent records,1911,1992,1911,1992,,,voucher,voucher,,,,
Mimetanthe pilosa,Mimetanthe pilosa,accepted,Phrymaceae,3.dicot,native,old and recent records,1911,2006,1911,2006,,,voucher,voucher,,,,
Collinsia childii,Collinsia childii,accepted,Plantaginaceae,3.dicot,native,old and recent records,1911,2010,1911,2010,,,voucher,voucher,,,,
Leptosiphon filipes,Leptosiphon filipes,accepted,Polemoniaceae,3.dicot,native,old and recent records,1911,2023,1911,2006,2019,2023,voucher,iNat,,,,
Rumex crispus,Rumex crispus,accepted,Polygonaceae,3.dicot,introduced,old and recent records,1911,2023,1911,1998,2016,2023,voucher,iNat,,,,
Amelanchier alnifolia,Amelanchier alnifolia,accepted,Rosaceae,3.dicot,native,old and recent records,1911,2007,1911,2007,,,voucher,voucher,,,,
Salix ligulifolia,Salix ligulifolia,accepted,Salicaceae,3.dicot,native,old and recent records,1911,2006,1911,2006,,,voucher,voucher,,,,
Lithophragma affine,Lithophragma affine,accepted,Saxifragaceae,3.dicot,native,old and recent records,1911,2021,1911,1975,2014,2021,voucher,iNat,,,,
Solanum xanti,Solanum xanti,accepted,Solanaceae,3.dicot,native,old and recent records,1911,2023,1911,2007,2007,2023,voucher,iNat,,,,
Vitis californica,Vitis californica,accepted,Vitaceae,3.dicot,native,old and recent records,1911,2023,1911,2006,2014,2023,voucher,iNat,,,,
Carex integra,Carex integra,accepted,Cyperaceae,4.monocot,native,old and recent records,1911,2018,1911,2009,2018,2018,voucher,iNat,,,,
Carex microptera,Carex microptera,accepted,Cyperaceae,4.monocot,native,old and recent records,1911,2012,1911,2012,,,voucher,voucher,,,,
Carex serratodens,Carex serratodens,accepted,Cyperaceae,4.monocot,native,old and recent records,1911,1993,1911,1993,,,voucher,voucher,,,,
Bromus laevipes,Bromus laevipes,accepted,Poaceae,4.monocot,introduced,old and recent records,1911,1998,1911,1998,,,voucher,voucher,,,,
Bromus secalinus,Bromus secalinus,accepted,Poaceae,4.monocot,introduced,old and recent records,1911,2009,1911,2009,,,voucher,voucher,,,,
Dactylis glomerata,Dactylis glomerata,accepted,Poaceae,4.monocot,introduced,old and recent records,1911,2021,1911,2010,2019,2021,voucher,iNat,,,,
Danthonia unispicata,Danthonia unispicata,accepted,Poaceae,4.monocot,native,old and recent records,1911,2004,1911,2004,,,voucher,voucher,,,,
Dichanthelium lanuginosum,Dichanthelium lanuginosum,accepted,Poaceae,4.monocot,native,old and recent records,1911,2017,1911,1958,2017,2017,voucher,iNat,,,,
Elymus multisetus,Elymus multisetus,accepted,Poaceae,4.monocot,native,old and recent records,1911,2003,1911,2003,,,voucher,voucher,,,,
Melica subulata,Melica subulata,accepted,Poaceae,4.monocot,native,old and recent records,1911,2004,1911,2004,,,voucher,voucher,,,,
Muhlenbergia minutissima,Muhlenbergia minutissima,accepted,Poaceae,4.monocot,native,old and recent records,1911,2006,1911,2006,,,voucher,voucher,,,,
Triteleia dudleyi,Triteleia dudleyi,accepted,Asparagaceae,5.monocot-colorful,native,old and recent records,1911,2019,1911,2009,2019,2019,voucher,iNat,,,,
Cephalanthera austiniae,Cephalanthera austiniae,accepted,Orchidaceae,5.monocot-colorful,native,old and recent records,1911,2023,1911,1980,2014,2023,voucher,iNat,,,,
Goodyera oblongifolia,Goodyera oblongifolia,accepted,Orchidaceae,5.monocot-colorful,native,old and recent records,1911,2023,1911,1981,2012,2023,voucher,iNat,,,,
Triantha occidentalis,Triantha occidentalis,accepted,Tofieldiaceae,5.monocot-colorful,native,old and recent records,1911,2022,1911,2009,2022,2022,voucher,iNat,,,,
Nemophila maculata,Nemophila maculata,accepted,Boraginaceae,3.dicot,native,old and recent records,1912,2021,1912,1938,2016,2021,voucher,iNat,,,,
Thalictrum sparsiflorum,Thalictrum sparsiflorum,accepted,Ranunculaceae,3.dicot,native,old and recent records,1912,2022,1912,1964,2015,2022,voucher,iNat,,,,
Pinus sabiniana,Pinus sabiniana,accepted,Pinaceae,2.gymnosperm,native,old and recent records,1914,2023,1914,1944,2009,2023,voucher,iNat,,,,
Physocarpus capitatus,Physocarpus capitatus,accepted,Rosaceae,3.dicot,native,old and recent records,1914,2022,1914,1946,2022,2022,voucher,iNat,,,,
Sceptridium multifidum,Sceptridium multifidum,accepted,Ophioglossaceae,1.ferns/primitive,native,old and recent records,1915,2023,1915,2007,2014,2023,voucher,iNat,,,,
Salix nivalis,Salix nivalis,accepted,Salicaceae,3.dicot,native,old and recent records,1915,2021,1915,2007,2021,2021,voucher,iNat,,,,
Eleocharis decumbens,Eleocharis decumbens,accepted,Cyperaceae,4.monocot,native,old and recent records,1915,2008,1915,2008,,,voucher,voucher,,,,
Galium bifolium,Galium bifolium,accepted,Rubiaceae,3.dicot,native,old and recent records,1916,2005,1916,2005,,,voucher,voucher,,,,
Luzula spicata,Luzula spicata,accepted,Juncaceae,4.monocot,native,old and recent records,1916,2021,1916,2010,2010,2021,voucher,iNat,,,,
Bromus ciliatus,Bromus ciliatus,accepted,Poaceae,4.monocot,native,old and recent records,1916,2009,1916,2009,,,voucher,voucher,,,,
Poa cusickii,Poa cusickii,accepted,Poaceae,4.monocot,native,old and recent records,1916,2006,1916,2006,,,voucher,voucher,,,,
Streptanthus diversifolius,Streptanthus diversifolius,accepted,Brassicaceae,3.dicot,native,old and recent records,1917,2023,1917,2008,2015,2023,voucher,iNat,,,,
Trillium angustipetalum,Trillium angustipetalum,accepted,Melanthiaceae,5.monocot-colorful,native,old and recent records,1917,2023,1917,1967,2014,2023,voucher,iNat,,,,
Allotropa virgata,Allotropa virgata,accepted,Ericaceae,3.dicot,native,old and recent records,1919,2023,1919,2009,2006,2023,voucher,iNat,,,,
Trifolium pratense,Trifolium pratense,accepted,Fabaceae,3.dicot,introduced,old and recent records,1919,2023,1919,2009,2019,2023,voucher,iNat,,,,
Veronica peregrina,Veronica peregrina,accepted,Plantaginaceae,3.dicot,native,old and recent records,1919,2022,1919,2010,2022,2022,voucher,iNat,,,,
Arceuthobium abietinum,Arceuthobium abietinum,accepted,Santalaceae,3.dicot,native,old and recent records,1919,2023,1919,2004,2018,2023,voucher,iNat,,,,
Staphylea bolanderi,Staphylea bolanderi,accepted,Staphyleaceae,3.dicot,native,old and recent records,1919,2023,1919,2010,2015,2023,voucher,iNat,,,,
Carex multicostata,Carex multicostata,accepted,Cyperaceae,4.monocot,native,old and recent records,1919,2021,1919,2021,,,voucher,voucher,,,,
Carex preslii,Carex preslii,accepted,Cyperaceae,4.monocot,native,old and recent records,1919,2007,1919,2007,,,voucher,voucher,,,,
Potamogeton gramineus,Potamogeton gramineus,accepted,Potamogetonaceae,4.monocot,native,old and recent records,1919,2006,1919,2006,,,voucher,voucher,,,,
Artemisia douglasiana,Artemisia douglasiana,accepted,Asteraceae,3.dicot,native,old and recent records,1921,2023,1921,2006,2014,2023,voucher,iNat,,,,
Ericameria arborescens,Ericameria arborescens,accepted,Asteraceae,3.dicot,native,old and recent records,1921,2021,1921,2006,2018,2021,voucher,iNat,,,,
Gaultheria humifusa,Gaultheria humifusa,accepted,Ericaceae,3.dicot,native,old and recent records,1921,2014,1921,2007,2014,2014,voucher,iNat,,,,
Castilleja peirsonii,Castilleja peirsonii,accepted,Orobanchaceae,3.dicot,native,old and recent records,1921,2023,1921,2005,2010,2023,voucher,iNat,,,,
Micranthes tolmiei,Micranthes tolmiei,accepted,Saxifragaceae,3.dicot,native,old and recent records,1921,2022,1921,2007,2020,2022,voucher,iNat,,,,
Agrostis gigantea,Agrostis gigantea,accepted,Poaceae,4.monocot,introduced,old and recent records,1921,2006,1921,2006,,,voucher,voucher,,,,
Poa nemoralis,Poa nemoralis,accepted,Poaceae,4.monocot,introduced,old and recent records,1921,1998,1921,1998,,,voucher,voucher,,,,
Athyrium americanum,Athyrium americanum,accepted,Aspleniaceae,1.ferns/primitive,native,old and recent records,1922,2023,1922,2011,2018,2023,voucher,iNat,,,,
Isoetes occidentalis,Isoetes occidentalis,accepted,Isoetaceae,1.ferns/primitive,native,old and recent records,1922,2009,1922,2009,,,voucher,voucher,,,,
Antennaria umbrinella,Antennaria umbrinella,accepted,Asteraceae,3.dicot,native,old and recent records,1922,2019,1922,1967,2019,2019,voucher,iNat,,,,
Heterotheca villosa,Heterotheca villosa,accepted,Asteraceae,3.dicot,native,old and recent records,1922,2007,1922,2007,,,voucher,voucher,,,,
Epilobium ciliatum,Epilobium ciliatum,accepted,Onagraceae,3.dicot,native,old and recent records,1922,2023,1922,2005,2013,2023,voucher,iNat,,,,
Aphyllon fasciculatum,Aphyllon fasciculatum,accepted,Orobanchaceae,3.dicot,native,old and recent records,1922,2007,1922,2007,,,voucher,voucher,,,,
Primula subalpina,Primula subalpina,accepted,Primulaceae,3.dicot,native,old and recent records,1922,2023,1922,2009,2023,2023,voucher,iNat,,,,
Phoradendron villosum,Phoradendron villosum,accepted,Santalaceae,3.dicot,native,old and recent records,1922,2020,1922,1944,2020,2020,voucher,iNat,,,,
Viola sheltonii,Viola sheltonii,accepted,Violaceae,3.dicot,native,old and recent records,1922,2022,1922,2005,2016,2022,voucher,iNat,,,,
Allium yosemitense,Allium yosemitense,accepted,Amaryllidaceae,5.monocot-colorful,native,old and recent records,1922,2003,1922,2003,,,voucher,voucher,,,,
Platanthera elongata,Platanthera elongata,accepted,Orchidaceae,5.monocot-colorful,native,old and recent records,1922,2019,1922,1929,2017,2019,voucher,iNat,,,,
Isoetes nuttallii,Isoetes nuttallii,accepted,Isoetaceae,1.ferns/primitive,native,old and recent records,1923,2017,1923,2017,,,voucher,voucher,,,,
Erigeron linearis,Erigeron linearis,accepted,Asteraceae,3.dicot,native,old and recent records,1923,2010,1923,2010,,,voucher,voucher,,,,
Hackelia mundula,Hackelia mundula,accepted,Boraginaceae,3.dicot,native,old and recent records,1923,2023,1923,1968,2013,2023,voucher,iNat,,,,
Lepidium virginicum,Lepidium virginicum,accepted,Brassicaceae,3.dicot,introduced,old and recent records,1923,2010,1923,2010,,,voucher,voucher,,,,
Silene laciniata,Silene laciniata,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1923,2023,1923,1938,2004,2023,voucher,iNat,,,,
Silene latifolia,Silene latifolia,accepted,Caryophyllaceae,3.dicot,introduced,old and recent records,1923,2021,1923,1998,2021,2021,voucher,iNat,,,,
Lathyrus jepsonii,Lathyrus jepsonii,accepted,Fabaceae,3.dicot,native,old and recent records,1923,2022,1923,1929,2022,2022,voucher,iNat,,,,
Claytonia nevadensis,Claytonia nevadensis,accepted,Montiaceae,3.dicot,native,old and recent records,1923,2023,1923,2010,2023,2023,voucher,iNat,,,,
Castilleja lineariloba,Castilleja lineariloba,accepted,Orobanchaceae,3.dicot,native,old and recent records,1923,2023,1923,2004,2021,2023,voucher,iNat,,,,
Dicentra pauciflora,Dicentra pauciflora,accepted,Papaveraceae,3.dicot,native,old and recent records,1923,2010,1923,2010,,,voucher,voucher,,,,
Scrophularia californica,Scrophularia californica,accepted,Scrophulariaceae,3.dicot,native,old and recent records,1923,2023,1923,2007,2015,2023,voucher,iNat,,,,
Eriocoma nelsonii,Eriocoma nelsonii,accepted,Poaceae,4.monocot,native,old and recent records,1923,1998,1923,1998,,,voucher,voucher,,,,
Platanthera yosemitensis,Platanthera yosemitensis,accepted,Orchidaceae,5.monocot-colorful,native,old and recent records,1923,2023,1923,2004,2011,2023,voucher,iNat,,,,
Spiranthes x stellata,Spiranthes x stellata,accepted,Orchidaceae,5.monocot-colorful,native,old and recent records,1923,2017,1923,2009,2017,2017,voucher,iNat,,,,
Blitum nuttallianum,Blitum nuttallianum,accepted,Amaranthaceae,3.dicot,native,old and recent records,1924,2010,1924,2010,,,voucher,voucher,,,,
Sanicula tuberosa,Sanicula tuberosa,accepted,Apiaceae,3.dicot,native,old and recent records,1924,2016,1924,2006,2015,2016,voucher,iNat,,,,
Artemisia spiciformis,Artemisia spiciformis,accepted,Asteraceae,3.dicot,native,old and recent records,1924,2010,1924,2010,,,voucher,voucher,,,,
Crepis capillaris,Crepis capillaris,accepted,Asteraceae,3.dicot,introduced,old and recent records,1924,2010,1924,2010,,,voucher,voucher,,,,
Plagiobothrys bracteatus,Plagiobothrys bracteatus,accepted,Boraginaceae,3.dicot,native,old and recent records,1924,2008,1924,2008,,,voucher,voucher,,,,
Cardamine californica,Cardamine californica,accepted,Brassicaceae,3.dicot,native,old and recent records,1924,2022,1924,1998,2017,2022,voucher,iNat,,,,
Cerastium glomeratum,Cerastium glomeratum,accepted,Caryophyllaceae,3.dicot,introduced,old and recent records,1924,2010,1924,2010,,,voucher,voucher,,,,
Spergularia rubra,Spergularia rubra,accepted,Caryophyllaceae,3.dicot,introduced,old and recent records,1924,2019,1924,2010,2007,2019,voucher,iNat,,,,
Stellaria media,Stellaria media,accepted,Caryophyllaceae,3.dicot,introduced,old and recent records,1924,2016,1924,1998,2016,2016,voucher,iNat,,,,
Pyrola dentata,Pyrola dentata,accepted,Ericaceae,3.dicot,native,old and recent records,1924,2022,1924,1929,2021,2022,voucher,iNat,,,,
Vaccinium shastense,Vaccinium shastense,accepted,Ericaceae,3.dicot,native,old and recent records,1924,2009,1924,2009,,,voucher,voucher,,,,
Glechoma hederacea,Glechoma hederacea,accepted,Lamiaceae,3.dicot,introduced,old and recent records,1924,2010,1924,2010,,,voucher,voucher,,,,
Scutellaria tuberosa,Scutellaria tuberosa,accepted,Lamiaceae,3.dicot,native,old and recent records,1924,2006,1924,2006,,,voucher,voucher,,,,
Calandrinia menziesii,Calandrinia menziesii,accepted,Montiaceae,3.dicot,native,old and recent records,1924,2023,1924,2006,2006,2023,voucher,iNat,,,,
Veronica persica,Veronica persica,accepted,Plantaginaceae,3.dicot,introduced,old and recent records,1924,1999,1924,1999,,,voucher,voucher,,,,
Microsteris gracilis,Microsteris gracilis,accepted,Polemoniaceae,3.dicot,native,old and recent records,1924,2022,1924,2006,2014,2022,voucher,iNat,,,,
Ranunculus trichophyllus,Ranunculus trichophyllus,accepted,Ranunculaceae,3.dicot,native,old and recent records,1924,2017,1924,2006,2017,2017,voucher,iNat,,,,
Rubus laciniatus,Rubus laciniatus,accepted,Rosaceae,3.dicot,introduced,old and recent records,1924,2023,1924,1998,2015,2023,voucher,iNat,,,,
Scirpus congdonii,Scirpus congdonii,accepted,Cyperaceae,4.monocot,native,old and recent records,1924,2009,1924,2009,,,voucher,voucher,,,,
Aira caryophyllea,Aira caryophyllea,accepted,Poaceae,4.monocot,introduced,old and recent records,1924,2022,1924,2010,2022,2022,voucher,iNat,,,,
Fritillaria affinis,Fritillaria affinis,accepted,Liliaceae,5.monocot-colorful,native,old and recent records,1924,2002,1924,2002,,,voucher,voucher,,,,
Claytonia megarhiza,Claytonia megarhiza,accepted,Montiaceae,3.dicot,native,old and recent records,1925,2022,1925,2011,2015,2022,voucher,iNat,,,,
Lilium pardalinum,Lilium pardalinum,accepted,Liliaceae,5.monocot-colorful,native,old and recent records,1925,2023,1925,1925,2014,2023,voucher,iNat,,,,
Chenopodium album,Chenopodium album,accepted,Amaranthaceae,3.dicot,introduced,old and recent records,1926,2009,1926,2009,,,voucher,voucher,,,,
Lactuca serriola,Lactuca serriola,accepted,Asteraceae,3.dicot,introduced,old and recent records,1926,2023,1926,2002,2016,2023,voucher,iNat,,,,
Sisymbrium altissimum,Sisymbrium altissimum,accepted,Brassicaceae,3.dicot,introduced,old and recent records,1926,2023,1926,2009,2016,2023,voucher,iNat,,,,
Convolvulus arvensis,Convolvulus arvensis,accepted,Convolvulaceae,3.dicot,introduced,old and recent records,1926,2017,1926,2017,,,voucher,voucher,,,,
Comastoma tenellum,Comastoma tenellum,accepted,Gentianaceae,3.dicot,native,old and recent records,1926,2012,1926,2012,,,voucher,voucher,,,,
Castilleja densiflora,Castilleja densiflora,accepted,Orobanchaceae,3.dicot,native,old and recent records,1926,2023,1926,2006,2015,2023,voucher,iNat,,,,
Castilleja exserta,Castilleja exserta,accepted,Orobanchaceae,3.dicot,native,old and recent records,1926,2022,1926,1926,2014,2022,voucher,iNat,,,,
Leptosiphon bicolor,Leptosiphon bicolor,accepted,Polemoniaceae,3.dicot,native,old and recent records,1926,2022,1926,1948,2022,2022,voucher,iNat,,,,
Rubus ursinus,Rubus ursinus,accepted,Rosaceae,3.dicot,native,old and recent records,1926,2018,1926,1926,2014,2018,voucher,iNat,,,,
Anthemis cotula,Anthemis cotula,accepted,Asteraceae,3.dicot,introduced,old and recent records,1927,1999,1927,1999,,,voucher,voucher,,,,
Cirsium vulgare,Cirsium vulgare,accepted,Asteraceae,3.dicot,introduced,old and recent records,1927,2023,1927,2021,2016,2023,voucher,iNat,,,,
Brassica rapa,Brassica rapa,accepted,Brassicaceae,3.dicot,introduced,old and recent records,1927,2007,1927,2007,,,voucher,voucher,,,,
Raphanus sativus,Raphanus sativus,accepted,Brassicaceae,3.dicot,introduced,old and recent records,1927,1999,1927,1999,,,voucher,voucher,,,,
Stellaria crispa,Stellaria crispa,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1927,2007,1927,2007,,,voucher,voucher,,,,
Mollugo verticillata,Mollugo verticillata,accepted,Molluginaceae,3.dicot,introduced,old and recent records,1927,2008,1927,2008,,,voucher,voucher,,,,
Halerpestes cymbalaria,Halerpestes cymbalaria,accepted,Ranunculaceae,3.dicot,native,old and recent records,1927,2023,1927,2004,2023,2023,voucher,iNat,,,,
Saxifraga hyperborea,Saxifraga hyperborea,accepted,Saxifragaceae,3.dicot,native,old and recent records,1927,2021,1927,1986,2021,2021,voucher,iNat,,,,
Verbena lasiostachys,Verbena lasiostachys,accepted,Verbenaceae,3.dicot,native,old and recent records,1927,2023,1927,2021,2014,2023,voucher,iNat,,,,
Agrostis pallens,Agrostis pallens,accepted,Poaceae,4.monocot,native,old and recent records,1927,2003,1927,2003,,,voucher,voucher,,,,
Echinochloa crus-galli,Echinochloa crus-galli,accepted,Poaceae,4.monocot,introduced,old and recent records,1927,2009,1927,2009,,,voucher,voucher,,,,
Muhlenbergia rigens,Muhlenbergia rigens,accepted,Poaceae,4.monocot,native,old and recent records,1927,2021,1927,1982,2021,2021,voucher,iNat,,,,
Panicum capillare,Panicum capillare,accepted,Poaceae,4.monocot,native,old and recent records,1927,2023,1927,2008,2023,2023,voucher,iNat,,,,
Plagiobothrys nothofulvus,Plagiobothrys nothofulvus,accepted,Boraginaceae,3.dicot,native,old and recent records,1928,2006,1928,2006,,,voucher,voucher,,,,
Chimaphila umbellata,Chimaphila umbellata,accepted,Ericaceae,3.dicot,native,old and recent records,1928,2023,1928,1982,2012,2023,voucher,iNat,,,,
Lupinus arbustus,Lupinus arbustus,accepted,Fabaceae,3.dicot,native,old and recent records,1928,2005,1928,2005,,,voucher,voucher,,,,
Plantago lanceolata,Plantago lanceolata,accepted,Plantaginaceae,3.dicot,introduced,old and recent records,1928,2023,1928,1998,2016,2023,voucher,iNat,,,,
Nicotiana attenuata,Nicotiana attenuata,accepted,Solanaceae,3.dicot,native,old and recent records,1928,2023,1928,2007,2018,2023,voucher,iNat,,,,
Carex incurviformis,Carex incurviformis,accepted,Cyperaceae,4.monocot,native,old and recent records,1928,2011,1928,2011,,,voucher,voucher,,,,
Setaria viridis,Setaria viridis,accepted,Poaceae,4.monocot,introduced,old and recent records,1928,1998,1928,1998,,,voucher,voucher,,,,
Boechera stricta,Boechera stricta,accepted,Brassicaceae,3.dicot,native,old and recent records,1929,2021,1929,2021,,,voucher,voucher,,,,
Geranium dissectum,Geranium dissectum,accepted,Geraniaceae,3.dicot,introduced,old and recent records,1929,2009,1929,2009,,,voucher,voucher,,,,
Eschscholzia caespitosa,Eschscholzia caespitosa,accepted,Papaveraceae,3.dicot,native,old and recent records,1929,2022,1929,1929,2021,2022,voucher,iNat,,,,
