Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
ONAGRACEAE,"Camissoniopsis luciae","(P.H. Raven) W.L. Wagner & Hoch",,12191
ONAGRACEAE,"Chamerion angustifolium","(L.) Holub",,13421
ONAGRACEAE,"Chamerion angustifolium subsp. circumvagum","(Mosquin) Hoch",,41942
ONAGRACEAE,"Chamerion latifolium","(L.) Holub",,13424
ONAGRACEAE,"Circaea alpina",L.,,13564
ONAGRACEAE,"Circaea alpina subsp. pacifica","(Asch. & Magnus) P.H. Raven",,41971
ONAGRACEAE,"Clarkia australis","E. Small",,13654
ONAGRACEAE,"Clarkia biloba","(Durand) A. Nelson & J.F. Macbr.",,13655
ONAGRACEAE,"Clarkia biloba subsp. biloba",,,41989
ONAGRACEAE,"Clarkia dudleyana","(Abrams) J.F. Macbr.",,13665
ONAGRACEAE,"Clarkia heterandra","(Torr.) F.H. Lewis & P.H. Raven",,13671
ONAGRACEAE,"Clarkia modesta",Jeps.,,13678
ONAGRACEAE,"Clarkia purpurea","(W. Curtis) A. Nelson & J.F. Macbr.",,13684
ONAGRACEAE,"Clarkia purpurea subsp. quadrivulnera","(Douglas) F.H. Lewis & M.E. Lewis",,42007
ONAGRACEAE,"Clarkia purpurea subsp. viminea","(Douglas) F.H. Lewis & M.E. Lewis",,42008
ONAGRACEAE,"Clarkia rhomboidea","Douglas ex Hook.",,13686
ONAGRACEAE,"Clarkia unguiculata",Lindl.,,13696
ONAGRACEAE,"Clarkia williamsonii","(Durand & Hilg.) F.H. Lewis & M.E. Lewis",,13699
ONAGRACEAE,"Epilobium anagallidifolium",Lam.,,17871
ONAGRACEAE,"Epilobium brachycarpum","C. Presl",,17879
ONAGRACEAE,"Epilobium canum","(Greene) P.H. Raven",,17883
ONAGRACEAE,"Epilobium canum subsp. latifolium","(Hook.) P.H. Raven",,203563
ONAGRACEAE,"Epilobium ciliatum",Raf.,,17884
ONAGRACEAE,"Epilobium ciliatum subsp. ciliatum",,,42264
ONAGRACEAE,"Epilobium ciliatum subsp. glandulosum","(Lehm.) Hoch & P.H. Raven",,42265
ONAGRACEAE,"Epilobium densiflorum","(Lindl.) Hoch & P.H. Raven",,17891
ONAGRACEAE,"Epilobium foliosum","(Torr. & A. Gray) Suksd.",,17897
ONAGRACEAE,"Epilobium glaberrimum",Barbey,,17899
ONAGRACEAE,"Epilobium glaberrimum subsp. fastigiatum","(Nutt.) Hoch & P.H. Raven",,42267
ONAGRACEAE,"Epilobium glaberrimum subsp. glaberrimum",,,42268
ONAGRACEAE,"Epilobium hallianum",Hausskn.,,231614
ONAGRACEAE,"Epilobium hornemannii",Rchb.,,17904
ONAGRACEAE,"Epilobium hornemannii subsp. hornemannii",,,42270
ONAGRACEAE,"Epilobium howellii",Hoch,,17905
ONAGRACEAE,"Epilobium lactiflorum",Hausskn.,,17906
ONAGRACEAE,"Epilobium minutum","Lindl. ex Lehm.",,17912
ONAGRACEAE,"Epilobium obcordatum","A. Gray",,17918
ONAGRACEAE,"Epilobium oregonense",Hausskn.,,17922
ONAGRACEAE,"Epilobium saximontanum",Hausskn.,,17933
ONAGRACEAE,"Epilobium torreyi","(S. Watson) Hoch & P.H. Raven",,17943
ONAGRACEAE,"Gayophytum decipiens","F.H. Lewis & Szweyk.",,22283
ONAGRACEAE,"Gayophytum diffusum","Torr. & A. Gray",,22284
ONAGRACEAE,"Gayophytum diffusum subsp. parviflorum","F.H. Lewis & Szweyk.",,42696
ONAGRACEAE,"Gayophytum eriospermum",Coville,,22285
ONAGRACEAE,"Gayophytum heterozygum","F.H. Lewis & Szweyk.",,22289
ONAGRACEAE,"Gayophytum humile",Juss.,,22290
ONAGRACEAE,"Gayophytum racemosum","Torr. & A. Gray",,22296
ONAGRACEAE,"Gayophytum ramosissimum","Torr. & A. Gray",,22297
ONAGRACEAE,"Ludwigia palustris","(L.) Elliott",,24712
ONAGRACEAE,"Oenothera elata",Kunth,,26706
ONAGRACEAE,"Oenothera elata subsp. hirsutissima","(A. Gray ex S. Watson) W. Dietr.",,43170
OPHIOGLOSSACEAE,"Botrychium ascendens","W.H. Wagner",,197479
OPHIOGLOSSACEAE,"Botrychium minganense",Vict.,,197498
OPHIOGLOSSACEAE,"Botrychium multifidum","(S.G. Gmel.) Rupr.",,197501
OPHIOGLOSSACEAE,"Botrychium simplex","E. Hitchc.",,197514
OPHIOGLOSSACEAE,"Botrychium yaaxudakeit","Stensvold & Farrar",,197522
ORCHIDACEAE,"Cephalanthera austiniae","(A.Gray) A.Heller",,202813
ORCHIDACEAE,"Corallorrhiza striata",Lindl.,,271108
ORCHIDACEAE,"Cypripedium montanum","Douglas ex Lindl.",,203287
ORCHIDACEAE,"Epipactis gigantea","Douglas ex Hook.",,203571
ORCHIDACEAE,"Epipactis helleborine","(L.) Crantz",,203572
ORCHIDACEAE,"Goodyera oblongifolia",Raf.,,204030
ORCHIDACEAE,"Listera convallarioides","(Sw.) Nutt.",,204715
ORCHIDACEAE,"Piperia unalascensis","(Spreng.) Rydb.",,205455
ORCHIDACEAE,"Platanthera colemanii","(Rand.Morgan & Glic.) R.M.Bateman",,208207
ORCHIDACEAE,"Platanthera dilatata","(Pursh) Lindl. ex L.C.Beck",,204073
ORCHIDACEAE,"Platanthera dilatata var. leucostachys","(Lindl.) Hultén",,205521
ORCHIDACEAE,"Platanthera sparsiflora","(S.Watson) Schltr.",,204085
ORCHIDACEAE,"Platanthera transversa","(Suksd.) R.M.Bateman",,205452
ORCHIDACEAE,"Platanthera yosemitensis","Colwell, Sheviak & P.E.Moore",,232471
ORCHIDACEAE,"Spiranthes porrifolia",Lindl.,,206062
ORCHIDACEAE,"Spiranthes romanzoffiana",Cham.,,206063
ORCHIDACEAE,"Spiranthes stellata","P.M.Br., Dueck & K.M.Cameron",,260870
OROBANCHACEAE,"Aphyllon californicum","(Cham. & Schltdl.) A. Gray",,202102
OROBANCHACEAE,"Aphyllon californicum subsp. grayanum","(Beck) A.C. Schneid.",,202107
OROBANCHACEAE,"Aphyllon fasciculatum","(Nutt.) Torr. & A. Gray",,63056
OROBANCHACEAE,"Castilleja applegatei",Fernald,,64260
OROBANCHACEAE,"Castilleja applegatei subsp. disticha","(Eastw.) T.I. Chuang & Heckard",,95121
OROBANCHACEAE,"Castilleja applegatei subsp. pallida","(Eastw.) T.I. Chuang & Heckard",,95123
OROBANCHACEAE,"Castilleja applegatei subsp. pinetorum","(Fernald) T.I. Chuang & Heckard",,95124
OROBANCHACEAE,"Castilleja attenuata","(A. Gray) T.I. Chuang & Heckard",,64264
OROBANCHACEAE,"Castilleja densiflora","(Benth.) T.I. Chuang & Heckard",,64293
OROBANCHACEAE,"Castilleja densiflora subsp. densiflora",,,95130
OROBANCHACEAE,"Castilleja exserta","(A. Heller) T.I. Chuang & Heckard",,64305
OROBANCHACEAE,"Castilleja exserta subsp. exserta",,,95134
OROBANCHACEAE,"Castilleja foliolosa","Hook. & Arn.",,64309
OROBANCHACEAE,"Castilleja lacera","(Benth.) T.I. Chuang & Heckard",,64336
OROBANCHACEAE,"Castilleja lemmonii","A. Gray",,64345
OROBANCHACEAE,"Castilleja lineariloba","(Benth.) T.I. Chuang & L.R. Heckard",,202746
OROBANCHACEAE,"Castilleja miniata","Douglas ex Hook.",,64365
OROBANCHACEAE,"Castilleja miniata subsp. miniata",,,95149
OROBANCHACEAE,"Castilleja minor","(A. Gray) A. Gray",,64366
OROBANCHACEAE,"Castilleja minor subsp. spiralis","(Jeps.) T.I. Chuang & Heckard",,95151
OROBANCHACEAE,"Castilleja nana",Eastw.,,64371
OROBANCHACEAE,"Castilleja parviflora",Bong.,,64385
OROBANCHACEAE,"Castilleja pilosa","(S. Watson) Rydb.",,64391
OROBANCHACEAE,"Castilleja tenuis","(A. Heller) T.I. Chuang & Heckard",,64424
OROBANCHACEAE,"Cordylanthus rigidus","(Benth.) Jeps.",,65823
OROBANCHACEAE,"Cordylanthus rigidus subsp. brevibracteatus","(A. Gray) Munz",,95271
OROBANCHACEAE,"Cordylanthus rigidus subsp. rigidus",,,95273
OROBANCHACEAE,"Cordylanthus tenuis","A. Gray",,65826
OROBANCHACEAE,"Cordylanthus tenuis subsp. tenuis",,,95279
OROBANCHACEAE,"Orobanche uniflora",L.,,73194
OROBANCHACEAE,"Orthocarpus cuspidatus",Greene,,73211
OROBANCHACEAE,"Orthocarpus cuspidatus subsp. cryptanthus","(Piper) T.I. Chuang & Heckard",,95980
OROBANCHACEAE,"Orthocarpus luteus",Nutt.,,73224
OROBANCHACEAE,"Pedicularis attollens","A. Gray",,73583
OROBANCHACEAE,"Pedicularis groenlandica",Retz.,,73608
OROBANCHACEAE,"Pedicularis semibarbata","A. Gray",,73646
OXALIDACEAE,"Oxalis corniculata",L.,,26965
PAPAVERACEAE,"Dicentra formosa","(Haw.) Walp.",,17318
PAPAVERACEAE,"Dicentra pauciflora","S. Watson",,17324
PAPAVERACEAE,"Dicentra uniflora",Kellogg,,17326
PAPAVERACEAE,"Ehrendorferia chrysantha","(Hook. & Arn.) Rylander",,17787
PAPAVERACEAE,"Eschscholzia caespitosa",Benth.,,18096
PAPAVERACEAE,"Eschscholzia californica",Cham.,,18097
PAPAVERACEAE,"Platystemon californicus",Benth.,,28269
PAPAVERACEAE,"Romneya coulteri",Harv.,,30074
PARNASSIACEAE,"Parnassia palustris",L.,,27236
PHRYMACEAE,"Diplacus bolanderi","(A.Gray) G.L.Nesom",,203385
PHRYMACEAE,"Diplacus congdonii","(B.L.Rob.) G.L.Nesom",,203388
PHRYMACEAE,"Diplacus douglasii","(Benth.) G.L.Nesom",,203391
PHRYMACEAE,"Diplacus kelloggii","(Curran ex Greene) G.L.Nesom",,203395
PHRYMACEAE,"Diplacus layneae","(Greene) G.L.Nesom",,203396
PHRYMACEAE,"Diplacus leptaleus","(A.Gray) G.L.Nesom",,203397
PHRYMACEAE,"Diplacus mephiticus","(Greene) G.L.Nesom",,203398
PHRYMACEAE,"Diplacus pulchellus","(Drew ex Greene) G.L.Nesom",,203403
PHRYMACEAE,"Diplacus torreyi","(A.Gray) G.L.Nesom",,203409
PHRYMACEAE,"Diplacus viscidus","(Congdon) G.L.Nesom",,203412
PHRYMACEAE,"Erythranthe bicolor","(Hartw. ex Benth.) G.L.Nesom & N.S.Fraga",,203775
PHRYMACEAE,"Erythranthe breweri","(Greene) G.L.Nesom & N.S.Fraga",,203776
PHRYMACEAE,"Erythranthe cardinalis","(Douglas ex Benth.) Spach",,68615
PHRYMACEAE,"Erythranthe discolor","(A.L.Grant) N.S.Fraga",,206809
PHRYMACEAE,"Erythranthe filicaulis","(S.Watson) G.L.Nesom & N.S.Fraga",,231801
PHRYMACEAE,"Erythranthe floribunda","(Lindl.) G.L.Nesom",,203778
PHRYMACEAE,"Erythranthe guttata","(DC.) G.L.Nesom",,203779
PHRYMACEAE,"Erythranthe inconspicua","(A.Gray) G.L.Nesom",,203781
PHRYMACEAE,"Erythranthe laciniata","(A.Gray) G.L.Nesom",,203784
PHRYMACEAE,"Erythranthe lewisii","(Pursh) G.L.Nesom & N.S.Fraga",,203786
PHRYMACEAE,"Erythranthe moschata","(Douglas ex Lindl.) G.L.Nesom",,203788
PHRYMACEAE,"Erythranthe primuloides","(Benth.) G.L.Nesom & N.S.Fraga",,203794
PHRYMACEAE,"Erythranthe pulsiferae","(A.Gray) G.L.Nesom",,203795
PHRYMACEAE,"Erythranthe suksdorfii","(A.Gray) N.S.Fraga",,203797
PHRYMACEAE,"Erythranthe tilingii","(Regel) G.L.Nesom",,203798
PHRYMACEAE,"Mimetanthe pilosa","(Benth.) Greene",,72172
PINACEAE,"Abies concolor","(Gordon & Glend.) Lindl. ex Hildebr.",,58146
PINACEAE,"Abies magnifica","A. Murray",,58160
PINACEAE,"Abies × shastensis","(Lemmon) Lemmon",,58169
PINACEAE,"Pinus albicaulis",Engelm.,,58358
PINACEAE,"Pinus attenuata",Lemmon,,58364
PINACEAE,"Pinus contorta","Douglas ex Loudon",,58386
PINACEAE,"Pinus contorta var. murrayana","(Balf.) Engelm.",,58796
PINACEAE,"Pinus jeffreyi",Balf.,,58414
PINACEAE,"Pinus lambertiana",Douglas,,58419
PINACEAE,"Pinus monophylla","Torr. & Frém.",,58431
PINACEAE,"Pinus monticola","Douglas ex D. Don",,58433
PINACEAE,"Pinus ponderosa","Douglas ex P. Lawson & C. Lawson",,58448
PINACEAE,"Pinus sabiniana","Douglas ex Douglas",,58458
PINACEAE,"Pseudotsuga menziesii","(Mirb.) Franco",,58498
PINACEAE,"Pseudotsuga menziesii var. menziesii",,,58841
PINACEAE,"Tsuga mertensiana","(Bong.) Carrière",,58543
PLANTAGINACEAE,"Antirrhinum leptaleum","A. Gray",,63031
PLANTAGINACEAE,"Callitriche heterophylla",Pursh,,64125
PLANTAGINACEAE,"Callitriche heterophylla var. bolanderi","(Hegelm.) Fassett",,96979
PLANTAGINACEAE,"Callitriche marginata",Torr.,,64128
PLANTAGINACEAE,"Callitriche palustris",L.,,64130
PLANTAGINACEAE,"Collinsia bartsiifolia",Benth.,,65275
PLANTAGINACEAE,"Collinsia bartsiifolia var. davidsonii","(Parish) Newsom",,97216
PLANTAGINACEAE,"Collinsia childii","Parry ex A. Gray",,65278
PLANTAGINACEAE,"Collinsia heterophylla","Buist ex R. Grah.",,65284
PLANTAGINACEAE,"Collinsia linearis","A. Gray",,65285
PLANTAGINACEAE,"Collinsia parviflora",Lindl.,,65288
PLANTAGINACEAE,"Collinsia tinctoria","Hartw. ex Benth.",,65294
PLANTAGINACEAE,"Collinsia torreyi","A. Gray",,65295
PLANTAGINACEAE,"Collinsia torreyi var. torreyi",,,97231
PLANTAGINACEAE,"Collinsia torreyi var. wrightii","(S. Watson) I.M. Johnst.",,97232
PLANTAGINACEAE,"Digitalis purpurea",L.,,68017
PLANTAGINACEAE,"Gratiola ebracteata","Benth. ex A. DC.",,69880
PLANTAGINACEAE,"Hippuris vulgaris",L.,,70360
PLANTAGINACEAE,"Keckiella breviflora","(Lindl.) Straw",,71016
PLANTAGINACEAE,"Keckiella breviflora var. breviflora",,,98400
PLANTAGINACEAE,"Keckiella breviflora var. glabrisepala","(D.D. Keck) N.H. Holmgren",,98401
PLANTAGINACEAE,"Limosella acaulis","Sessé & Moc.",,71439
PLANTAGINACEAE,"Penstemon azureus",Benth.,,73686
PLANTAGINACEAE,"Penstemon azureus var. angustissimus","A. Gray",,99072
PLANTAGINACEAE,"Penstemon davidsonii",Greene,,73740
PLANTAGINACEAE,"Penstemon davidsonii var. davidsonii",,,99106
PLANTAGINACEAE,"Penstemon heterodoxus","A. Gray",,73798
PLANTAGINACEAE,"Penstemon heterodoxus var. heterodoxus",,,99147
PLANTAGINACEAE,"Penstemon heterophyllus",Lindl.,,73799
PLANTAGINACEAE,"Penstemon heterophyllus var. purdyi","(D.D. Keck) McMinn",,99151
PLANTAGINACEAE,"Penstemon laetus","A. Gray",,73813
PLANTAGINACEAE,"Penstemon laetus var. laetus",,,99160
PLANTAGINACEAE,"Penstemon newberryi","A. Gray",,73853
PLANTAGINACEAE,"Penstemon newberryi var. newberryi",,,99181
PLANTAGINACEAE,"Penstemon procerus","Douglas ex Graham",,73888
PLANTAGINACEAE,"Penstemon procerus var. formosus","(A. Nelson) Cronquist",,99194
PLANTAGINACEAE,"Penstemon roezlii",Regel,,73906
PLANTAGINACEAE,"Penstemon rostriflorus",Kellogg,,73907
PLANTAGINACEAE,"Penstemon rydbergii","A. Nelson",,73911
PLANTAGINACEAE,"Penstemon rydbergii var. oreocharis","(Greene) N.H. Holmgren",,99205
PLANTAGINACEAE,"Plantago erecta","E. Morris",,74519
PLANTAGINACEAE,"Plantago lanceolata",L.,,74540
PLANTAGINACEAE,"Plantago major",L.,,74543
PLANTAGINACEAE,"Veronica americana","Schwein. ex Benth.",,78627
PLANTAGINACEAE,"Veronica anagallis-aquatica",L.,,78628
PLANTAGINACEAE,"Veronica arvensis",L.,,78630
PLANTAGINACEAE,"Veronica cusickii","A. Gray",,78643
PLANTAGINACEAE,"Veronica peregrina",L.,,78666
PLANTAGINACEAE,"Veronica peregrina subsp. xalapensis","(Kunth) Pennell",,206335
PLANTAGINACEAE,"Veronica persica",Poir.,,78667
PLANTAGINACEAE,"Veronica scutellata",L.,,78673
PLANTAGINACEAE,"Veronica serpyllifolia",L.,,78674
PLANTAGINACEAE,"Veronica serpyllifolia subsp. humifusa","(Dicks.) Syme",,206336
PLANTAGINACEAE,"Veronica wormskjoldii","Roem. & Schult.",,78689
POACEAE,"Agrostis capillaris",L.,,134268
POACEAE,"Agrostis exarata",Trin.,,134320
POACEAE,"Agrostis gigantea",Roth,,134348
POACEAE,"Agrostis humilis",Vasey,,134370
POACEAE,"Agrostis idahoensis",Nash,,134374
POACEAE,"Agrostis oregonensis",Vasey,,134461
POACEAE,"Agrostis pallens",Trin.,,134465
POACEAE,"Agrostis scabra",Willd.,,134531
POACEAE,"Agrostis stolonifera",L.,,134562
POACEAE,"Agrostis variabilis",Rydb.,,134597
POACEAE,"Aira caryophyllea",L.,,134645
POACEAE,"Alopecurus aequalis",Sobol.,,134747
POACEAE,"Andropogon virginicus",L.,,135338
POACEAE,"Andropogon virginicus var. virginicus",,,168572
POACEAE,"Aristida divaricata","Humb. & Bonpl. ex Willd.",,135567
POACEAE,"Avena barbata","Pott ex Link",,136280
POACEAE,"Avena fatua",L.,,136309
POACEAE,"Briza minor",L.,,136993
POACEAE,"Bromus arenarius",Labill.,,137101
POACEAE,"Bromus carinatus","Hook. & Arn.",,137127
POACEAE,"Bromus carinatus var. carinatus",,,169082
POACEAE,"Bromus catharticus",Vahl,,137129
POACEAE,"Bromus ciliatus",L.,,137134
POACEAE,"Bromus diandrus",Roth,,137151
POACEAE,"Bromus grandis","(Shear) Hitchc.",,137174
POACEAE,"Bromus hordeaceus",L.,,137185
POACEAE,"Bromus inermis",Leyss.,,137189
POACEAE,"Bromus japonicus","Thunb. ex Murray",,137192
POACEAE,"Bromus laevipes",Shear,,137198
POACEAE,"Bromus madritensis",L.,,137215
POACEAE,"Bromus madritensis subsp. madritensis",,,202537
POACEAE,"Bromus orcuttianus",Vasey,,137246
POACEAE,"Bromus rubens",L.,,137281
POACEAE,"Bromus secalinus",L.,,137289
POACEAE,"Bromus sterilis",L.,,137298
POACEAE,"Bromus suksdorfii",Vasey,,137307
POACEAE,"Bromus tectorum",L.,,137310
POACEAE,"Bromus vulgaris","(Hook.) Shear",,137328
POACEAE,"Calamagrostis breweri",Thurb.,,137379
POACEAE,"Calamagrostis canadensis","(Michx.) P. Beauv.",,137388
POACEAE,"Calamagrostis purpurascens","R. Br.",,137582
POACEAE,"Calamagrostis stricta","(Timm) Koeler",,137620
POACEAE,"Calamagrostis stricta subsp. inexpansa","(A. Gray) C.W. Greene",,166942
POACEAE,"Cinna bolanderi",Scribn.,,138529
POACEAE,"Coleataenia longifolia","(Torr.) Soreng",,138596
POACEAE,"Coleataenia longifolia subsp. rigidula","(Bosc ex Nees) Soreng",,166995
POACEAE,"Cynodon dactylon","(L.) Pers.",,138811
POACEAE,"Cynosurus echinatus",L.,,138861
POACEAE,"Dactylis glomerata",L.,,138886
POACEAE,"Danthonia californica",Bol.,,138931
POACEAE,"Danthonia californica var. californica",,,169632
POACEAE,"Danthonia intermedia",Vasey,,138971
POACEAE,"Danthonia unispicata","(Thurb.) Munro ex Macoun",,139033
POACEAE,"Deschampsia cespitosa","(L.) P. Beauv.",,139093
POACEAE,"Deschampsia cespitosa subsp. cespitosa",,,167041
POACEAE,"Deschampsia danthonioides","(Trin.) Munro",,139100
POACEAE,"Deschampsia elongata","(Hook.) Munro",,139104
POACEAE,"Digitaria ischaemum","(Schreb.) Muhl.",,139584
POACEAE,"Digitaria sanguinalis","(L.) Scop.",,139647
POACEAE,"Distichlis spicata","(L.) Greene",,139820
POACEAE,"Echinochloa crus-galli","(L.) P. Beauv.",,139863
POACEAE,"Elymus elymoides","(Raf.) Swezey",,140074
POACEAE,"Elymus elymoides subsp. californicus","(J.G. Sm.) Barkworth",,167139
POACEAE,"Elymus elymoides subsp. elymoides",,,167140
POACEAE,"Elymus glaucus",Buckley,,140085
POACEAE,"Elymus glaucus subsp. glaucus",,,167143
POACEAE,"Elymus multisetus","(J.G. Sm.) Burtt Davy",,140134
POACEAE,"Elymus sierrae",Gould,,140186
POACEAE,"Elymus stebbinsii",Gould,,140192
POACEAE,"Elymus trachycaulus","(Link) Gould ex Shinners",,140204
POACEAE,"Elymus trachycaulus subsp. subsecundus","(Link) Á. Löve & D. Löve",,167177
POACEAE,"Elymus trachycaulus subsp. trachycaulus",,,167179
POACEAE,"Elymus triticoides",Buckley,,140206
POACEAE,"Eragrostis cilianensis","(Bellardi) Vignolo ex Janch.",,140391
POACEAE,"Eragrostis mexicana","(Hornem.) Link",,140509
POACEAE,"Eragrostis mexicana subsp. virescens","(J. Presl) S.D. Koch & Sánchez Vega",,167203
POACEAE,"Eragrostis pilosa","(L.) P. Beauv.",,140558
POACEAE,"Eragrostis pilosa var. pilosa",,,170291
POACEAE,"Festuca arundinacea",Schreb.,,140886
POACEAE,"Festuca brachyphylla","Schult. & Schult. f.",,140912
POACEAE,"Festuca brachyphylla subsp. breviculmis",Fred.,,167230
POACEAE,"Festuca bromoides",L.,,140919
POACEAE,"Festuca idahoensis",Elmer,,141076
POACEAE,"Festuca microstachys",Nutt.,,141123
POACEAE,"Festuca minutiflora",Rydb.,,141124
POACEAE,"Festuca myuros",L.,,141133
POACEAE,"Festuca occidentalis",Hook.,,141147
POACEAE,"Festuca pratensis",Huds.,,141191
POACEAE,"Festuca rubra",L.,,141223
POACEAE,"Festuca saximontana",Rydb.,,141229
POACEAE,"Festuca subulata",Trin.,,141257
POACEAE,"Glyceria borealis","(Nash) Batch.",,141390
POACEAE,"Glyceria elata","(Nash) M.E. Jones",,141405
POACEAE,"Glyceria striata","(Lam.) Hitchc.",,141457
POACEAE,"Graphephorum wolfii","(Vasey) Vasey ex Coult.",,141510
POACEAE,"Holcus lanatus",L.,,141788
POACEAE,"Hordeum brachyantherum",Nevski,,141840
POACEAE,"Hordeum brachyantherum subsp. brachyantherum",,,167357
POACEAE,"Hordeum brachyantherum subsp. californicum","(Covas & Stebbins) Bothmer, N. Jacobsen & Seberg",,167358
POACEAE,"Hordeum marinum",Huds.,,141881
POACEAE,"Hordeum marinum subsp. gussoneanum","(Parl.) Thell.",,204328
POACEAE,"Hordeum murinum",L.,,141884
POACEAE,"Hordeum murinum subsp. glaucum","(Steud.) Tzvelev",,204329
POACEAE,"Hordeum murinum subsp. leporinum","(Link) Arcang.",,204330
POACEAE,"Hordeum murinum subsp. murinum",,,167373
POACEAE,"Koeleria macrantha","(Ledeb.) Schult.",,142292
POACEAE,"Lolium multiflorum",Lam.,,142606
POACEAE,"Lolium perenne",L.,,142607
POACEAE,"Lolium temulentum",L.,,142616
POACEAE,"Melica aristata","Thurb. ex Bol.",,142762
POACEAE,"Melica bulbosa","Geyer ex Porter & J.M. Coult.",,142772
POACEAE,"Melica californica",Scribn.,,142774
POACEAE,"Melica harfordii",Bol.,,142801
POACEAE,"Melica imperfecta",Trin.,,142806
POACEAE,"Melica stricta",Bol.,,142863
POACEAE,"Melica subulata","(Griseb.) Scribn.",,142865
POACEAE,"Muhlenbergia andina","(Nutt.) Hitchc.",,143169
POACEAE,"Muhlenbergia asperifolia","(Nees & Meyen ex Trin.) Parodi",,143186
POACEAE,"Muhlenbergia filiformis","(Thurb. ex S. Watson) Rydb.",,143265
POACEAE,"Muhlenbergia minutissima","(Steud.) Swallen",,143335
POACEAE,"Muhlenbergia montana","(Nutt.) Hitchc.",,143337
POACEAE,"Muhlenbergia richardsonis","(Trin.) Rydb.",,143391
POACEAE,"Muhlenbergia rigens","(Benth.) Hitchc.",,143392
POACEAE,"Muhlenbergia schreberi","J.F. Gmel.",,143398
POACEAE,"Panicum acuminatum",,,144112
POACEAE,"Panicum acuminatum var. acuminatum",,,171381
POACEAE,"Panicum capillare",L.,,144296
POACEAE,"Panicum miliaceum",L.,,144832
POACEAE,"Parapholis incurva","(L.) C.E. Hubb.",,145462
POACEAE,"Phalaris arundinacea",L.,,146639
POACEAE,"Phleum alpinum",L.,,146774
POACEAE,"Phleum pratense",L.,,146797
POACEAE,"Poa annua",L.,,147037
POACEAE,"Poa bolanderi",Vasey,,147076
POACEAE,"Poa bulbosa",L.,,147098
POACEAE,"Poa compressa",L.,,147141
POACEAE,"Poa cusickii",Vasey,,147159
POACEAE,"Poa cusickii subsp. epilis","(Scribn.) W.A. Weber",,167626
POACEAE,"Poa fendleriana","(Steud.) Vasey",,147214
POACEAE,"Poa fendleriana subsp. longiligula","(Scribn. & T.A. Williams) Soreng",,167634
POACEAE,"Poa glauca",Vahl,,147245
POACEAE,"Poa glauca subsp. rupicola","(Nash) W.A. Weber",,167639
POACEAE,"Poa keckii",Soreng,,147299
POACEAE,"Poa leptocoma",Trin.,,147329
POACEAE,"Poa nemoralis",L.,,147389
POACEAE,"Poa pratensis",L.,,147479
POACEAE,"Poa pratensis subsp. pratensis",,,167666
POACEAE,"Poa pringlei",Scribn.,,147483
POACEAE,"Poa secunda","J. Presl",,147541
POACEAE,"Poa secunda subsp. secunda",,,167673
POACEAE,"Poa stebbinsii",Soreng,,147570
POACEAE,"Poa wheeleri",Vasey,,147669
POACEAE,"Polypogon maritimus",Willd.,,147789
POACEAE,"Polypogon monspeliensis","(L.) Desf.",,147792
POACEAE,"Polypogon viridis","(Gouan) Breistr.",,147805
POACEAE,"Puccinellia nuttalliana","(Schult.) Hitchc.",,147914
POACEAE,"Scribneria bolanderi","(Thurb.) Hack.",,148492
POACEAE,"Setaria pumila","(Poir.) Roem. & Schult.",,148673
POACEAE,"Setaria viridis","(L.) P. Beauv.",,148715
POACEAE,"Stipa comata","Trin. & Rupr.",,149298
POACEAE,"Stipa comata var. comata",,,172979
POACEAE,"Stipa kingii",Bol.,,149383
POACEAE,"Stipa latiglumis",Swallen,,149391
POACEAE,"Stipa lemmonii","(Vasey) Scribn.",,149397
POACEAE,"Stipa lettermanii",Vasey,,149403
POACEAE,"Stipa nelsonii",Scribn.,,149444
POACEAE,"Stipa nelsonii var. dorei","(Barkworth & J. Maze) Dorn",,173032
POACEAE,"Stipa nevadensis","B.L. Johnson",,149446
POACEAE,"Stipa occidentalis","Thurb. ex S. Watson",,149454
POACEAE,"Stipa occidentalis var. californica","(Merr. & Burtt Davy) C.L. Hitchc.",,231592
POACEAE,"Stipa occidentalis var. occidentalis",,,173039
POACEAE,"Stipa occidentalis var. pubescens","(Vasey) J. Maze, Roy L. Taylor & MacBryde",,231593
POACEAE,"Stipa pinetorum","M.E. Jones",,149477
POACEAE,"Stipa thurberiana",Piper,,149552
POACEAE,"Torreyochloa erecta","(Hitchc.) G.L. Church",,149789
POACEAE,"Torreyochloa pallida","(Torr.) G.L. Church",,149792
POACEAE,"Torreyochloa pallida var. pauciflora","(J. Presl) J.I. Davis",,173088
POACEAE,"Trisetum canescens",Buckley,,150155
POACEAE,"Trisetum spicatum","(L.) K. Richt.",,150258
POACEAE,"Triticum aestivum",L.,,150289
POLEMONIACEAE,"Allophyllum divaricatum","(Nutt.) A.D. Grant & V.E. Grant",,62706
POLEMONIACEAE,"Allophyllum gilioides","(Benth.) A.D. Grant & V.E. Grant",,62707
POLEMONIACEAE,"Allophyllum gilioides subsp. gilioides",,,94899
POLEMONIACEAE,"Allophyllum gilioides subsp. violaceum","(A. Heller) A.G. Day",,201976
POLEMONIACEAE,"Allophyllum integrifolium","(Brand) A.D. Grant & V.E. Grant",,62709
POLEMONIACEAE,"Collomia grandiflora","Douglas ex Lindl.",,65307
POLEMONIACEAE,"Collomia heterophylla","Douglas ex Hook.",,65308
