Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
CYPERACEAE,"Eleocharis bolanderi","A. Gray",,104415
CYPERACEAE,"Eleocharis decumbens","C.B. Clarke",,104431
CYPERACEAE,"Eleocharis engelmannii",Steud.,,104441
CYPERACEAE,"Eleocharis macrostachya",Britton,,104457
CYPERACEAE,"Eleocharis parishii",Britton,,104485
CYPERACEAE,"Eleocharis quinqueflora","(Hartmann) O. Schwarz",,104492
CYPERACEAE,"Eriophorum crinigerum","(A. Gray) Beetle",,104551
CYPERACEAE,"Eriophorum gracile","W.D.J. Koch",,104552
CYPERACEAE,"Lipocarpha micrantha","(Vahl) G.C. Tucker",,104923
CYPERACEAE,"Lipocarpha occidentalis","(A. Gray) G.C. Tucker",,104925
CYPERACEAE,"Rhynchospora alba","(L.) Vahl",,105049
CYPERACEAE,"Schoenoplectus acutus","(Muhl. ex Bigelow) Á. Löve & D. Löve",,105185
CYPERACEAE,"Schoenoplectus acutus var. occidentalis","(S. Watson) S.G. Sm.",,108326
CYPERACEAE,"Schoenoplectus subterminalis","(Torr.) Soják",,105208
CYPERACEAE,"Scirpus congdonii",Britton,,105261
CYPERACEAE,"Scirpus cyperinus","(L.) Kunth",,105268
CYPERACEAE,"Scirpus diffusus",Schuyler,,105272
CYPERACEAE,"Scirpus microcarpus","J. Presl & C. Presl",,105310
CYPERACEAE,"Trichophorum clementis","(M.E. Jones) S.G. Sm.",,105502
DATISCACEAE,"Datisca glomerata","(C. Presl) Baill.",,16996
DENNSTAEDTIACEAE,"Pteridium aquilinum","(L.) Kuhn",,199755
DENNSTAEDTIACEAE,"Pteridium aquilinum subsp. pubescens","(Underw.) J.A. Thomson, Mickel & Mehlt.",,201123
DROSERACEAE,"Drosera rotundifolia",L.,,113312
DRYOPTERIDACEAE,"Dryopteris arguta","(Kaulf.) Watt",,198732
DRYOPTERIDACEAE,"Polystichum imbricans","(D.C. Eaton) D.H. Wagner",,199717
DRYOPTERIDACEAE,"Polystichum imbricans subsp. imbricans",,,201113
DRYOPTERIDACEAE,"Polystichum kruckebergii","W.H. Wagner",,199718
DRYOPTERIDACEAE,"Polystichum munitum","(Kaulf.) C. Presl",,199726
EQUISETACEAE,"Equisetum arvense",L.,,198900
EQUISETACEAE,"Equisetum hyemale",L.,,198907
EQUISETACEAE,"Equisetum hyemale subsp. affine","(Engelm.) Calder & Roy L. Taylor",,203573
EQUISETACEAE,"Equisetum laevigatum","A. Br.",,198910
ERICACEAE,"Allotropa virgata","Torr. & A. Gray ex A. Gray",,62827
ERICACEAE,"Arctostaphylos nevadensis","A. Gray",,63143
ERICACEAE,"Arctostaphylos patula",Greene,,63158
ERICACEAE,"Arctostaphylos viscida",Parry,,63189
ERICACEAE,"Arctostaphylos viscida subsp. mariposa","(Dudley) P.V. Wells",,202174
ERICACEAE,"Arctostaphylos viscida subsp. viscida",,,95015
ERICACEAE,"Cassiope mertensiana","(Bong.) G. Don",,64252
ERICACEAE,"Chimaphila umbellata","(L.) W.P.C. Barton",,64810
ERICACEAE,"Gaultheria humifusa","(Graham) Rydb.",,69095
ERICACEAE,"Kalmia polifolia",Wangenh.,,71010
ERICACEAE,"Leucothoe davisiae","Torr. ex A. Gray",,71390
ERICACEAE,"Orthilia secunda","(L.) House",,73203
ERICACEAE,"Phyllodoce breweri","(A. Gray) Heller",,74298
ERICACEAE,"Pleuricospora fimbriolata","A. Gray",,74591
ERICACEAE,"Pterospora andromedea",Nutt.,,74876
ERICACEAE,"Pyrola asarifolia",Michx.,,74914
ERICACEAE,"Pyrola asarifolia subsp. asarifolia",,,96363
ERICACEAE,"Pyrola minor",L.,,74932
ERICACEAE,"Pyrola picta",Sm.,,74938
ERICACEAE,"Rhododendron columbianum","(Piper) Harmaja",,75140
ERICACEAE,"Rhododendron occidentale","(Torr. & A. Gray) A. Gray",,75168
ERICACEAE,"Sarcodes sanguinea",Torr.,,75739
ERICACEAE,"Vaccinium cespitosum",Michx.,,78415
ERICACEAE,"Vaccinium parvifolium",Sm.,,78460
ERICACEAE,"Vaccinium uliginosum",L.,,78470
ERICACEAE,"Vaccinium uliginosum subsp. occidentale","(A. Gray) Hulten",,207399
EUPHORBIACEAE,"Croton setiger",Hook.,,16346
EUPHORBIACEAE,"Euphorbia crenulata",Engelm.,,19301
EUPHORBIACEAE,"Euphorbia serpillifolia",Pers.,,209812
EUPHORBIACEAE,"Euphorbia serpillifolia subsp. hirtula","(Engelm. ex S.Watson) Oudejans",,209813
EUPHORBIACEAE,"Euphorbia serpyllifolia",Pers.,,21291
EUPHORBIACEAE,"Euphorbia serpyllifolia var. serpyllifolia",,,48066
FABACEAE,"Acmispon americanus","(Nutt.) Rydb.",,9214
FABACEAE,"Acmispon americanus var. americanus",,,44261
FABACEAE,"Acmispon argophyllus","(A. Gray) Brouillet",,9215
FABACEAE,"Acmispon argophyllus var. fremontii","(A. Gray) Brouillet",,44266
FABACEAE,"Acmispon glabrus","(Vogel) Brouillet",,9220
FABACEAE,"Acmispon glabrus var. glabrus",,,44275
FABACEAE,"Acmispon nevadensis","(S. Watson) Brouillet",,9232
FABACEAE,"Acmispon nevadensis var. nevadensis",,,44287
FABACEAE,"Acmispon parviflorus","(Benth.) D.D. Sokoloff",,9234
FABACEAE,"Acmispon strigosus","(Nutt.) Brouillet",,9239
FABACEAE,"Astragalus bolanderi","A. Gray",,10708
FABACEAE,"Astragalus congdonii","S. Watson",,10773
FABACEAE,"Astragalus kentrophyta","A. Gray",,10920
FABACEAE,"Astragalus kentrophyta var. danaus","(Barneby) Barneby",,44906
FABACEAE,"Astragalus lentiginosus","Douglas ex Hook.",,10936
FABACEAE,"Astragalus lentiginosus var. ineptus","(A. Gray) M.E. Jones",,44934
FABACEAE,"Astragalus purshii","Douglas ex Hook.",,11072
FABACEAE,"Astragalus purshii var. lectulus","(S. Watson) M.E. Jones",,45066
FABACEAE,"Astragalus whitneyi","A. Gray",,11214
FABACEAE,"Astragalus whitneyi var. whitneyi",,,45143
FABACEAE,"Cercis occidentalis","Torr. ex A. Gray",,12898
FABACEAE,"Hoita macrostachya","(DC.) Rydb.",,23176
FABACEAE,"Hosackia crassifolia",Benth.,,23261
FABACEAE,"Hosackia crassifolia var. crassifolia",,,48541
FABACEAE,"Hosackia oblongifolia",Benth.,,23280
FABACEAE,"Hosackia oblongifolia var. oblongifolius",Benth.,,48545
FABACEAE,"Lathyrus jepsonii",Greene,,23989
FABACEAE,"Lathyrus jepsonii var. californicus","(S. Watson) Hoover",,48671
FABACEAE,"Lathyrus lanszwertii",Kellogg,,23994
FABACEAE,"Lathyrus lanszwertii var. aridus","(Piper) Jeps.",,48675
FABACEAE,"Lathyrus lanszwertii var. lanszwertii",,,48679
FABACEAE,"Lathyrus latifolius",L.,,23995
FABACEAE,"Lathyrus nevadensis","S. Watson",,24005
FABACEAE,"Lathyrus nevadensis var. nevadensis",,,48690
FABACEAE,"Lathyrus sulphureus","W.H. Brewer ex A. Gray",,24036
FABACEAE,"Lupinus adsurgens",Drew,,24756
FABACEAE,"Lupinus albicaulis",Douglas,,24762
FABACEAE,"Lupinus albifrons",Benth.,,24763
FABACEAE,"Lupinus albifrons var. albifrons",,,49040
FABACEAE,"Lupinus andersonii","S. Watson",,24785
FABACEAE,"Lupinus arbustus","Douglas ex Lindl.",,24797
FABACEAE,"Lupinus argenteus",Pursh,,24802
FABACEAE,"Lupinus argenteus var. meionanthus","(A. Gray) Barneby",,49073
FABACEAE,"Lupinus benthamii","A. Heller",,24816
FABACEAE,"Lupinus bicolor",Lindl.,,24819
FABACEAE,"Lupinus breweri","A. Gray",,24831
FABACEAE,"Lupinus breweri var. breweri",,,49108
FABACEAE,"Lupinus breweri var. bryoides","C.P. Sm.",,49109
FABACEAE,"Lupinus breweri var. grandiflorus","C.P. Sm.",,49111
FABACEAE,"Lupinus burkei","S. Watson",,24836
FABACEAE,"Lupinus burkei subsp. burkei",,,42954
FABACEAE,"Lupinus caudatus",Kellogg,,24850
FABACEAE,"Lupinus caudatus subsp. caudatus",,,42957
FABACEAE,"Lupinus confertus",Kellogg,,24864
FABACEAE,"Lupinus covillei",Greene,,24870
FABACEAE,"Lupinus formosus",Greene,,24922
FABACEAE,"Lupinus formosus var. formosus",,,49175
FABACEAE,"Lupinus fulcratus",Greene,,24927
FABACEAE,"Lupinus gracilentus",Greene,,24937
FABACEAE,"Lupinus grayi","(S. Watson) S. Watson",,24939
FABACEAE,"Lupinus latifolius","Lindl. ex J. Agardh",,24994
FABACEAE,"Lupinus latifolius subsp. latifolius",,,42976
FABACEAE,"Lupinus lepidus","Douglas ex Lindl.",,25001
FABACEAE,"Lupinus lepidus var. lobbii","(A. Gray ex S. Watson) C.L. Hitchc.",,49221
FABACEAE,"Lupinus lepidus var. sellulus","(Kellogg) Barneby",,49224
FABACEAE,"Lupinus microcarpus",Sims,,25048
FABACEAE,"Lupinus microcarpus var. densiflorus","(Benth.) Jeps.",,49248
FABACEAE,"Lupinus nanus","Douglas ex Benth.",,25068
FABACEAE,"Lupinus pratensis","A. Heller",,25117
FABACEAE,"Lupinus pratensis var. pratensis",,,49289
FABACEAE,"Lupinus rivularis","Douglas ex Lindl.",,25141
FABACEAE,"Lupinus stiversii",Kellogg,,25180
FABACEAE,"Medicago lupulina",L.,,25631
FABACEAE,"Medicago polymorpha",L.,,25646
FABACEAE,"Medicago sativa",L.,,25653
FABACEAE,"Melilotus albus",Medik.,,25885
FABACEAE,"Melilotus indicus","(L.) All.",,25893
FABACEAE,"Melilotus officinalis","(L.) Lam.",,25901
FABACEAE,"Trifolium albopurpureum","Torr. & A. Gray",,34011
FABACEAE,"Trifolium bolanderi","A. Gray",,34048
FABACEAE,"Trifolium breweri","S. Watson",,34052
FABACEAE,"Trifolium ciliolatum",Benth.,,34065
FABACEAE,"Trifolium cyathiferum",Lindl.,,34073
FABACEAE,"Trifolium dubium",Sibth.,,34083
FABACEAE,"Trifolium gracilentum","Torr. & A. Gray",,34102
FABACEAE,"Trifolium longipes",Nutt.,,34136
FABACEAE,"Trifolium longipes subsp. hansenii","(Greene) J.M. Gillett",,44020
FABACEAE,"Trifolium microcephalum",Pursh,,34154
FABACEAE,"Trifolium monanthum","A. Gray",,34158
FABACEAE,"Trifolium monanthum subsp. grantianum","(A. Heller) J.M. Gillett",,44029
FABACEAE,"Trifolium monanthum var. monanthum",,,206246
FABACEAE,"Trifolium obtusiflorum",Hook.,,34172
FABACEAE,"Trifolium oliganthum",Steud.,,34175
FABACEAE,"Trifolium pratense",L.,,34205
FABACEAE,"Trifolium repens",L.,,34213
FABACEAE,"Trifolium variegatum",Nutt.,,34264
FABACEAE,"Trifolium willdenovii",Spreng.,,34270
FABACEAE,"Trifolium wormskioldii",Lehm.,,34272
FABACEAE,"Vicia americana","Muhl. ex Willd.",,34497
FABACEAE,"Vicia americana subsp. americana",,,44061
FABACEAE,"Vicia benghalensis",L.,,34506
FAGACEAE,"Chrysolepis sempervirens","(Kellogg) Hjelmq.",,13486
FAGACEAE,"Lithocarpus densiflorus","(Hook. & Arn.) Rehder",,24524
FAGACEAE,"Lithocarpus densiflorus var. echinoides","(R. Br.) Abrams",,48932
FAGACEAE,"Quercus chrysolepis",Liebm.,,29251
FAGACEAE,"Quercus douglasii","Hook. & Arn.",,29260
FAGACEAE,"Quercus garryana","Douglas ex Hook.",,29277
FAGACEAE,"Quercus garryana var. breweri","(Engelm.) Jeps.",,50697
FAGACEAE,"Quercus kelloggii",Newberry,,29304
FAGACEAE,"Quercus lobata",Née,,29310
FAGACEAE,"Quercus vacciniifolia",Kellogg,,29383
FAGACEAE,"Quercus wislizeni","A. DC.",,29393
FAGACEAE,"Quercus wislizeni var. wislizeni",,,50762
GARRYACEAE,"Garrya fremontii",Torr.,,69031
GENTIANACEAE,"Comastoma tenellum","(Rottb.) Toyok.",,65651
GENTIANACEAE,"Frasera speciosa","Douglas ex Griseb.",,68795
GENTIANACEAE,"Gentiana calycosa",Griseb.,,69137
GENTIANACEAE,"Gentiana newberryi","A. Gray",,69164
GENTIANACEAE,"Gentiana newberryi var. tiogana","(A. Heller) J.S. Pringle",,98001
GENTIANACEAE,"Gentianella amarella","(L.) Börner",,69210
GENTIANACEAE,"Gentianella amarella subsp. acuta","(Michx.) J.M. Gillett",,95503
GENTIANACEAE,"Gentianopsis holopetala","(A. Gray) Iltis",,69234
GENTIANACEAE,"Gentianopsis simplex","(A. Gray) Iltis",,69240
GENTIANACEAE,"Swertia perennis",L.,,77843
GENTIANACEAE,"Zeltnera venusta","(A. Gray) G. Mans.",,78783
GERANIACEAE,"Erodium botrys","(Cav.) Bertol.",,17986
GERANIACEAE,"Erodium brachycarpum","(Godr.) Thell.",,17987
GERANIACEAE,"Erodium cicutarium","(L.) L'Hér. ex Aiton",,17989
GERANIACEAE,"Geranium californicum","G.N. Jones & F.F. Jones",,22331
GERANIACEAE,"Geranium carolinianum",L.,,22333
GERANIACEAE,"Geranium dissectum",L.,,22339
GERANIACEAE,"Geranium richardsonii","Fisch. & Trautv.",,22375
GERANIACEAE,"Geranium robertianum",L.,,22376
GROSSULARIACEAE,"Ribes amarum",McClatchie,,29899
GROSSULARIACEAE,"Ribes cereum",Douglas,,29914
GROSSULARIACEAE,"Ribes cereum var. cereum",,,51088
GROSSULARIACEAE,"Ribes inerme",Rydb.,,29944
GROSSULARIACEAE,"Ribes inerme var. inerme",,,51111
GROSSULARIACEAE,"Ribes lasianthum",Greene,,29948
GROSSULARIACEAE,"Ribes montigenum",McClatchie,,29963
GROSSULARIACEAE,"Ribes nevadense",Kellogg,,29965
GROSSULARIACEAE,"Ribes roezlii",Regel,,29984
GROSSULARIACEAE,"Ribes roezlii var. roezlii",,,51147
GROSSULARIACEAE,"Ribes viscosissimum",Pursh,,30016
HALORAGACEAE,"Myriophyllum sibiricum",Kom.,,26395
HYDRANGEACEAE,"Philadelphus lewisii",Pursh,,205407
HYDROPHYLLACEAE,"Draperia systyla","(A. Gray) Torr.",,203452
HYDROPHYLLACEAE,"Hesperochiron californicus","(Benth.) S. Wats.",,204257
HYDROPHYLLACEAE,"Hesperochiron pumilus","(Griseb.) Porter",,204258
HYDROPHYLLACEAE,"Hydrophyllum occidentale","(S. Wats.) A. Gray",,204358
HYDROPHYLLACEAE,"Nemophila heterophylla","Fisch. & Mey.",,205097
HYDROPHYLLACEAE,"Nemophila maculata","Benth. ex Lindl.",,205098
HYDROPHYLLACEAE,"Nemophila menziesii","Hook. & Arnott",,205099
HYDROPHYLLACEAE,"Nemophila menziesii var. menziesii",,,205103
HYDROPHYLLACEAE,"Nemophila parviflora","Dougl. ex Benth.",,205104
HYDROPHYLLACEAE,"Nemophila parviflora var. austiniae","(Eastw.) Brand",,205105
HYDROPHYLLACEAE,"Nemophila pedunculata","Dougl. ex Benth.",,205108
HYDROPHYLLACEAE,"Nemophila spatulata",Coville,,205113
HYDROPHYLLACEAE,"Phacelia cicutaria",Greene,,205319
HYDROPHYLLACEAE,"Phacelia cicutaria var. cicutaria",,,205320
HYDROPHYLLACEAE,"Phacelia congdonii",Greene,,205327
HYDROPHYLLACEAE,"Phacelia egena","(Greene ex Brand) J.T. Howell",,205336
HYDROPHYLLACEAE,"Phacelia eisenii","T. S. Brandeg.",,205337
HYDROPHYLLACEAE,"Phacelia hastata","Dougl. ex Lehm.",,205345
HYDROPHYLLACEAE,"Phacelia hastata var. compacta","(Brand) Cronq.",,207180
HYDROPHYLLACEAE,"Phacelia heterophylla",Pursh,,205347
HYDROPHYLLACEAE,"Phacelia heterophylla var. virgata","(Greene) R.D. Dorn",,205348
HYDROPHYLLACEAE,"Phacelia humilis","Torr ex Gray",,205350
HYDROPHYLLACEAE,"Phacelia humilis var. humilis",,,211388
HYDROPHYLLACEAE,"Phacelia hydrophylloides","Torr. ex A. Gray",,205351
HYDROPHYLLACEAE,"Phacelia imbricata",Greene,,205352
HYDROPHYLLACEAE,"Phacelia imbricata subsp. imbricata",,,205353
HYDROPHYLLACEAE,"Phacelia mutabilis",Greene,,205371
HYDROPHYLLACEAE,"Phacelia platyloba","A. Gray",,205383
HYDROPHYLLACEAE,"Phacelia purpusii","T. S. Brandegee",,205386
HYDROPHYLLACEAE,"Phacelia quickii",Howell,,208837
HYDROPHYLLACEAE,"Phacelia racemosa","(Kellogg) A. A. Heller",,207186
HYDROPHYLLACEAE,"Phacelia ramosissima","Dougl. ex Lehm.",,205387
HYDROPHYLLACEAE,"Phacelia tanacetifolia",Benth.,,205398
HYDROPHYLLACEAE,"Phacelia vallicola","Congdon ex Brand",,205399
HYDROPHYLLACEAE,"Pholistoma auritum","(Lindl.) Lilja",,205417
HYDROPHYLLACEAE,"Pholistoma auritum var. auritum",,,205418
HYPERICACEAE,"Hypericum anagalloides","Cham. & Schltdl.",,23355
HYPERICACEAE,"Hypericum perforatum",L.,,23423
HYPERICACEAE,"Hypericum scouleri",Hook.,,23433
IRIDACEAE,"Iris hartwegii",Baker,,204421
IRIDACEAE,"Iris hartwegii subsp. hartwegii",,,204423
IRIDACEAE,"Iris missouriensis",Nutt.,,204426
IRIDACEAE,"Sisyrinchium bellum",S.Watson,,205956
IRIDACEAE,"Sisyrinchium elmeri",Greene,,205962
IRIDACEAE,"Sisyrinchium idahoense",E.P.Bicknell,,205966
IRIDACEAE,"Sisyrinchium idahoense var. occidentale","(E.P.Bicknell) Douglass M.Hend.",,205967
ISOETACEAE,"Isoetes bolanderi",Engelm.,,199134
ISOETACEAE,"Isoetes howellii",Engelm.,,199150
ISOETACEAE,"Isoetes nuttallii","A. Braun ex Engelm.",,199165
ISOETACEAE,"Isoetes occidentalis","L.F. Hend.",,199166
JUNCACEAE,"Juncus balticus",Willd.,,104722
JUNCACEAE,"Juncus bryoides","F.J. Herm.",,104732
JUNCACEAE,"Juncus bufonius",L.,,104733
JUNCACEAE,"Juncus bufonius var. bufonius",,,108154
JUNCACEAE,"Juncus bufonius var. occidentalis","F.J. Herm.",,108159
JUNCACEAE,"Juncus capillaris","F.J. Herm.",,104738
JUNCACEAE,"Juncus chlorocephalus",Engelm.,,104741
JUNCACEAE,"Juncus confusus",Coville,,104744
JUNCACEAE,"Juncus covillei",Piper,,104748
JUNCACEAE,"Juncus drummondii","E. Mey.",,104755
JUNCACEAE,"Juncus dubius",Engelm.,,104756
JUNCACEAE,"Juncus effusus",L.,,104759
JUNCACEAE,"Juncus effusus subsp. pacificus","(Fernald & Wiegand) Piper & Beattie",,107498
JUNCACEAE,"Juncus ensifolius",Wikstr.,,104761
JUNCACEAE,"Juncus exiguus","(Fernald & Wiegand) Lint ex Snogerup & Zika",,104762
JUNCACEAE,"Juncus hemiendytus","F.J. Herm.",,104779
JUNCACEAE,"Juncus hemiendytus var. abjectus","(F.J. Herm.) Ertter",,108197
JUNCACEAE,"Juncus hemiendytus var. hemiendytus",,,108198
JUNCACEAE,"Juncus longistylis",Torr.,,104795
JUNCACEAE,"Juncus macrandrus",Coville,,104799
JUNCACEAE,"Juncus mertensianus",Bong.,,104807
JUNCACEAE,"Juncus mexicanus","Willd. ex Schult. & Schult. f.",,104808
JUNCACEAE,"Juncus nevadensis","S. Watson",,104813
JUNCACEAE,"Juncus occidentalis",Wiegand,,104817
JUNCACEAE,"Juncus orthophyllus",Coville,,104820
JUNCACEAE,"Juncus oxymeris",Engelm.,,104821
JUNCACEAE,"Juncus parryi",Engelm.,,104823
JUNCACEAE,"Juncus saximontanus","A. Nelson",,104846
JUNCACEAE,"Juncus tenuis",Willd.,,104860
JUNCACEAE,"Juncus tiehmii",Ertter,,104863
JUNCACEAE,"Juncus triformis",Engelm.,,104867
JUNCACEAE,"Juncus uncialis",Greene,,104871
JUNCACEAE,"Juncus xiphioides","E. Mey.",,104882
JUNCACEAE,"Luzula comosa","E. Mey.",,104936
JUNCACEAE,"Luzula divaricata","S. Watson",,104939
JUNCACEAE,"Luzula orestera",Sharsm.,,104957
JUNCACEAE,"Luzula parviflora","(Ehrh.) Desv.",,104960
JUNCACEAE,"Luzula spicata","(L.) DC.",,104966
JUNCACEAE,"Luzula subcongesta","(S. Watson) Jeps.",,104968
JUNCAGINACEAE,"Triglochin concinna","Burtt Davy",,207391
JUNCAGINACEAE,"Triglochin concinna var. debilis","(M.E. Jones) J.T. Howell",,208742
JUNCAGINACEAE,"Triglochin maritima",L.,,206250
JUNCAGINACEAE,"Triglochin palustris",L.,,206251
JUNCAGINACEAE,"Triglochin scilloides","(Poir.) Mering & Kadereit",,204660
LAMIACEAE,"Agastache urticifolia","(Benth.) Kuntze",,62663
LAMIACEAE,"Glechoma hederacea",L.,,69711
LAMIACEAE,"Lamium amplexicaule",L.,,71207
LAMIACEAE,"Lepechinia calycina","(Benth.) Epling",,71320
LAMIACEAE,"Lycopus uniflorus",Michx.,,71715
LAMIACEAE,"Marrubium vulgare",L.,,71970
LAMIACEAE,"Mentha arvensis",L.,,72077
LAMIACEAE,"Mentha spicata",L.,,72095
LAMIACEAE,"Mentha spicata var. spicata",,,98664
LAMIACEAE,"Monardella glauca",Greene,,72452
LAMIACEAE,"Monardella lanceolata","A. Gray",,72455
LAMIACEAE,"Monardella odoratissima",Benth.,,72461
LAMIACEAE,"Monardella odoratissima subsp. pallida","(A. Heller) Epling",,95903
LAMIACEAE,"Monardella sheltonii","(Torr.) Howell",,72468
LAMIACEAE,"Prunella vulgaris",L.,,74798
LAMIACEAE,"Prunella vulgaris subsp. lanceolata","(W. Bartram) Hultén",,96356
LAMIACEAE,"Pycnanthemum californicum","Torr. ex T. Durand",,74885
LAMIACEAE,"Salvia columbariae",Benth.,,75625
LAMIACEAE,"Scutellaria bolanderi","A. Gray",,75888
LAMIACEAE,"Scutellaria bolanderi subsp. bolanderi",,,96443
LAMIACEAE,"Scutellaria siphocampyloides",Vatke,,75935
LAMIACEAE,"Scutellaria tuberosa",Benth.,,75940
LAMIACEAE,"Stachys albens","A. Gray",,77372
LAMIACEAE,"Stachys rigida","Nutt. ex Benth.",,77420
LAMIACEAE,"Stachys rigida var. rigida",,,99882
LAMIACEAE,"Trichostema lanceolatum",Benth.,,78275
LAMIACEAE,"Trichostema oblongum",Benth.,,78279
LAURACEAE,"Umbellularia californica","(Hook. & Arn.) Nutt.",,34384
LENTIBULARIACEAE,"Utricularia gibba",L.,,78366
LENTIBULARIACEAE,"Utricularia intermedia",Hayne,,78369
LENTIBULARIACEAE,"Utricularia minor",L.,,78372
LENTIBULARIACEAE,"Utricularia vulgaris",L.,,78390
LILIACEAE,"Calochortus invenustus",Greene,,202590
LILIACEAE,"Calochortus leichtlinii",Hook.f.,,202594
LILIACEAE,"Calochortus luteus","Douglas ex Lindl.",,202595
LILIACEAE,"Calochortus minimus",Ownbey,,202599
LILIACEAE,"Calochortus superbus","Purdy ex Howell",,202613
LILIACEAE,"Calochortus venustus","Douglas ex Benth.",,202619
LILIACEAE,"Clintonia uniflora","(Menzies ex Schult. & Schult.f.) Kunth",,203006
LILIACEAE,"Fritillaria atropurpurea",Nutt.,,203881
LILIACEAE,"Fritillaria micrantha",A.Heller,,203887
LILIACEAE,"Fritillaria pinetorum",Davidson,,203889
LILIACEAE,"Lilium parvum",Kellogg,,204676
LILIACEAE,"Lilium washingtonianum",Kellogg,,204678
LILIACEAE,"Lilium washingtonianum subsp. washingtonianum",,,204679
LILIACEAE,"Prosartes hookeri",Torr.,,203418
LIMNANTHACEAE,"Limnanthes alba","Hartw. ex Benth.",,24439
LIMNANTHACEAE,"Limnanthes alba subsp. alba",,,42879
LIMNANTHACEAE,"Limnanthes alba subsp. versicolor","(Greene) C.T. Mason",,42882
LIMNANTHACEAE,"Limnanthes montana",Jeps.,,24447
LIMNANTHACEAE,"Limnanthes striata",Jeps.,,24450
LINACEAE,"Cerastium arvense",L.,,109447
LINACEAE,"Cerastium beeringianum","Cham. & Schltdl.",,109449
LINACEAE,"Cerastium fontanum",Baumg.,,109467
LINACEAE,"Cerastium fontanum subsp. vulgare","(Hartm.) Greuter & Burdet",,109973
LINACEAE,"Cerastium glomeratum",Thuill.,,109469
LINACEAE,"Linum lewisii",Pursh,,24494
LINACEAE,"Linum lewisii var. alpicola",Jeps.,,48903
LINACEAE,"Linum lewisii var. lewisii",,,48905
LINACEAE,"Sclerolinon digynum","(A. Gray) C.M. Rogers",,31801
LINDERNIACEAE,"Lindernia dubia","(L.) Pennell",,71535
LOASACEAE,"Mentzelia crocea",Kellogg,,204907
LOASACEAE,"Mentzelia dispersa","S. Wats.",,204910
LOASACEAE,"Mentzelia lindleyi","Torr. & Gray",,204917
LYTHRACEAE,"Lythrum hyssopifolia",L.,,25259
LYTHRACEAE,"Rotala ramosior","(L.) Koehne",,30397
MALVACEAE,"Malva nicaeensis",All.,,25481
MALVACEAE,"Malva parviflora",L.,,25484
MALVACEAE,"Sidalcea asprella",Greene,,32173
MALVACEAE,"Sidalcea asprella subsp. asprella",,,43782
MALVACEAE,"Sidalcea glaucescens",Greene,,32184
MALVACEAE,"Sidalcea reptans",Greene,,32203
MARSILEACEAE,"Marsilea vestita","Hook. & Grev.",,199365
MELANTHIACEAE,"Toxicoscordion exaltatum","(Eastw.) A.Heller",,206213
MELANTHIACEAE,"Toxicoscordion venenosum","(S.Watson) Rydb.",,206218
MELANTHIACEAE,"Trillium angustipetalum","(Torr.) J.D.Freeman",,206255
MELANTHIACEAE,"Veratrum californicum",Durand,,206323
MELANTHIACEAE,"Veratrum californicum var. californicum",,,210431
MENYANTHACEAE,"Menyanthes trifoliata",L.,,204942
MOLLUGINACEAE,"Mollugo verticillata",L.,,116337
MONTIACEAE,"Calandrinia ciliata","(Ruiz & Pav.) DC.",,112281
MONTIACEAE,"Calyptridium monospermum",Greene,,112295
MONTIACEAE,"Calyptridium umbellatum","(Torr.) Greene",,112301
MONTIACEAE,"Claytonia lanceolata","Pall. ex Pursh",,112600
MONTIACEAE,"Claytonia megarhiza","(A. Gray) Parry ex S. Watson",,112603
MONTIACEAE,"Claytonia nevadensis","S. Watson",,112605
MONTIACEAE,"Claytonia parviflora","Douglas ex Hook.",,112610
MONTIACEAE,"Claytonia parviflora subsp. parviflora",,,127861
MONTIACEAE,"Claytonia perfoliata","Donn ex Willd.",,112612
MONTIACEAE,"Claytonia perfoliata subsp. perfoliata",,,127867
MONTIACEAE,"Lewisia congdonii","(Rydb.) S. Clay",,115115
MONTIACEAE,"Lewisia disepala",Rydb.,,115118
MONTIACEAE,"Lewisia glandulosa","(Rydb.) Dempster",,115119
MONTIACEAE,"Lewisia kelloggii","K. Brandegee",,115121
MONTIACEAE,"Lewisia nevadensis","(A. Gray) B.L. Rob.",,115128
MONTIACEAE,"Lewisia pygmaea","(A. Gray) B.L. Rob.",,115130
MONTIACEAE,"Lewisia triphylla","(S. Watson) B.L. Rob.",,115137
MONTIACEAE,"Montia chamissoi","(Ledeb. ex Spreng.) Greene",,116343
MONTIACEAE,"Montia fontana",L.,,116349
MONTIACEAE,"Montia linearis","(Douglas ex Hook.) Greene",,116356
MONTIACEAE,"Montia parvifolia","(Moc. ex DC.) Greene",,116359
MYRICACEAE,"Myrica hartwegii","S. Watson",,26369
NAMACEAE,"Eriodictyon californicum","(Hook. & Arn.) Greene",,203704
NARTHECIACEAE,"Narthecium californicum",Baker,,205064
NYMPHAEACEAE,"Nuphar polysepala",Engelm.,,26555
OLEACEAE,"Fraxinus dipetala","Hook. & Arn.",,68811
OLEACEAE,"Fraxinus latifolia",Benth.,,68818
ONAGRACEAE,"Camissonia contorta","(Douglas) Kearney",,12140
ONAGRACEAE,"Camissonia lacustris","P.H. Raven",,12155
ONAGRACEAE,"Camissonia sierrae","P.H. Raven",,12176
ONAGRACEAE,"Camissonia sierrae subsp. alticola","P.H. Raven",,41838
ONAGRACEAE,"Camissonia sierrae subsp. sierrae",,,41839
