Park Code,Category,Order,Family,Taxa Code,Scientific Name,Synonyms,Common Name,Occurrence,Occurrence Tags,Abundance,Nativeness,Nativeness Tags,Record Status
YOSE,Vascular Plant,Lamiales,Lamiaceae,158097,Glechoma hederacea,,"creeping charlie, gill-over-the-ground, ground ivy, groundivy, haymaids",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,136456,Lamium amplexicaule,,"common henbit, giraffehead, henbit, henbit deadnettle",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,136471,Lepechinia calycina,,woodbalm,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,134016,Lycopus uniflorus,,"bugleweed, northern bugleweed, northern water-horehound, oneflower bugleweed",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,136481,Marrubium vulgare,,"horehound, white horehound",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,289323,Mentha arvensis,,"field mint, wild mint",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,159030,Mentha spicata var. spicata,,,Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,171383,Monardella glauca,,"blue monardella, gray monardella, pale monardella",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,136531,Monardella lanceolata,,"mustang mint, mustang monardella, mustang mountainbalm",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,136507,Monardella odoratissima ssp. pallida,,"alpine mountainbalm, mountain monardella",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,167838,Monardella sheltonii,,Shelton's monardella,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,233878,Prunella vulgaris var. lanceolata,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,137519,Pycnanthemum californicum,,Sierra mint,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,128631,Salvia columbariae,,chia,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,134860,Satureja douglasii,,yerba buena,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,128720,Scutellaria bolanderi ssp. bolanderi,Scutellaria bolanderi (128719),Sierra skullcap,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,129286,Scutellaria siphocampyloides,,grayleaf skullcap,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,128710,Scutellaria tuberosa,,Danny's skullcap,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,218740,Stachys ajugoides var. rigida,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,134868,Stachys albens,,"white hedgenettle, whitestem hedgenettle",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,134935,Trichostema lanceolatum,,vinegarweed,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lamiaceae,134937,Trichostema oblongum,,oblong bluecurls,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lentibulariaceae,135334,Utricularia gibba,,"conespur bladderpod, humped bladderwort",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lentibulariaceae,135336,Utricularia intermedia,,"flatleaf bladderwort, flat-leaf bladderwort, mountain bladderwort",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lentibulariaceae,135339,Utricularia minor,,lesser bladderwort,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Lentibulariaceae,135326,Utricularia vulgaris,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Linderniaceae,135670,Lindernia dubia,,"moistbank pimpernel, shortstalk lindernia, yellowseed false pimpernel, yellow-seed false pimpernel",,,,,,In Review
YOSE,Vascular Plant,Lamiales,Linderniaceae,215877,Lindernia dubia var. anagallidea,,"false pimpernel, yellowseed false pimpernel, yellow-seed false pimpernel",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Oleaceae,129683,Fraxinus dipetala,,"California ash, two-petal ash",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Oleaceae,129696,Fraxinus latifolia,,Oregon ash,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,130353,Castilleja affinis,,,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,130397,Castilleja applegatei,,"pine Indian paintbrush, wavyleaf Indian paintbrush, wavyleaf paintbrush",,,,,,In Review
YOSE,Vascular Plant,Lamiales,Orobanchaceae,204032,Castilleja applegatei ssp. disticha,,wavyleaf Indian paintbrush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,204036,Castilleja applegatei ssp. pallida,,wavyleaf Indian paintbrush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,204038,Castilleja applegatei ssp. pinetorum,,wavyleaf Indian paintbrush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,163843,Castilleja attenuata,,"attenuate Indian paintbrush, Indian paintbrush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,205692,Castilleja densiflora ssp. densiflora,,denseflower Indian paintbrush,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,205698,Castilleja exserta ssp. exserta,,"exserted Indian paintbrush, owl clover",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,131208,Castilleja foliolosa,,Texas Indian paintbrush,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,163856,Castilleja lacera,,cutleaf Indian paintbrush,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,130368,Castilleja lemmonii,,"Lemmon's Indian paintbrush, Lemmon's paintbrush",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,768423,Castilleja lineariloba,Castilleja lineariiloba (163860),,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,204049,Castilleja miniata ssp. miniata,Castilleja miniata (130370),giant red Indian paintbrush,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,204053,Castilleja minor ssp. spiralis,,"annual Indian paintbrush, lesser Indian paintbrush",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,130373,Castilleja nana,,"dwarf alpine Indian paintbrush, dwarf alpine paintbrush",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,133863,Castilleja parviflora,,mountain Indian paintbrush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,130378,Castilleja pilosa,,"hairy paintbrush, parrothead Indian paintbrush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,163866,Castilleja tenuis,,"hairy Indian paintbrush, slender paintbrush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,137901,Cordylanthus rigidus ssp. brevibracteatus,,stiffbranch bird's beak,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,137899,Cordylanthus rigidus ssp. rigidus,,stiffbranch bird's beak,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,137904,Cordylanthus tenuis ssp. tenuis,,"slender bird's beak, slender bird'sbeak",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,134481,Orobanche californica ssp. grayana,,Gray's broomrape,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,134488,Orobanche fasciculata,,"clustered broomrape, clustered broom-rape, purple broomrape, tufted broomrape",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,134500,Orobanche uniflora,,"naked broomrape, naked broom-rape, oneflowered broomrape",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,206388,Orthocarpus cuspidatus ssp. cryptanthus,,"cryptantha owlclover, cryptantha owl's-clover",Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,136711,Orthocarpus luteus,,"golden-tongue owl-clover, yellow owlclover, yellow owl's-clover",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,158621,Pedicularis attollens,,little elephantshead,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,136644,Pedicularis groenlandica,,"bull elephant's-head, elephanthead lousewort",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Orobanchaceae,136655,Pedicularis semibarbata,,"bearded lousewort, pinewoods lousewort",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135694,Mimulus angustatus,,purplelip pansy monkeyflower,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135696,Mimulus bicolor,,yellow and white monkeyflower,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135697,Mimulus bolanderi,,Bolander's monkeyflower,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135755,Mimulus breweri,,Brewer's monkeyflower,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,289335,Mimulus cardinalis,,"crimson monkeyflower, scarlet monkeyflower, scarlet monkey-flower",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135762,Mimulus congdonii,,Congdon's monkeyflower,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135766,Mimulus douglasii,,brownies,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135769,Mimulus filicaulis,,"Hetch Hetchy monkey-flower, slenderstem monkeyflower",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135770,Mimulus floribundus,,"floriferous monkeyflower, manyflowered monkeyflower, purplestem monkeyflower",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135686,Mimulus guttatus,,"common monkeyflower, seep monkeyflower",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135708,Mimulus inconspicuus,,smallflower monkeyflower,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,136582,Mimulus kelloggii,,Kellogg's monkeyflower,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,136583,Mimulus laciniatus,,cutleaf monkeyflower,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,136585,Mimulus layneae,,Layne's monkeyflower,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135711,Mimulus leptaleus,,"least monkeyflower, slender monkeyflower",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135713,Mimulus lewisii,,"Lewis' monkeyflower, purple monkeyflower",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135714,Mimulus mephiticus,,"foul odor monkeyflower, foul-odor monkeyflower",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,136591,Mimulus montioides,,"mointain monkeyflower, mountain monkeyflower",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,136593,Mimulus moschatus,,"musk monkeyflower, muskflower",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135718,Mimulus palmeri,,Palmer's monkeyflower,Not In Park,False Report,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,188087,Mimulus pilosus,,false monkeyflower,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,136599,Mimulus primuloides,,"primrose monkeyflower, yellow creeping monkey-flower",,,,,,In Review
YOSE,Vascular Plant,Lamiales,Phrymaceae,136601,Mimulus primuloides ssp. linearifolius,,,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,159885,Mimulus primuloides ssp. primuloides,Mimulus primuloides var. primuloides (136600),,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,136602,Mimulus pulchellus,,yellowlip pansy monkeyflower,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135721,Mimulus pulsiferae,,candelabrum monkeyflower,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135726,Mimulus suksdorfii,,"miniature monkey-flower, Suksdorf's monkeyflower",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,160403,Mimulus tilingii,,"subalpine monkeyflower, subalpine monkey-flower, Tiling's monkeyflower",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135727,Mimulus torreyi,,Torrey's monkeyflower,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Phrymaceae,135729,Mimulus viscidus,,sticky monkeyflower,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,137810,Antirrhinum cornutum,,,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,172826,Antirrhinum leptaleum,,,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,218847,Callitriche heterophylla var. bolanderi,,Bolander's water-starwort,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,132995,Callitriche marginata,,winged water-starwort,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,132990,Callitriche verna,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,210475,Collinsia bartsiifolia var. davidsonii,,Davidson's blue eyed Mary,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,137876,Collinsia childii,,Child's blue eyed Mary,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,137880,Collinsia heterophylla,,purple Chinese houses,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,137866,Collinsia linearis,,narrowleaf blue eyed Mary,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,137883,Collinsia parviflora,,"blue-eyed Mary, littleflower collinsia, maiden blue eyed Mary, smallflower blue eyed Mary, small-flower blue-eyed Mary",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,137885,Collinsia tinctoria,,sticky Chinese houses,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,212016,Collinsia torreyi var. torreyi,,"Torrey's blue eyed Mary, Torrey's blue-eyed Mary",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,212018,Collinsia torreyi var. wrightii,,Wright's blue eyed Mary,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,138340,Digitalis purpurea,,purple foxglove,Present,,Uncommon,Non-native,Cultivated,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,135103,Gratiola ebracteata,,bractless hedgehyssop,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,135107,Gratiola neglecta,,"clammy hedgehyssop, clammy hedge-hyssop, drug hedgehyssop, hedge hyssop, neglected hedgehyssop",Not In Park,False Report,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,125204,Hippuris vulgaris,,"common mare's tail, common mare's-tail",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,158021,Keckiella breviflora var. breviflora,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,230000,Keckiella breviflora var. glabrisepala,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,135655,Limosella acaulis,,Owyhee mudwort,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,135654,Limosella aquatica,,"awlleaf mudwort, awl-leaf mudwort, northern mudwort, water mudwort",Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,231045,Penstemon azureus var. angustissimus,,azure penstemon,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,131633,Penstemon davidsonii var. davidsonii,,Davidson's penstemon,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,132350,Penstemon heterodoxus,,"Sierra beardtongue, Sierra penstemon",,,,,,In Review
YOSE,Vascular Plant,Lamiales,Plantaginaceae,220107,Penstemon heterodoxus var. heterodoxus,,Sierra beardtongue,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,231099,Penstemon heterophyllus var. purdyi,,Purdy's penstemon,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,160018,Penstemon laetus var. laetus,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,160990,Penstemon newberryi var. newberryi,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,215405,Penstemon procerus var. formosus,,"pincushion beardtongue, pincushion penstemon",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,290051,Penstemon roezlii,,Roezl's penstemon,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,159587,Penstemon rostriflorus,,"beaked beardtongue, beakflower penstemon, Bridges' penstemon",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,215418,Penstemon rydbergii var. oreocharis,Penstemon rydbergii (132431),herbaceous penstemon,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,130718,Penstemon speciosus,,"prairie-clover, royal penstemon",Not In Park,False Report,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,129354,Plantago elongata,,"longleaf plantain, prairie plantain, slender plantain",Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,129358,Plantago erecta,,dotseed plantain,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,129351,Plantago lanceolata,,"buckhorn plantain, English plantain, lanceleaf Indianwheat, lanceleaf plantain, narrowleaf plantain, ribgrass, ribwort",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,129365,Plantago major,,"broadleaf plantain, buckhorn plantain, common plantain, great plantain, rippleseed plantain",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,136668,Veronica americana,,"American speedwell, brooklime",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,288388,Veronica anagallis-aquatica,,"blue water speedwell, water speedwell",Probably Present,,,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,136683,Veronica arvensis,,"common speedwell, corn speedwell, rock speedwell, wall speedwell",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,136687,Veronica cusickii,,Cusick's speedwell,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,204527,Veronica peregrina ssp. xalapensis,,"hairy purslane speedwell, neckweed",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,136676,Veronica persica,,"bird-eye speedwell, birdseye speedwell, Persian speedwell, winter speedwell",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,136695,Veronica scutellata,,"grassleaf speedwell, grass-leaf speedwell, marsh speedwell, skullcap speedwell",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,136698,Veronica serpyllifolia ssp. humifusa,,"brightblue speedwell, thyme-leaf speedwell",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Lamiales,Plantaginaceae,136699,Veronica wormskjoldii,,American alpine speedwell,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Lamiales,Scrophulariaceae,202921,Scrophularia californica ssp. floribunda,,California figwort,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Scrophulariaceae,133277,Scrophularia desertorum,,"desert figwort, mountain figwort",Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Lamiales,Scrophulariaceae,136657,Verbascum blattaria,,"moth mullein, white moth mullein",Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Scrophulariaceae,136663,Verbascum thapsus,,"big taper, common mullein, flannel mullein, flannel plant, great mullein, mullein, velvet dock, velvet plant, woolly mullein",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Lamiales,Verbenaceae,133009,Verbena hastata,,"blue verbena, blue vervain, Simpler's-joy, swamp verbena",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Lamiales,Verbenaceae,222043,Verbena lasiostachys var. lasiostachys,,western vervain,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Laurales,Calycanthaceae,88880,Calycanthus occidentalis,,"California spicebush, California-allspice, western sweetshrub",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Laurales,Lauraceae,93691,Umbellularia californica,,California laurel,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,140628,Calochortus albus,,white fairy-lantern,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,140659,Calochortus invenustus,,plain mariposa lily,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,140661,Calochortus leichtlinii,,"Leichtlin's mariposa lily, smokey mariposa",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,140664,Calochortus luteus,,yellow mariposa lily,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,140632,Calochortus minimus,,Sierra mariposa lily,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,140670,Calochortus nudus,,naked mariposa lily,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,140681,Calochortus superbus,,yellow mariposa,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,140684,Calochortus venustus,,butterfly mariposa lily,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,140685,Calochortus vestae,,coast range mariposa lily,Not In Park,False Report,,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,141651,Clintonia uniflora,,bride's bonnet,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,141665,Disporum hookeri,,drops of gold,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,111087,Erythronium purpurascens,,purple fawnlily,Not In Park,Historical,,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,161007,Fritillaria atropurpurea,,"leopard lily, spotted fritillary, spotted missionbells",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,141684,Fritillaria micrantha,,brown fritillary,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,161028,Fritillaria pinetorum,,"Davidson's fritillary, pinewoods fritillary",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,150344,Lilium parvum,,"Sierra tiger lily, Sierra tigerlily",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Liliales,Liliaceae,668120,Lilium washingtonianum ssp. washingtonianum,,typical Washington lily,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Liliales,Melanthiaceae,142779,Trillium angustipetalum,,narrowpetal wakerobin,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Liliales,Melanthiaceae,222032,Veratrum californicum var. californicum,,"California false hellebore, California falsehellebore",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Liliales,Melanthiaceae,144248,Zigadenus exaltatus,,giant deathcamas,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Liliales,Melanthiaceae,144257,Zigadenus paniculatus,,"foothill deathcamas, sand-corn",Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Liliales,Melanthiaceae,216181,Zigadenus venenosus var. venenosus,,meadow deathcamas,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Euphorbiaceae,153335,Chamaesyce serpyllifolia,,"thymeleaf sandmat, thyme-leaf sandmat",,,,,,In Review
YOSE,Vascular Plant,Malpighiales,Euphorbiaceae,203437,Chamaesyce serpyllifolia ssp. serpyllifolia,,"thymeleaf sandmat, thyme-leaf sandmat, thymeleaf spurge",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Euphorbiaceae,123587,Eremocarpus setigerus,,"doveweed, turkey mullein",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Euphorbiaceae,132036,Euphorbia crenulata,,"Chinese caps, Chinesecaps",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Hypericaceae,121636,Hypericum anagalloides,,"creeping St. Johnswort, tinker's penny, tinker's-penny",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Hypericaceae,229710,Hypericum formosum var. scouleri,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Hypericaceae,122204,Hypericum perforatum,,"common St. John's wort, common St. Johnswort, Klamath weed, Klamathweed, St. John's wort, St. Johnswort",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Malpighiales,Linaceae,216732,Linum lewisii var. alpicola,,prairie flax,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Linaceae,216736,Linum lewisii var. lewisii,,"Lewis' flax, prairie flax",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Linaceae,160920,Sclerolinon digynum,,"digynum flax, northwestern yellowflax",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Salicaceae,119652,Populus balsamifera ssp. trichocarpa,,"balsam poplar, black cottonwood",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Salicaceae,119658,Populus fremontii ssp. fremontii,,Fremont's cottonwood,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Salicaceae,105864,Populus tremuloides,,quaking aspen,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Salicaceae,286616,Salix arctica,,arctic willow,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Salicaceae,119712,Salix boothii,,"blueberry willow, Booth's willow",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Malpighiales,Salicaceae,119715,Salix brachycarpa ssp. brachycarpa,,"barrenground willow, short-fruited willow",Not In Park,False Report,,Native,,Approved
