Park Code,Category,Order,Family,Taxa Code,Scientific Name,Synonyms,Common Name,Occurrence,Occurrence Tags,Abundance,Nativeness,Nativeness Tags,Record Status
YOSE,Vascular Plant,,,768427,Chamaesyce serpyllifolia ssp. hirtula,,,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,,,158946,Lotus purshianus var. purshianus,Lotus unifoliolatus var. unifoliolatus (211435),,Present,,Common,Native,,Approved
YOSE,Vascular Plant,,Poaceae,159979,Panicum acuminatum var. acuminatum,Panicum acuminatum (187758),,Present,,Common,Native,,Approved
YOSE,Vascular Plant,,,161140,Tofieldia occidentalis ssp. occidentalis,,,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,,,666343,Triglochin concinna var. debilis,Triglochin maritimum (162639),desert arrow-grass,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Alismatales,Alismataceae,140776,Alisma plantago-aquatica,,"American waterplantain, European water plantain",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Alismatales,Alismataceae,140802,Sagittaria cuneata,,"arumleaf arrowhead, arum-leaf arrowhead, nothern arrowhead, wapato",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Alismatales,Alismataceae,140792,Sagittaria latifolia,,"broadleaf arrowhead, common arrowhead, duck-potato, wapato",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Alismatales,Araceae,149496,Lemna gibba,,"inflated duckweed, swollen duckweed",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Alismatales,Araceae,159319,Lemna minuta,,least duckweed,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Alismatales,Juncaginaceae,141553,Lilaea scilloides,,"awl-leaf lilaea, flowering quillwort",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Alismatales,Juncaginaceae,141547,Triglochin maritima,,"arrow-grass, seaside arrowgrass",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Alismatales,Juncaginaceae,161155,Triglochin palustris,,,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Alismatales,Potamogetonaceae,206640,Potamogeton alpinus ssp. tenuifolius,Potamogeton alpinus (141584),,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Alismatales,Potamogetonaceae,206643,Potamogeton epihydrus ssp. nuttallii,Potamogeton epihydrus (141591),,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Alismatales,Potamogetonaceae,141593,Potamogeton filiformis,Stuckenia filiformis ssp. alpina (692356),"filiform pondweed, fineleaf pondweed, threadleaf pondweed",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Alismatales,Potamogetonaceae,664399,Potamogeton foliosus var. foliosus,,leafy pondweed,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Alismatales,Potamogetonaceae,141597,Potamogeton gramineus,,"grassy pondweed, variableleaf pondweed",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Alismatales,Potamogetonaceae,141570,Potamogeton natans,,"broadleaf pondweed, floating pondweed, floatingleaf pondweed",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Alismatales,Potamogetonaceae,157468,Potamogeton pusillus var. pusillus,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Alismatales,Potamogetonaceae,215145,Potamogeton pusillus var. tenuissimus,,small pondweed,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Alismatales,Potamogetonaceae,158723,Potamogeton robbinsii,,"Robbins pondweed, Robbins' pondweed",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,132572,Angelica breweri,,Brewer's angelica,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,132583,Angelica lineariloba,,"poison angelica, Sierra angelica",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,134723,Anthriscus caucalis,,"bur chervil, burr chervil",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,133391,Cicuta douglasii,,"Douglas' waterhemlock, water hemlock, western water hemlock",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,134775,Cymopterus cinerarius,,gray springparsley,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,225769,Cymopterus terebinthinus var. californicus,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,133414,Daucus pusillus,,"American wild carrot, rattlesnake carrot, rattlesnake weed, southwest wild carrot",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,133449,Foeniculum vulgare,,sweet fennel,Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,134817,Heracleum lanatum,,"common cowparsnip, cow parsnip",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,133474,Ligusticum grayi,,"Gray's licoriceroot, Gray's licorice-root",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,134836,Lomatium congdonii,,"Congdon's lomatium, Mariposa desertparsley",Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,210723,Lomatium dissectum var. dissectum,,fernleaf biscuitroot,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,135405,Lomatium macrocarpum,,"bigseed biscuitroot, bigseed lomatium, largefruit biscuitroot, large-fruit desert-parsley, long mamma",Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,125489,Lomatium nevadense var. parishii,,Parish's biscuitroot,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,125513,Lomatium torreyi,,Sierra biscuitroot,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,125517,Lomatium utriculatum,,common lomatium,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126354,Osmorhiza brachypoda,,"California sweetcicely, California sweet-cicely",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126355,Osmorhiza chilensis,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126360,Osmorhiza occidentalis,,"sweetanise, western sweetroot",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,133492,Oxypolis occidentalis,,western cowbane,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126367,Perideridia bolanderi,,Bolander's yampah,,,,,,In Review
YOSE,Vascular Plant,Apiales,Apiaceae,126370,Perideridia bolanderi ssp. bolanderi,,Bolander's yampah,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126377,Perideridia howellii,,Howell's yampah,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126378,Perideridia kelloggii,,Kellogg's yampah,Not In Park,False Report,,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126379,Perideridia lemmonii,,Lemmon's yampah,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126385,Perideridia parishii ssp. latifolia,,Parish's yampah,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126403,Podistera nevadensis,,Nevada podistera,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126423,Sanicula bipinnatifida,,purple sanicle,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126427,Sanicula graveolens,,"northern sanicle, Sierra sanicle",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126439,Sanicula tuberosa,,turkey pea,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126450,Sphenosciadium capitellatum,,"button parsley, woollyhead parsnip",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,126456,Tauschia hartwegii,,Hartweg's umbrellawort,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,128073,Torilis nodosa,,"knotted hedgeparsley, knotted hedge-parsley",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Apiales,Apiaceae,128082,Yabea microcarpa,,"false carrot, false hedge-parsley, falsecarrot",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Apiales,Araliaceae,132501,Aralia californica,,California spikenard,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asparagales,Amaryllidaceae,150324,Allium amplectens,,narrowleaf onion,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Amaryllidaceae,87021,Allium bisceptrum var. bisceptrum,,twincrest onion,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Asparagales,Amaryllidaceae,150335,Allium campanulatum,,"dusky onion, Sierra onion",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Amaryllidaceae,149555,Allium hyalinum,,glassy onion,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asparagales,Amaryllidaceae,150300,Allium obtusum,,"red Sierra onion, red Sierran onion",,,,,,In Review
YOSE,Vascular Plant,Asparagales,Amaryllidaceae,87015,Allium obtusum var. conspicuum,,red Sierra onion,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Amaryllidaceae,87014,Allium obtusum var. obtusum,,"red Sierra onion, red Sierran onion",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Amaryllidaceae,149566,Allium tribracteatum,,threebract onion,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asparagales,Amaryllidaceae,149567,Allium validum,,"Pacific onion, swamp onion",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Amaryllidaceae,149569,Allium yosemitense,,Yosemite onion,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,200677,Brodiaea elegans ssp. elegans,,harvest brodiaea,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,140696,Camassia quamash ssp. breviflora,,small camas,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,140694,Camassia quamash ssp. quamash,,small camas,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,209440,Chlorogalum pomeridianum var. pomeridianum,,wavyleaf soap plant,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,206277,Dichelostemma capitatum ssp. capitatum,,"bluedick, bluedicks",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,152503,Dichelostemma multiflorum,,roundtooth snakelily,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,152509,Dichelostemma volubile,,twining snakelily,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,142749,Smilacina racemosa,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,142751,Smilacina stellata,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,142815,Triteleia dudleyi,,Dudley's triteleia,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,142817,Triteleia hyacinthina,,"white brodiaea, wild hyacinth",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,203947,Triteleia ixioides ssp. anilina,Triteleia ixioides var. analina (237151),prettyface,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,203953,Triteleia ixioides ssp. scabra,,prettyface,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,142818,Triteleia laxa,,Ithuriel's spear,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,163511,Triteleia lugens,,Coast Range triteleia,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Asparagales,Asparagaceae,166427,Triteleia montana,,Sierra triteleia,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Iridaceae,144306,Iris hartwegii ssp. hartwegii,,"Hartweg's iris, rainbow iris",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Iridaceae,144318,Iris missouriensis,,"Rocky Mountain iris, western blue flag, wild iris, wildiris",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Iridaceae,144341,Sisyrinchium bellum,,western blue-eyed grass,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Iridaceae,145176,Sisyrinchium elmeri,,"Elmer's blueeyed grass, Elmer's blue-eyed grass, Elmer's blue-eyed-grass",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asparagales,Iridaceae,214815,Sisyrinchium idahoense var. idahoense,,Idaho blue-eyed grass,Unconfirmed,,,Native,,Approved
YOSE,Vascular Plant,Asparagales,Iridaceae,214819,Sisyrinchium idahoense var. occidentale,,Idaho blue-eyed grass,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,147948,Cephalanthera austiniae,,phantom orchid,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,147955,Corallorrhiza maculata,,"spotted coralroot, summer coralroot",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,147958,Corallorrhiza striata,,"hooded coralroot, striped coralroot",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,147970,Cypripedium montanum,,"mountain lady's slipper, mountain ladyslipper",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,147073,Epipactis gigantea,,"giant helleborine, stream orchid",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,147074,Epipactis helleborine,,broadleaf helleborine,Present,,Rare,Non-native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,148032,Goodyera oblongifolia,,"rattlesnake plantain, western rattlesnake plantain",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,149609,Listera convallarioides,,"broadleaf twayblade, broad-lip twayblade, broadlipped listera, broadlipped twayblade",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,168657,Piperia colemanii,,Coleman's piperia,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,163292,Piperia transversa,,royal rein orchid,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,149647,Piperia unalascensis,,"Alaska bog orchid, Alaska rein orchid, Alaskan rein-orchid, slender-spire orchid",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,167539,Platanthera leucostachys,,"bog orchid, Sierra bog orchid",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,147025,Platanthera sparsiflora,,"canyon bog orchid, sparse-flowered bog orchid",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,768428,Platanthera yosemitensis,,,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,164791,Spiranthes porrifolia,,"creamy ladies'-tresses, creamy lady's tresses, western lady's tresses",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,147064,Spiranthes romanzoffiana,,"hooded ladiestresses, hooded ladies'-tresses, hooded lady's tresses",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asparagales,Orchidaceae,768424,Spiranthes stellata,,,Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,133556,Achillea millefolium,,"bloodwort, carpenter's weed, common yarrow, hierba de las cortaduras, milenrama, milfoil, plumajillo, western yarrow, yarrow",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141371,Adenocaulon bicolor,,American trailplant,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141382,Ageratina occidentalis,,"western eupatorium, western joepyeweed, western snakeroot",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141398,Agoseris aurantiaca,,"orange agoseris, orange-flowered false-dandelion",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141399,Agoseris elata,,tall agoseris,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,85170,Agoseris glauca var. laciniata,,"Arizona mountain dandelion, false agoseris",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,85171,Agoseris glauca var. monticola,,pale agoseris,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141402,Agoseris grandiflora,,"bigflower agoseris, shortbeak agoseris",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141403,Agoseris heterophylla,,"annual agoseris, annual goatsbeard, mountain dandelion",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141404,Agoseris retrorsa,,spearleaf agoseris,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141444,Anaphalis margaritacea,,"common pearlyeverlasting, pearly everlasting, pearly-everlasting, western pearly everlasting, western pearlyeverlasting",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,133765,Antennaria argentea,,"silver pussytoes, silvery pussytoes",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,133768,Antennaria corymbosa,,"flattop pussytoes, flat-top pussytoes, meadow everlasting",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,88640,Antennaria media,,Rocky Mountain pussytoes,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,135790,Antennaria rosea,,"rosy pussytoes, rosy pussy-toes",,,,,,In Review
YOSE,Vascular Plant,Asterales,Asteraceae,88526,Antennaria rosea ssp. confinis,,rosy pussytoes,Present,,Unknown,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,135798,Antennaria umbrinella,,"brown everlasting, umber pussytoes",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,139495,Anthemis cotula,,"chamomile, dog fennel, dogfennel, mayweed, mayweed chamomile, mayweed dogfennel, stinking chamomile, stinkweed",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141475,Arnica amplexicaulis,,"clasping arnica, streambank arnica",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,94145,Arnica chamissonis ssp. foliosa,,Chamisso arnica,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141480,Arnica cordifolia,,"heartleaf arnica, heart-leaf leopardbane",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141481,Arnica discoidea,,rayless arnica,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,156237,Arnica diversifolia,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141485,Arnica latifolia,,broadleaf arnica,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141488,Arnica longifolia,,"longleaf arnica, spearleaf arnica",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141491,Arnica mollis,,"hairy arnica, wooly arnica",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,141492,Arnica nevadensis,,Nevada arnica,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,94150,Arnica parryi ssp. sonnei,,Sonne's arnica,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,86023,Artemisia arbuscula ssp. arbuscula,,"gray low sagebrush, little sagebrush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,133592,Artemisia cana ssp. bolanderi,,"Bolander's silver sagebrush, silver sagebrush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,133597,Artemisia douglasiana,,"Douglas' mugwort, Douglas' sagewort",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,133599,Artemisia dracunculus,,"false tarragon, green sagewort, silky wormwood, tarragon, wormwood",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,86037,Artemisia ludoviciana ssp. incompta,,"Columbia River wormwood, mountain sagewort, white sagebrush",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,206506,Artemisia norvegica ssp. saxatilis,,boreal sagebrush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,133632,Artemisia rothrockii,,timberline sagebrush,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,171106,Artemisia spiciformis,,big sagebrush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,133639,Artemisia tridentata ssp. tridentata,,"basin big sagebrush, big sagebrush",Present,,Unknown,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,86041,Artemisia tridentata ssp. vaseyana,,"big sagebrush, mountain big sagebrush",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,222245,Aster alpigenus var. andersonii,"Oreostemma alpigenum (170755),Aster alpigenus ssp. andersonii (99724)",,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,101602,Aster ascendens,,Chile aster,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,101616,Aster breweri,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,134239,Aster eatonii,,Eaton's aster,Probably Present,,,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,222267,Aster foliaceus var. lyallii,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,100617,Aster foliaceus var. parryi,,Parry's aster,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,134274,Aster integrifolius,,thickstem aster,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,101503,Aster occidentalis var. occidentalis,,western aster,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,101504,Aster occidentalis var. yosemitanus,,Yosemite aster,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,134303,Aster oregonensis,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,134653,Baccharis pilularis,,coyotebrush,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,135850,Balsamorhiza deltoidea,,deltoid balsamroot,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,102236,Balsamorhiza hookeri var. lanata,,,Not In Park,False Report,,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,135856,Balsamorhiza macrolepis,,"California balsamroot, silvery balsamroot",Present,,Rare,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,135861,Balsamorhiza sagittata,,arrowleaf balsamroot,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,152462,Bidens cernua var. cernua,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,134671,Bidens tripartita,,"threelobe beggarticks, three-lobe beggarticks",Present,,Unknown,Non-native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,136716,Brickellia californica,,"California brickellbush, Jepson's brickellbush",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,136729,Brickellia grandiflora,,"mountain brickellbush, tasselflower brickellbush, tasselflower brickellia",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,136773,Calycadenia mollis,,soft western rosinweed,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,136775,Calycadenia multiglandulosa,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,136780,Calycadenia oppositifolia,,Butte County western rosinweed,Not In Park,False Report,,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,135959,Carduus pycnocephalus,,"compact-headed thistle, Italian plumeless thistle, Italian thistle",Unconfirmed,,,Non-native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,136814,Centaurea cyanus,,"bachelor's button, cornflower, garden cornflower",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,136826,Centaurea melitensis,,"Malta starthistle, Maltese star thistle, Maltese star-thistle, Napa thistle, spotted knapweed, tocalote",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,136834,Centaurea solstitialis,,"yellow star thistle, yellow starthistle, yellow star-thistle",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,136845,Chaenactis alpigena,,"Sierra pincushion, southern Sierra pincushion",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,208444,Chaenactis douglasii var. douglasii,,"Douglas' dustymaiden, dusty-maiden",Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,208446,Chaenactis glabriuscula var. glabriuscula,,yellow pincushion,Not In Park,Historical,,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,208448,Chaenactis glabriuscula var. heterocarpha,,yellow pincushion,Present,,Unknown,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,220978,Chaenactis glabriuscula var. megacephala,,yellow pincushion,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,177114,Chamomilla suaveolens,,,Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,137326,Chrysothamnus nauseosus ssp. albicaulis,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,137328,Chrysothamnus nauseosus ssp. bernardinus,,,Present,,Uncommon,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,137351,Chrysothamnus parryi ssp. monocephalus,,,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,139504,Cirsium andersonii,,"Anderson's thistle, rose thistle",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,216397,Cirsium douglasii var. breweri,,Douglas' thistle,Not In Park,False Report,,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,216402,Cirsium occidentale var. californicum,,cobwebby thistle,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,140118,Cirsium scariosum,,meadow thistle,Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,140134,Cirsium vulgare,,"bull thistle, common thistle, spear thistle",Present,,Common,Non-native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,137379,Cnicus benedictus,,"blessed thistle, blessed-thistle",Present,,Uncommon,Non-native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,138585,Conyza canadensis,,"Canada horseweed, Canadian horseweed, horseweed, horseweed fleabane, mares tail, marestail",Present,,Common,Native,,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,138613,Coreopsis lanceolata,,garden coreopsis,Probably Present,,,Non-native,Cultivated,Approved
YOSE,Vascular Plant,Asterales,Asteraceae,138646,Crepis acuminata,,"longleaf hawksbeard, long-leaf hawksbeard, tapertip hawksbeard",Present,,Uncommon,Native,,Approved
