accepted_name,establishment_means,final_list,iNat_RG_END,voucher_END,old_voucher,recent_voucher,first_iNat,last_iNat,first_voucher,last_voucher,first_iNat_manual,last_iNat_manual,first_voucher_manual,last_voucher_manual,notes,count
Epilobium hornemannii,native,1,NA,1,1,NA,NA,NA,1885,1962,NA,NA,NA,NA,NA,NA
Epilobium howellii,native,1,1,1,NA,1,2010,2010,2005,2006,NA,NA,NA,NA,NA,NA
Epilobium lactiflorum,native,1,NA,1,1,1,NA,NA,1890,1990,NA,NA,NA,NA,NA,NA
Epilobium minutum,native,1,NA,1,1,1,NA,NA,1895,2003,NA,NA,NA,NA,NA,NA
Epilobium obcordatum,native,1,1,1,1,1,2013,2023,1878,2007,NA,NA,NA,NA,NA,NA
Epilobium oreganum,native,1,NA,1,1,NA,NA,NA,1927,1981,NA,NA,NA,NA,NA,NA
Epilobium oregonense,native,1,NA,1,1,NA,NA,NA,1863,1962,NA,NA,NA,NA,NA,NA
Epilobium saximontanum,native,1,NA,1,NA,1,NA,NA,2005,2005,NA,NA,NA,NA,NA,NA
Epilobium torreyi,native,1,NA,1,1,1,NA,NA,1902,2006,NA,NA,NA,NA,NA,NA
Gayophytum decipiens,native,1,NA,1,1,NA,NA,NA,1935,1941,NA,NA,NA,NA,NA,NA
Gayophytum diffusum,native,1,1,1,1,1,2014,2023,1863,2010,NA,NA,NA,NA,NA,NA
Gayophytum eriospermum,native,1,NA,1,1,NA,NA,NA,1910,1959,NA,NA,NA,NA,NA,NA
Gayophytum heterozygum,native,1,NA,1,1,1,NA,NA,1907,2009,NA,NA,NA,NA,NA,NA
Gayophytum humile,native,1,NA,1,1,1,NA,NA,1936,2017,NA,NA,NA,NA,NA,NA
Gayophytum racemosum,native,1,NA,1,1,NA,NA,NA,1923,1961,NA,NA,NA,NA,NA,NA
Gayophytum ramosissimum,native,1,NA,1,1,NA,NA,NA,1878,1939,NA,NA,NA,NA,NA,NA
Ludwigia palustris,native,1,NA,1,NA,1,NA,NA,2006,2006,NA,NA,NA,NA,NA,NA
Oenothera elata,native,1,1,1,1,NA,2006,2023,1891,1978,NA,NA,NA,NA,NA,NA
Aphyllon californicum,native,1,1,1,1,NA,2021,2021,1939,1944,NA,NA,NA,NA,NA,NA
Aphyllon corymbosum,native,1,1,1,1,1,2016,2022,1936,2014,NA,NA,NA,NA,NA,NA
Aphyllon epigalium,native,1,1,NA,NA,NA,2011,2022,NA,NA,NA,NA,NA,NA,NA,NA
Aphyllon fasciculatum,native,1,NA,1,1,1,NA,NA,1922,2007,NA,NA,NA,NA,NA,NA
Aphyllon franciscanum,native,1,1,1,NA,1,2009,2023,2023,2023,NA,NA,NA,NA,NA,NA
Aphyllon purpureum,native,1,1,1,1,1,2015,2023,1907,2010,NA,NA,NA,NA,NA,NA
Castilleja applegatei,native,1,1,1,1,1,2008,2023,1863,2015,NA,NA,NA,NA,NA,NA
Castilleja arachnoidea,native,1,NA,1,1,NA,NA,NA,1960,1960,NA,NA,NA,NA,NA,NA
Castilleja attenuata,native,1,1,1,NA,1,2022,2022,2005,2005,2022,2022,NA,NA,"add, iNaturalist's protected area polygon out-of-date and excluded valid observation",1
Castilleja densiflora,native,1,1,1,1,1,2015,2023,1926,2006,NA,NA,NA,NA,NA,NA
Castilleja disticha,native,1,1,1,1,NA,2008,2023,1900,1968,NA,NA,NA,NA,NA,NA
Castilleja exserta,native,1,1,1,1,NA,2014,2022,1926,1926,NA,NA,NA,NA,NA,NA
Castilleja lacera,native,1,1,1,1,NA,2017,2022,1885,1946,NA,NA,NA,NA,NA,NA
Castilleja lemmonii,native,1,1,1,1,1,2004,2023,1889,2015,NA,NA,NA,NA,NA,NA
Castilleja lineariloba,native,1,1,1,1,1,2021,2023,1923,2004,NA,NA,NA,NA,NA,NA
Castilleja miniata,native,1,1,1,1,1,1991,2023,1863,2015,NA,NA,NA,NA,NA,NA
Castilleja nana,native,1,1,1,1,1,2009,2023,1889,2007,NA,NA,NA,NA,NA,NA
Castilleja peirsonii,native,1,1,1,1,1,2010,2023,1921,2005,NA,NA,NA,NA,NA,NA
Castilleja pilosa,native,1,NA,1,1,1,NA,NA,1936,2012,NA,NA,NA,NA,NA,NA
Castilleja tenuis,native,1,1,1,1,1,2015,2023,1887,2006,NA,NA,NA,NA,NA,NA
Cordylanthus pilosus,native,1,NA,1,1,NA,NA,NA,1878,1927,NA,NA,NA,NA,NA,NA
Cordylanthus rigidus,native,1,1,1,1,1,2023,2023,1934,2006,NA,NA,NA,NA,NA,NA
Cordylanthus tenuis,native,1,NA,1,1,1,NA,NA,1866,2021,NA,NA,NA,NA,NA,NA
Orthocarpus cuspidatus,native,1,NA,1,1,NA,NA,NA,1909,1961,NA,NA,NA,NA,NA,NA
Orthocarpus luteus,native,1,NA,1,1,1,NA,NA,1965,2004,NA,NA,NA,NA,NA,NA
Pedicularis attollens,native,1,1,1,1,1,2009,2023,1866,2011,NA,NA,NA,NA,NA,NA
Pedicularis groenlandica,native,1,1,1,1,1,2008,2023,1889,2011,NA,NA,NA,NA,NA,NA
Pedicularis semibarbata,native,1,1,1,1,1,2013,2023,1863,2003,NA,NA,NA,NA,NA,NA
Oxalis albicans,native,1,NA,1,NA,1,NA,NA,2008,2008,NA,NA,NA,NA,NA,NA
Oxalis corniculata,introduced,1,NA,1,NA,1,NA,NA,1998,2009,NA,NA,NA,NA,NA,NA
Oxalis dillenii,introduced,1,NA,1,NA,1,NA,NA,2009,2010,NA,NA,NA,NA,NA,NA
Oxalis stricta,introduced,1,NA,1,1,NA,NA,NA,1954,1982,NA,NA,NA,NA,NA,NA
Dicentra formosa,native,1,1,1,1,NA,2008,2023,1878,1965,NA,NA,NA,NA,NA,NA
Dicentra pauciflora,native,1,NA,1,1,1,NA,NA,1923,2010,NA,NA,NA,NA,NA,NA
Dicentra uniflora,native,1,1,1,1,1,2014,2023,1907,2005,NA,NA,NA,NA,NA,NA
Ehrendorferia chrysantha,native,1,1,1,1,NA,2020,2020,1940,1959,NA,NA,NA,NA,NA,NA
Eschscholzia caespitosa,native,1,1,1,1,NA,2021,2022,1929,1929,NA,NA,NA,NA,NA,NA
Eschscholzia californica,native,1,1,1,1,NA,2015,2023,1900,1965,NA,NA,NA,NA,NA,NA
Diplacus bolanderi,native,1,1,1,1,NA,2013,2023,1866,1944,NA,NA,NA,NA,NA,NA
Diplacus graniticola,native,1,1,1,1,NA,2006,2023,1909,1989,NA,NA,NA,NA,NA,NA
Diplacus kelloggii,native,1,1,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,NA,NA,NA
Diplacus layneae,native,1,1,1,1,NA,2014,2023,1902,1989,NA,NA,NA,NA,NA,NA
Diplacus leptaleus,native,1,1,1,1,1,2014,2023,1901,2005,NA,NA,NA,NA,NA,NA
Diplacus mephiticus,native,1,1,1,1,1,2011,2023,1883,2008,NA,NA,NA,NA,NA,NA
Diplacus pulchellus,native,1,1,1,1,1,2023,2023,1889,2008,NA,NA,NA,NA,NA,NA
Diplacus torreyi,native,1,1,1,1,1,2014,2023,1860,2014,NA,NA,NA,NA,NA,NA
Erythranthe acutidens,native,1,NA,1,1,1,NA,NA,1911,1992,NA,NA,NA,NA,NA,NA
Erythranthe androsacea,native,1,NA,1,NA,1,NA,NA,2009,2009,NA,NA,NA,NA,NA,NA
Erythranthe arenaria,native,1,1,1,1,NA,2014,2023,1895,1940,NA,NA,NA,NA,NA,NA
Erythranthe bicolor,native,1,1,1,1,1,2011,2023,1883,2006,NA,NA,NA,NA,NA,NA
Erythranthe breweri,native,1,1,1,1,1,2011,2023,1872,2005,NA,NA,NA,NA,NA,NA
Erythranthe cardinalis,native,1,1,1,1,NA,2009,2023,1889,1969,NA,NA,NA,NA,NA,NA
Erythranthe corallina,native,1,1,1,1,NA,2018,2018,1909,1961,NA,NA,NA,NA,NA,NA
Erythranthe erubescens,native,1,1,1,1,1,2009,2023,1878,2007,NA,NA,NA,NA,NA,NA
Erythranthe filicaulis,native,1,1,1,1,1,2009,2022,1900,2008,NA,NA,NA,NA,NA,NA
Erythranthe floribunda,native,1,NA,1,1,NA,NA,NA,1911,1944,NA,NA,NA,NA,NA,NA
Erythranthe guttata,native,1,1,1,1,1,2011,2023,1902,2011,NA,NA,NA,NA,NA,NA
Erythranthe inconspicua,native,1,NA,1,1,NA,NA,NA,1940,1940,NA,NA,NA,NA,NA,NA
Erythranthe laciniata,native,1,1,1,1,1,2013,2023,1872,2011,NA,NA,NA,NA,NA,NA
Erythranthe microphylla,native,1,1,1,1,NA,2015,2022,1894,1953,NA,NA,NA,NA,NA,NA
Erythranthe montioides,native,1,NA,1,1,NA,NA,NA,1924,1986,NA,NA,NA,NA,NA,NA
Erythranthe moschata,native,1,1,1,1,1,2009,2023,1866,2005,NA,NA,NA,NA,NA,NA
Erythranthe nasuta,native,1,1,1,1,NA,2019,2023,1889,1963,NA,NA,NA,NA,NA,NA
Erythranthe primuloides,native,1,1,1,1,1,2007,2023,1863,2006,NA,NA,NA,NA,NA,NA
Erythranthe rubella,native,1,1,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,NA,NA,NA
Erythranthe suksdorfii,native,1,1,1,1,1,2019,2022,1936,2011,NA,NA,NA,NA,NA,NA
Erythranthe tilingii,native,1,1,1,1,NA,2018,2022,1889,1963,NA,NA,NA,NA,NA,NA
Mimetanthe pilosa,native,1,NA,1,1,1,NA,NA,1911,2006,NA,NA,NA,NA,NA,NA
Callitriche heterophylla,native,1,NA,1,1,1,NA,NA,1866,1997,NA,NA,NA,NA,NA,NA
Callitriche marginata,native,1,NA,1,1,NA,NA,NA,1938,1938,NA,NA,NA,NA,NA,NA
Callitriche palustris,native,1,NA,1,1,1,NA,NA,1931,2006,NA,NA,NA,NA,NA,NA
Collinsia bartsiifolia,native,1,NA,1,1,NA,NA,NA,1901,1923,NA,NA,NA,NA,NA,NA
Collinsia childii,native,1,NA,1,1,1,NA,NA,1911,2010,NA,NA,NA,NA,NA,NA
Collinsia heterophylla,native,1,1,1,1,NA,2016,2022,1907,1977,NA,NA,NA,NA,NA,NA
Collinsia linearis,native,1,NA,1,1,1,NA,NA,1981,2003,NA,NA,NA,NA,NA,NA
Collinsia parviflora,native,1,1,1,1,NA,2018,2022,1900,1981,NA,NA,NA,NA,NA,NA
Collinsia tinctoria,native,1,1,1,1,1,2011,2023,1866,2014,NA,NA,NA,NA,NA,NA
Collinsia torreyi,native,1,1,1,1,1,2008,2023,1863,2007,NA,NA,NA,NA,NA,NA
Digitalis purpurea,introduced,1,1,1,1,1,2011,2023,1958,2008,NA,NA,NA,NA,NA,NA
Gratiola ebracteata,native,1,1,1,1,1,2017,2017,1889,2008,2017,2017,NA,NA,"add, iNaturalist's protected area polygon out-of-date and excluded valid observation",1
Gratiola neglecta,native,1,NA,1,1,NA,NA,NA,1874,1889,NA,NA,NA,NA,NA,NA
Hippuris vulgaris,native,1,NA,1,1,1,NA,NA,1863,2006,NA,NA,NA,NA,NA,NA
Keckiella breviflora,native,1,1,1,1,1,2012,2023,1878,2021,NA,NA,NA,NA,NA,NA
Limosella acaulis,native,1,NA,1,1,NA,NA,NA,1940,1940,NA,NA,NA,NA,NA,NA
Penstemon azureus,native,1,1,1,1,NA,2023,2023,1866,1901,NA,NA,NA,NA,NA,NA
Penstemon davidsonii,native,1,1,1,1,1,1989,2023,1886,2005,NA,NA,NA,NA,NA,NA
Penstemon heterodoxus,native,1,1,1,1,1,2015,2023,1900,2011,NA,NA,NA,NA,NA,NA
Penstemon heterophyllus,native,1,1,1,1,NA,2021,2021,1863,1941,NA,NA,NA,NA,NA,NA
Penstemon laetus,native,1,1,1,1,1,2007,2023,1866,2008,NA,NA,NA,NA,NA,NA
Penstemon newberryi,native,1,1,1,1,1,1989,2023,1860,2021,NA,NA,NA,NA,NA,NA
Penstemon procerus,native,1,1,1,1,1,2014,2015,1902,2012,NA,NA,NA,NA,NA,NA
Penstemon roezlii,native,1,NA,1,1,1,NA,NA,1895,2006,NA,NA,NA,NA,NA,NA
Penstemon rostriflorus,native,1,1,1,1,1,2005,2023,1860,2008,NA,NA,NA,NA,NA,NA
Penstemon rydbergii,native,1,1,1,1,1,2006,2023,1863,2005,NA,NA,NA,NA,NA,NA
Plantago lanceolata,introduced,1,1,1,1,1,2016,2023,1928,1998,NA,NA,NA,NA,NA,NA
Plantago major,introduced,1,1,1,1,1,2021,2023,1944,1998,NA,NA,NA,NA,NA,NA
Sairocarpus cornutus,native,1,NA,1,1,NA,NA,NA,1866,1983,NA,NA,NA,NA,NA,NA
Veronica americana,native,1,1,1,1,NA,2021,2022,1885,1885,NA,NA,NA,NA,NA,NA
Veronica anagallis-aquatica,introduced,1,NA,1,1,NA,NA,NA,1940,1940,NA,NA,NA,NA,NA,NA
Veronica arvensis,introduced,1,1,1,NA,1,2022,2022,1999,2010,NA,NA,NA,NA,NA,NA
Veronica cusickii,native,1,NA,1,1,1,NA,NA,1947,2007,NA,NA,NA,NA,NA,NA
Veronica filiformis,introduced,1,NA,1,NA,1,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA
Veronica peregrina,native,1,1,1,1,1,2022,2022,1919,2010,2022,2022,NA,NA,"add, iNaturalist's protected area polygon out-of-date and excluded valid observation",2
Veronica persica,introduced,1,NA,1,1,1,NA,NA,1924,1999,NA,NA,NA,NA,NA,NA
Veronica scutellata,native,1,1,1,1,1,2020,2020,1878,2004,NA,NA,NA,NA,NA,NA
Veronica serpyllifolia,native,1,1,1,1,1,2014,2022,1888,1994,NA,NA,NA,NA,NA,NA
Veronica wormskjoldii,native,1,1,1,1,1,2015,2023,1890,2007,NA,NA,NA,NA,NA,NA
Allophyllum capillare,native,1,1,1,1,NA,2023,2023,1890,1959,NA,NA,NA,NA,NA,NA
Allophyllum divaricatum,native,1,1,1,1,1,2016,2016,1935,2007,NA,NA,NA,NA,NA,NA
Allophyllum gilioides,native,1,1,1,1,1,2019,2022,1894,2006,NA,NA,NA,NA,NA,NA
Allophyllum integrifolium,native,1,1,1,1,1,2015,2021,1900,2009,NA,NA,NA,NA,NA,NA
Collomia grandiflora,native,1,1,1,1,1,2011,2023,1866,2014,NA,NA,NA,NA,NA,NA
Collomia heterophylla,native,1,1,1,1,1,2016,2022,1936,2014,NA,NA,NA,NA,NA,NA
Collomia linearis,native,1,1,1,1,1,2016,2020,1860,2007,NA,NA,NA,NA,NA,NA
Gilia capitata,native,1,1,1,1,1,2013,2023,1894,2014,NA,NA,NA,NA,NA,NA
Ipomopsis aggregata,native,1,1,1,1,1,2009,2023,1866,2004,NA,NA,NA,NA,NA,NA
Leptosiphon bicolor,native,1,1,1,1,NA,2022,2022,1926,1948,NA,NA,NA,NA,NA,NA
Leptosiphon ciliatus,native,1,1,1,1,1,2007,2023,1872,2011,NA,NA,NA,NA,NA,NA
Leptosiphon filipes,native,1,1,1,1,1,2019,2023,1911,2006,2019,2023,NA,NA,"add, iNaturalist's protected area polygon out-of-date and excluded valid observation",5
Leptosiphon harknessii,native,1,NA,1,1,1,NA,NA,1863,2005,NA,NA,NA,NA,NA,NA
Leptosiphon liniflorus,native,1,1,NA,NA,NA,2019,2019,NA,NA,2019,2019,NA,NA,"add, iNaturalist's protected area polygon out-of-date and excluded valid observation",1
Leptosiphon montanus,native,1,NA,1,1,NA,NA,NA,1887,1943,NA,NA,NA,NA,NA,NA
Leptosiphon nuttallii,native,1,1,NA,NA,NA,2020,2020,NA,NA,NA,NA,NA,NA,NA,NA
Linanthus dichotomus,native,1,1,1,1,1,2016,2023,1885,2006,NA,NA,NA,NA,NA,NA
Linanthus pungens,native,1,1,1,1,1,2007,2023,1872,2007,NA,NA,NA,NA,NA,NA
Microsteris gracilis,native,1,1,1,1,1,2014,2022,1924,2006,NA,NA,NA,NA,NA,NA
Navarretia crystallina,native,1,NA,1,1,NA,NA,NA,1941,1941,NA,NA,NA,NA,NA,NA
Navarretia divaricata,native,1,NA,1,1,1,NA,NA,1866,2009,NA,NA,NA,NA,NA,NA
Navarretia intertexta,native,1,1,1,1,NA,2017,2019,1943,1961,2017,2019,NA,NA,"add, iNaturalist's protected area polygon out-of-date and excluded valid observation",3
Navarretia leptalea,native,1,1,1,1,NA,2009,2023,1866,1972,NA,NA,NA,NA,NA,NA
Navarretia linearifolia,native,1,NA,1,NA,1,NA,NA,2009,2009,NA,NA,NA,NA,NA,NA
Navarretia viscidula,native,1,NA,1,1,NA,NA,NA,1901,1901,NA,NA,NA,NA,NA,NA
Navarretia vividior,native,1,NA,1,1,NA,NA,NA,1941,1941,NA,NA,NA,NA,NA,NA
Phlox condensata,native,1,1,1,1,1,2020,2023,1902,2012,NA,NA,NA,NA,NA,NA
Phlox diffusa,native,1,1,1,1,1,2008,2023,1872,2011,NA,NA,NA,NA,NA,NA
Phlox pulvinata,native,1,NA,1,1,1,NA,NA,1935,2012,NA,NA,NA,NA,NA,NA
Phlox speciosa,native,1,NA,1,1,NA,NA,NA,1880,1897,NA,NA,NA,NA,NA,NA
Polemonium californicum,native,1,1,1,1,1,2011,2023,1863,2007,NA,NA,NA,NA,NA,NA
Polemonium eximium,native,1,1,1,1,1,2015,2023,1863,2012,NA,NA,NA,NA,NA,NA
Polemonium occidentale,native,1,1,1,1,NA,2023,2023,1891,1972,NA,NA,NA,NA,NA,NA
Polemonium pulcherrimum,native,1,1,1,1,1,2014,2022,1889,2005,NA,NA,NA,NA,NA,NA
Bistorta bistortoides,native,1,1,1,1,1,2005,2023,1863,2007,NA,NA,NA,NA,NA,NA
Chorizanthe membranacea,native,1,1,1,1,1,2015,2022,1883,2005,NA,NA,NA,NA,NA,NA
Eriogonum gracile,native,1,NA,1,NA,1,NA,NA,2009,2009,NA,NA,NA,NA,NA,NA
Eriogonum hirtiflorum,native,1,NA,1,1,NA,NA,NA,1907,1923,NA,NA,NA,NA,NA,NA
Eriogonum incanum,native,1,1,1,1,1,2010,2023,1863,2009,NA,NA,NA,NA,NA,NA
Eriogonum lobbii,native,1,1,1,1,1,2012,2023,1887,2011,NA,NA,NA,NA,NA,NA
Eriogonum marifolium,native,1,NA,1,1,NA,NA,NA,1911,1987,NA,NA,NA,NA,NA,NA
Eriogonum microtheca,native,1,1,NA,NA,NA,2021,2021,NA,NA,NA,NA,NA,NA,NA,NA
Eriogonum nudum,native,1,1,1,1,1,2015,2023,1863,1863,NA,NA,NA,NA,NA,NA
Eriogonum ovalifolium,native,1,1,1,1,1,2011,2023,1875,2011,NA,NA,NA,NA,NA,NA
Eriogonum prattenianum,native,1,NA,1,1,1,NA,NA,1909,2010,NA,NA,NA,NA,NA,NA
Eriogonum rosense,native,1,1,1,1,1,2021,2021,1937,2012,NA,NA,NA,NA,NA,NA
Eriogonum roseum,native,1,1,1,1,NA,2021,2021,1866,1982,NA,NA,NA,NA,NA,NA
Eriogonum spergulinum,native,1,1,1,1,1,2009,2023,1866,2021,NA,NA,NA,NA,NA,NA
Eriogonum umbellatum,native,1,1,1,1,1,2009,2023,1866,2021,NA,NA,NA,NA,NA,NA
Eriogonum wrightii,native,1,1,1,1,1,2017,2023,1872,2008,NA,NA,NA,NA,NA,NA
Fallopia convolvulus,native,1,NA,1,1,1,NA,NA,1888,1998,NA,NA,NA,NA,NA,NA
Koenigia phytolaccifolia,native,1,1,1,1,1,2014,2020,1889,2007,NA,NA,NA,NA,NA,NA
Oxyria digyna,native,1,1,1,1,NA,2009,2023,1889,1979,NA,NA,NA,NA,NA,NA
Persicaria amphibia,native,1,1,1,1,1,2019,2019,1899,2007,NA,NA,NA,NA,NA,NA
Persicaria hydropiper,introduced,1,NA,1,NA,1,NA,NA,1997,2006,NA,NA,NA,NA,NA,NA
Persicaria hydropiperoides,native,1,NA,1,1,NA,NA,NA,1912,1912,NA,NA,NA,NA,NA,NA
Persicaria lapathifolia,native,1,NA,1,NA,1,NA,NA,1997,1998,NA,NA,NA,NA,NA,NA
Persicaria maculosa,introduced,1,NA,1,1,NA,NA,NA,1899,1953,NA,NA,NA,NA,NA,NA
Polygonum aviculare,introduced,1,NA,1,1,1,NA,NA,1907,2010,NA,NA,NA,NA,NA,NA
Polygonum californicum,native,1,NA,1,1,1,NA,NA,1944,2006,NA,NA,NA,NA,NA,NA
Polygonum douglasii,native,1,1,1,1,1,2022,2022,1860,2009,2022,2022,NA,NA,"add, iNaturalist's protected area polygon out-of-date and excluded valid observation",1
Polygonum minimum,native,1,NA,1,1,1,NA,NA,1890,2008,NA,NA,NA,NA,NA,NA
Polygonum parryi,native,1,NA,1,1,NA,NA,NA,1881,1923,NA,NA,NA,NA,NA,NA
Polygonum polygaloides,native,1,1,1,1,1,2019,2019,1860,2005,NA,NA,NA,NA,NA,NA
Polygonum ramosissimum,introduced,1,NA,1,1,1,NA,NA,1890,2009,NA,NA,NA,NA,NA,NA
Polygonum sawatchense,native,1,NA,1,1,NA,NA,NA,1911,1944,NA,NA,NA,NA,NA,NA
Polygonum shastense,native,1,1,1,1,1,2016,2022,1889,2005,NA,NA,NA,NA,NA,NA
Pterostegia drymarioides,native,1,NA,1,1,NA,NA,NA,1944,1959,NA,NA,NA,NA,NA,NA
Rumex acetosella,introduced,1,1,1,1,1,2016,2023,1878,2006,NA,NA,NA,NA,NA,NA
Rumex californicus,native,1,NA,1,1,1,NA,NA,1936,2005,NA,NA,NA,NA,NA,NA
Rumex conglomeratus,introduced,1,NA,1,1,NA,NA,NA,1911,1911,NA,NA,NA,NA,NA,NA
Rumex crispus,introduced,1,1,1,1,1,2016,2023,1911,1998,NA,NA,NA,NA,NA,NA
Rumex paucifolius,native,1,1,1,1,1,2015,2015,1863,2006,NA,NA,NA,NA,NA,NA
Rumex pulcher,introduced,1,NA,1,NA,1,NA,NA,2004,2004,NA,NA,NA,NA,NA,NA
Rumex salicifolius,native,1,NA,1,1,1,NA,NA,1933,2010,NA,NA,NA,NA,NA,NA
Rumex triangulivalvis,native,1,NA,1,1,NA,NA,NA,1907,1944,NA,NA,NA,NA,NA,NA
Rumex utahensis,native,1,NA,1,NA,1,NA,NA,2012,2012,NA,NA,NA,NA,NA,NA
Portulaca oleracea,introduced,1,NA,1,1,NA,NA,NA,1944,1944,NA,NA,NA,NA,NA,NA
Androsace septentrionalis,native,1,1,1,1,1,2021,2021,1907,2011,NA,NA,NA,NA,NA,NA
Lysimachia arvensis,introduced,1,NA,1,NA,1,NA,NA,1998,1998,NA,NA,NA,NA,NA,NA
Primula hendersonii,native,1,1,1,1,NA,2018,2023,1934,1967,NA,NA,NA,NA,NA,NA
Primula jeffreyi,native,1,1,1,1,1,2005,2021,1880,2009,NA,NA,NA,NA,NA,NA
Primula pauciflora,native,1,NA,1,1,NA,NA,NA,1888,1897,NA,NA,NA,NA,NA,NA
Primula subalpina,native,1,1,1,1,1,2023,2023,1922,2009,NA,NA,NA,NA,NA,NA
Primula suffrutescens,native,1,1,1,1,NA,2017,2023,1887,1951,NA,NA,NA,NA,NA,NA
Primula tetrandra,native,1,1,1,1,1,2001,2022,1889,2005,NA,NA,NA,NA,NA,NA
Aconitum columbianum,native,1,1,1,1,NA,2009,2023,1866,1977,NA,NA,NA,NA,NA,NA
Actaea rubra,native,1,1,1,1,1,2013,2023,1902,2006,NA,NA,NA,NA,NA,NA
Anemone drummondii,native,1,NA,1,NA,1,NA,NA,2005,2005,NA,NA,NA,NA,NA,NA
Aquilegia formosa,native,1,1,1,1,1,2006,2023,1863,2007,NA,NA,NA,NA,NA,NA
Aquilegia pubescens,native,1,1,1,1,NA,2004,2023,1898,1974,NA,NA,NA,NA,NA,NA
Caltha leptosepala,native,1,1,1,1,1,2013,2023,1883,1998,NA,NA,NA,NA,NA,NA
Clematis lasiantha,native,1,NA,1,1,NA,NA,NA,1944,1944,NA,NA,NA,NA,NA,NA
Clematis ligusticifolia,native,1,NA,1,1,NA,NA,NA,1909,1946,NA,NA,NA,NA,NA,NA
Delphinium depauperatum,native,1,NA,1,1,NA,NA,NA,1863,1981,NA,NA,NA,NA,NA,NA
Delphinium glaucum,native,1,1,1,1,NA,2017,2021,1894,1961,NA,NA,NA,NA,NA,NA
Delphinium gracilentum,native,1,NA,1,1,1,NA,NA,1887,2007,NA,NA,NA,NA,NA,NA
Delphinium hansenii,native,1,1,1,1,1,2023,2023,1875,2006,NA,NA,NA,NA,NA,NA
Delphinium hesperium,native,1,NA,1,1,NA,NA,NA,1881,1896,NA,NA,NA,NA,NA,NA
Delphinium nudicaule,native,1,NA,1,1,NA,NA,NA,1901,1901,NA,NA,NA,NA,NA,NA
Delphinium nuttallianum,native,1,1,1,1,1,2020,2020,1901,2006,NA,NA,NA,NA,NA,NA
Delphinium patens,native,1,1,1,1,NA,2021,2021,1906,1949,NA,NA,NA,NA,NA,NA
Delphinium polycladon,native,1,NA,1,1,NA,NA,NA,1875,1961,NA,NA,NA,NA,NA,NA
Halerpestes cymbalaria,native,1,1,1,1,1,2023,2023,1927,2004,NA,NA,NA,NA,NA,NA
Kumlienia hystricula,native,1,1,1,1,1,2011,2023,1895,2006,NA,NA,NA,NA,NA,NA
Pulsatilla occidentalis,native,1,1,1,1,1,2015,2015,1941,1998,NA,NA,NA,NA,NA,NA
Ranunculus alismifolius,native,1,1,1,1,1,2008,2022,1860,2006,NA,NA,NA,NA,NA,NA
Ranunculus californicus,native,1,NA,1,1,NA,NA,NA,1895,1932,NA,NA,NA,NA,NA,NA
Ranunculus eschscholtzii,native,1,NA,1,1,1,NA,NA,1902,2007,NA,NA,NA,NA,NA,NA
Ranunculus flammula,native,1,NA,1,1,1,NA,NA,1872,2007,NA,NA,NA,NA,NA,NA
Ranunculus glaberrimus,native,1,NA,1,NA,1,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA
Ranunculus hebecarpus,native,1,NA,1,1,NA,NA,NA,1927,1927,NA,NA,NA,NA,NA,NA
Ranunculus muricatus,introduced,1,NA,1,NA,1,NA,NA,2002,2009,NA,NA,NA,NA,NA,NA
Ranunculus occidentalis,native,1,1,1,1,1,2022,2023,1883,2006,NA,NA,NA,NA,NA,NA
Ranunculus orthorhynchus,native,1,NA,1,1,1,NA,NA,1888,2010,NA,NA,NA,NA,NA,NA
Ranunculus repens,introduced,1,1,NA,NA,NA,2021,2021,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus trichophyllus,native,1,1,1,1,1,2017,2017,1924,2006,NA,NA,NA,NA,NA,NA
Ranunculus uncinatus,native,1,NA,1,1,NA,NA,NA,1897,1944,NA,NA,NA,NA,NA,NA
Thalictrum fendleri,native,1,1,1,1,1,2014,2022,1889,2007,NA,NA,NA,NA,NA,NA
Thalictrum sparsiflorum,native,1,1,1,1,NA,2015,2022,1912,1964,NA,NA,NA,NA,NA,NA
Ceanothus arcuatus,native,1,NA,1,1,NA,NA,NA,1935,1935,NA,NA,NA,NA,NA,NA
Ceanothus cordulatus,native,1,1,1,1,1,2008,2023,1863,2003,NA,NA,NA,NA,NA,NA
Ceanothus cuneatus,native,1,1,1,1,NA,2016,2023,1880,1951,NA,NA,NA,NA,NA,NA
Ceanothus diversifolius,native,1,1,1,1,1,2014,2022,1866,2007,NA,NA,NA,NA,NA,NA
Ceanothus fresnensis,native,1,1,1,1,1,2013,2023,1880,2008,NA,NA,NA,NA,NA,NA
Ceanothus integerrimus,native,1,1,1,1,1,2005,2023,1863,1996,NA,NA,NA,NA,NA,NA
Ceanothus leucodermis,native,1,1,1,1,NA,2020,2020,1863,1944,NA,NA,NA,NA,NA,NA
Ceanothus parvifolius,native,1,1,1,1,1,2010,2023,1863,2004,NA,NA,NA,NA,NA,NA
Frangula californica,native,1,1,1,1,NA,2019,2023,1863,1938,NA,NA,NA,NA,NA,NA
Frangula rubra,native,1,1,1,1,1,2018,2023,1863,2006,NA,NA,NA,NA,NA,NA
