accepted_name,family,broader,establishment_means,taxonID,park_list,voucher_exists,iNat_RG_record_exists
Parnassia palustris,Celastraceae,3.dicot,native,https://www.inaturalist.org/taxa/78352,1,1,1
Calystegia malacophylla,Convolvulaceae,3.dicot,native,https://www.inaturalist.org/taxa/75966,1,1,1
Convolvulus arvensis,Convolvulaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53021,1,1,
Cuscuta californica,Convolvulaceae,3.dicot,native,https://www.inaturalist.org/taxa/57019,1,1,
Cuscuta jepsonii,Convolvulaceae,3.dicot,native,https://www.inaturalist.org/taxa/76549,,1,
Cuscuta occidentalis,Convolvulaceae,3.dicot,native,https://www.inaturalist.org/taxa/76552,1,1,
Cuscuta subinclusa,Convolvulaceae,3.dicot,native,https://www.inaturalist.org/taxa/76556,1,1,
Cuscuta suksdorfii,Convolvulaceae,3.dicot,native,https://www.inaturalist.org/taxa/76557,1,1,
Cornus nuttallii,Cornaceae,3.dicot,native,https://www.inaturalist.org/taxa/76447,1,1,1
Cornus sericea,Cornaceae,3.dicot,native,https://www.inaturalist.org/taxa/53387,1,1,1
Crassula aquatica,Crassulaceae,3.dicot,native,https://www.inaturalist.org/taxa/58135,,1,
Dudleya cymosa,Crassulaceae,3.dicot,native,https://www.inaturalist.org/taxa/58136,1,1,1
Rhodiola integrifolia,Crassulaceae,3.dicot,native,https://www.inaturalist.org/taxa/78846,1,1,1
Sedella pumila,Crassulaceae,3.dicot,native,https://www.inaturalist.org/taxa/79023,1,1,1
Sedum album,Crassulaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/79025,,1,
Sedum lanceolatum,Crassulaceae,3.dicot,native,https://www.inaturalist.org/taxa/79026,1,1,1
Sedum obtusatum,Crassulaceae,3.dicot,native,https://www.inaturalist.org/taxa/60847,1,1,1
Sedum radiatum,Crassulaceae,3.dicot,native,https://www.inaturalist.org/taxa/61471,1,1,
Sedum spathulifolium,Crassulaceae,3.dicot,native,https://www.inaturalist.org/taxa/58886,1,1,1
Sedum stenopetalum,Crassulaceae,3.dicot,native,https://www.inaturalist.org/taxa/79033,1,1,
Marah fabacea,Cucurbitaceae,3.dicot,native,https://www.inaturalist.org/taxa/205330,1,1,
Marah horrida,Cucurbitaceae,3.dicot,native,https://www.inaturalist.org/taxa/77958,1,,1
Datisca glomerata,Datiscaceae,3.dicot,native,https://www.inaturalist.org/taxa/58888,1,1,1
Drosera rotundifolia,Droseraceae,3.dicot,native,https://www.inaturalist.org/taxa/52658,1,1,1
Elatine chilensis,Elatinaceae,3.dicot,native,https://www.inaturalist.org/taxa/1445847,,1,
Elatine rubella,Elatinaceae,3.dicot,native,https://www.inaturalist.org/taxa/60185,,1,
Allotropa virgata,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/62481,1,1,1
Arctostaphylos manzanita,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/55137,,1,
Arctostaphylos mewukka,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/75521,,1,
Arctostaphylos nevadensis,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/75527,1,1,1
Arctostaphylos patula,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/75537,1,1,1
Arctostaphylos viscida,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/55135,1,1,1
Cassiope mertensiana,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/60530,1,1,1
Chimaphila umbellata,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/62236,1,1,1
Gaultheria humifusa,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/77227,1,1,1
Hemitomes congestum,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/54663,,,1
Kalmia microphylla,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/67810,1,1,1
Leucothoe davisiae,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/77720,1,1,1
Orthilia secunda,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/78288,1,1,1
Phyllodoce breweri,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/52131,1,1,1
Pleuricospora fimbriolata,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/62467,1,1,1
Pterospora andromedea,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/52118,1,1,1
Pyrola aphylla,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/630966,1,1,1
Pyrola asarifolia,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/78793,1,1,
Pyrola dentata,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/707672,1,1,1
Pyrola minor,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/78794,1,1,1
Pyrola picta,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/62239,1,1,1
Rhododendron columbianum,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/78847,1,1,1
Rhododendron occidentale,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/60527,1,1,1
Sarcodes sanguinea,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/49472,1,1,1
Vaccinium cespitosum,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/79470,1,1,1
Vaccinium parvifolium,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/48354,1,1,
Vaccinium shastense,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/984325,,1,
Vaccinium uliginosum,Ericaceae,3.dicot,native,https://www.inaturalist.org/taxa/64714,1,1,1
Croton setiger,Euphorbiaceae,3.dicot,native,https://www.inaturalist.org/taxa/154156,1,1,1
Euphorbia crenulata,Euphorbiaceae,3.dicot,native,https://www.inaturalist.org/taxa/77108,1,1,1
Euphorbia serpillifolia,Euphorbiaceae,3.dicot,native,https://www.inaturalist.org/taxa/550259,1,1,1
Acmispon americanus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/57049,1,1,1
Acmispon argophyllus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/75267,1,1,
Acmispon brachycarpus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/57047,1,,1
Acmispon decumbens,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/933429,1,1,1
Acmispon glaber,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/53134,1,1,
Acmispon micranthus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/75275,,1,
Acmispon parviflorus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/57048,1,1,
Acmispon strigosus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/75281,1,1,1
Astragalus bolanderi,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/75626,1,1,1
Astragalus congdonii,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/75637,1,,
Astragalus kentrophyta,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/59609,1,1,1
Astragalus lentiginosus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/59501,1,1,
Astragalus purshii,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/59613,1,1,1
Astragalus whitneyi,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/75691,1,1,
Cercis occidentalis,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/59556,1,1,1
Cytisus scoparius,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/48538,,1,1
Genista linifolia,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/77238,,1,
Hosackia crassifolia,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77455,1,1,1
Hosackia oblongifolia,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/60534,1,1,1
Lathyrus jepsonii,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/60192,1,1,1
Lathyrus lanszwertii,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77639,1,1,
Lathyrus latifolius,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/61009,1,1,1
Lathyrus nevadensis,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77640,1,1,1
Lathyrus sulphureus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77646,1,1,1
Lotus corniculatus,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/47435,,,1
Lupinus adsurgens,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77845,1,1,
Lupinus albicaulis,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77847,1,1,
Lupinus albifrons,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/51691,1,1,1
Lupinus andersonii,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77848,1,1,1
Lupinus arbustus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/62690,1,1,
Lupinus argenteus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/62691,1,1,1
Lupinus benthamii,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/59565,1,,
Lupinus bicolor,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/50614,1,1,
Lupinus breweri,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77853,1,1,1
Lupinus burkei,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/164881,1,1,1
Lupinus caudatus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/164883,1,1,
Lupinus covillei,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77857,1,1,1
Lupinus densiflorus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/768218,1,1,1
Lupinus excubitus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/69855,,1,1
Lupinus formosus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/57054,1,1,1
Lupinus fulcratus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77864,1,1,
Lupinus gracilentus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77865,1,1,1
Lupinus grayi,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77866,1,1,1
Lupinus latifolius,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/67379,1,1,1
Lupinus lepidus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/62689,1,1,1
Lupinus meionanthus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/62692,1,1,
Lupinus nanus,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/50612,1,1,1
Lupinus stiversii,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/77892,1,1,1
Medicago lupulina,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57056,1,1,
Medicago polymorpha,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53151,1,1,
Medicago sativa,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57057,1,1,
Melilotus albus,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/58907,,1,
Melilotus indicus,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57065,1,1,
Melilotus officinalis,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57066,1,,
Robinia pseudoacacia,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/56088,,1,
Trifolium albopurpureum,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/58162,1,,1
Trifolium bolanderi,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/79411,1,1,1
Trifolium breweri,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/79412,1,1,1
Trifolium ciliolatum,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/60197,1,1,1
Trifolium cyathiferum,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/60198,1,,
Trifolium dubium,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53313,1,1,
Trifolium hirtum,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57078,,1,1
Trifolium longipes,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/79422,1,1,1
Trifolium microcephalum,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/58911,1,1,1
Trifolium monanthum,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/79424,1,1,1
Trifolium obtusiflorum,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/58912,1,1,1
Trifolium pratense,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/51875,1,1,1
Trifolium repens,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55745,1,1,1
Trifolium variegatum,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/57080,1,1,
Trifolium willdenovii,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/57081,1,1,1
Trifolium wormskioldii,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/71146,1,1,1
Vicia americana,Fabaceae,3.dicot,native,https://www.inaturalist.org/taxa/53320,1,1,1
Vicia benghalensis,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53333,1,,
Vicia sativa,Fabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53324,,1,1
Chrysolepis sempervirens,Fagaceae,3.dicot,native,https://www.inaturalist.org/taxa/53386,1,1,1
Notholithocarpus densiflorus,Fagaceae,3.dicot,native,https://www.inaturalist.org/taxa/69823,1,1,1
Quercus chrysolepis,Fagaceae,3.dicot,native,https://www.inaturalist.org/taxa/51092,1,1,1
Quercus douglasii,Fagaceae,3.dicot,native,https://www.inaturalist.org/taxa/49009,1,,
Quercus garryana,Fagaceae,3.dicot,native,https://www.inaturalist.org/taxa/68632,1,1,1
Quercus kelloggii,Fagaceae,3.dicot,native,https://www.inaturalist.org/taxa/49919,1,1,1
Quercus lobata,Fagaceae,3.dicot,native,https://www.inaturalist.org/taxa/49011,1,,
Quercus vacciniifolia,Fagaceae,3.dicot,native,https://www.inaturalist.org/taxa/78810,1,1,1
Quercus wislizeni,Fagaceae,3.dicot,native,https://www.inaturalist.org/taxa/51089,1,1,1
Quercus x morehus,Fagaceae,3.dicot,native,https://www.inaturalist.org/taxa/171031,,1,
Garrya flavescens,Garryaceae,3.dicot,native,https://www.inaturalist.org/taxa/56201,,1,
Garrya fremontii,Garryaceae,3.dicot,native,https://www.inaturalist.org/taxa/56202,1,1,1
Comastoma tenellum,Gentianaceae,3.dicot,native,https://www.inaturalist.org/taxa/76424,1,1,
Frasera speciosa,Gentianaceae,3.dicot,native,https://www.inaturalist.org/taxa/56352,1,1,1
Gentiana calycosa,Gentianaceae,3.dicot,native,https://www.inaturalist.org/taxa/56350,1,1,1
Gentiana newberryi,Gentianaceae,3.dicot,native,https://www.inaturalist.org/taxa/56349,1,1,1
Gentianella amarella,Gentianaceae,3.dicot,native,https://www.inaturalist.org/taxa/60389,1,1,1
Gentianopsis holopetala,Gentianaceae,3.dicot,native,https://www.inaturalist.org/taxa/77246,1,1,1
Gentianopsis simplex,Gentianaceae,3.dicot,native,https://www.inaturalist.org/taxa/77247,1,1,1
Zeltnera abramsii,Gentianaceae,3.dicot,native,https://www.inaturalist.org/taxa/494749,,,1
Zeltnera venusta,Gentianaceae,3.dicot,native,https://www.inaturalist.org/taxa/79553,1,1,1
Erodium botrys,Geraniaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57090,1,1,
Erodium cicutarium,Geraniaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/47687,1,1,1
Geranium californicum,Geraniaceae,3.dicot,native,https://www.inaturalist.org/taxa/77252,1,1,1
Geranium carolinianum,Geraniaceae,3.dicot,native,https://www.inaturalist.org/taxa/58917,1,1,
Geranium dissectum,Geraniaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53075,1,1,
Geranium richardsonii,Geraniaceae,3.dicot,native,https://www.inaturalist.org/taxa/77260,1,1,1
Geranium robertianum,Geraniaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55925,1,1,1
Ribes cereum,Grossulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/78854,1,1,1
Ribes inerme,Grossulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/78857,1,1,
Ribes lasianthum,Grossulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/78859,1,1,
Ribes montigenum,Grossulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/78863,1,1,1
Ribes nevadense,Grossulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/78864,1,1,1
Ribes roezlii,Grossulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/55552,1,1,1
Ribes viscosissimum,Grossulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/78870,1,1,1
Myriophyllum sibiricum,Haloragaceae,3.dicot,native,https://www.inaturalist.org/taxa/61034,1,1,
Philadelphus lewisii,Hydrangeaceae,3.dicot,native,https://www.inaturalist.org/taxa/62223,1,1,1
Hypericum anagalloides,Hypericaceae,3.dicot,native,https://www.inaturalist.org/taxa/61032,1,1,1
Hypericum calycinum,Hypericaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/77481,,1,1
Hypericum perforatum,Hypericaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/56077,1,1,1
Hypericum scouleri,Hypericaceae,3.dicot,native,https://www.inaturalist.org/taxa/77484,1,1,1
Juglans hindsii,Juglandaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/54502,,1,
Agastache urticifolia,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/63316,1,1,1
Ajuga reptans,Lamiaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/56099,,1,
Glechoma hederacea,Lamiaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55830,1,1,
Lamium amplexicaule,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/55459,1,,1
Lepechinia calycina,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/57114,1,1,
Lycopus uniflorus,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/77915,1,1,
Marrubium vulgare,Lamiaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/54605,1,1,
Melissa officinalis,Lamiaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/59901,,1,1
Mentha arvensis,Lamiaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/58188,1,1,
Mentha canadensis,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/77991,,1,1
Mentha spicata,Lamiaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/62652,1,1,
Monardella breweri,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/58189,1,1,1
Monardella candicans,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/78095,,1,
Monardella odoratissima,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/62678,1,1,1
Monardella sheltonii,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/78108,1,1,
Monardella villosa,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/52181,,1,1
Nepeta cataria,Lamiaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/48622,,1,
Prunella vulgaris,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/52764,1,1,1
Pycnanthemum californicum,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/78788,1,1,1
Salvia columbariae,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/53200,1,1,1
Scutellaria bolanderi,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/79015,1,1,
Scutellaria siphocampyloides,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/59792,1,1,1
Scutellaria tuberosa,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/57122,1,1,
Stachys ajugoides,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/53295,1,1,
Stachys albens,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/58192,1,1,1
Stachys rigida,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/53306,,1,
Trichostema lanceolatum,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/54875,1,1,
Trichostema oblongum,Lamiaceae,3.dicot,native,https://www.inaturalist.org/taxa/79398,1,1,1
Umbellularia californica,Lauraceae,3.dicot,native,https://www.inaturalist.org/taxa/48807,1,1,1
Utricularia gibba,Lentibulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/79464,1,1,
Utricularia intermedia,Lentibulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/57859,1,1,
Utricularia macrorhiza,Lentibulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/79465,1,1,
Utricularia minor,Lentibulariaceae,3.dicot,native,https://www.inaturalist.org/taxa/79466,1,1,
Limnanthes alba,Limnanthaceae,3.dicot,native,https://www.inaturalist.org/taxa/69921,1,1,1
Limnanthes douglasii,Limnanthaceae,3.dicot,native,https://www.inaturalist.org/taxa/51336,1,,
Limnanthes montana,Limnanthaceae,3.dicot,native,https://www.inaturalist.org/taxa/77749,1,1,
Linum lewisii,Linaceae,3.dicot,native,https://www.inaturalist.org/taxa/60490,1,1,1
Sclerolinon digynum,Linaceae,3.dicot,native,https://www.inaturalist.org/taxa/79007,1,1,
Lindernia dubia,Linderniaceae,3.dicot,native,https://www.inaturalist.org/taxa/77779,1,1,
Mentzelia crocea,Loasaceae,3.dicot,native,https://www.inaturalist.org/taxa/59976,1,,
Mentzelia dispersa,Loasaceae,3.dicot,native,https://www.inaturalist.org/taxa/58196,1,1,1
Mentzelia laevicaulis,Loasaceae,3.dicot,native,https://www.inaturalist.org/taxa/62308,,,1
Mentzelia lindleyi,Loasaceae,3.dicot,native,https://www.inaturalist.org/taxa/53923,1,1,
Lythrum hyssopifolia,Lythraceae,3.dicot,native,https://www.inaturalist.org/taxa/58934,1,1,
Lythrum portula,Lythraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/77918,,1,
Rotala ramosior,Lythraceae,3.dicot,native,https://www.inaturalist.org/taxa/78889,1,1,
Malva nicaeensis,Malvaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/61043,1,,
Malva parviflora,Malvaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/58202,1,1,
Sidalcea asprella,Malvaceae,3.dicot,native,https://www.inaturalist.org/taxa/79079,1,1,
Sidalcea glaucescens,Malvaceae,3.dicot,native,https://www.inaturalist.org/taxa/61357,1,1,1
Sidalcea reptans,Malvaceae,3.dicot,native,https://www.inaturalist.org/taxa/79092,1,1,1
Menyanthes trifoliata,Menyanthaceae,3.dicot,native,https://www.inaturalist.org/taxa/78016,1,1,1
Mollugo verticillata,Molluginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/78090,1,1,
Calandrinia menziesii,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/400267,1,1,1
Calyptridium monospermum,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/75958,1,1,1
Calyptridium umbellatum,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/127100,1,1,1
Claytonia lanceolata,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/62584,1,1,1
Claytonia megarhiza,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/76387,1,1,1
Claytonia nevadensis,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/76388,1,1,1
Claytonia parviflora,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/58294,1,1,1
Claytonia perfoliata,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/52994,1,1,1
Claytonia rubra,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/64184,1,1,1
Lewisia congdonii,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/77723,1,,
Lewisia disepala,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/77725,1,1,1
Lewisia glandulosa,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/77726,1,1,1
Lewisia kelloggii,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/77727,1,1,1
Lewisia nevadensis,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/77730,1,1,1
Lewisia pygmaea,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/77732,1,1,1
Lewisia triphylla,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/62363,1,1,1
Montia chamissoi,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/48789,1,1,1
Montia fontana,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/58990,1,1,
Montia linearis,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/78122,1,1,1
Montia parvifolia,Montiaceae,3.dicot,native,https://www.inaturalist.org/taxa/78123,1,1,1
Myrica hartwegii,Myricaceae,3.dicot,native,https://www.inaturalist.org/taxa/78154,1,1,
Nuphar polysepala,Nymphaeaceae,3.dicot,native,https://www.inaturalist.org/taxa/78234,1,1,1
Fraxinus latifolia,Oleaceae,3.dicot,native,https://www.inaturalist.org/taxa/63878,1,,
Syringa vulgaris,Oleaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/83072,,1,
Camissonia contorta,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/58216,1,1,
Camissonia lacustris,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/75973,1,1,
Camissonia sierrae,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/75974,1,1,1
Chamaenerion angustifolium,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/564969,1,1,1
Chamaenerion latifolium,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/564970,1,1,1
Circaea alpina,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76342,1,1,1
Clarkia australis,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76367,1,1,
Clarkia biloba,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/51853,1,1,1
Clarkia cylindrica,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/58219,,,1
Clarkia dudleyana,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/60601,1,1,1
Clarkia heterandra,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76372,1,1,1
Clarkia modesta,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/58946,1,,
Clarkia purpurea,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/51087,1,1,1
Clarkia rhomboidea,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/61870,1,1,1
Clarkia unguiculata,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/51735,1,1,1
Clarkia williamsonii,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/60507,1,1,1
Epilobium anagallidifolium,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76826,1,1,
Epilobium brachycarpum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/52971,1,1,
Epilobium canum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/53051,1,1,1
Epilobium ciliatum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/53050,1,1,1
Epilobium densiflorum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/57149,1,1,1
Epilobium glaberrimum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76830,1,1,1
Epilobium hallianum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76831,1,1,
Epilobium hornemannii,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76832,1,1,
Epilobium howellii,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76833,1,1,1
Epilobium lactiflorum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76834,1,1,
Epilobium minutum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/57150,1,1,
