accepted_name,family,broader,establishment_means,taxonID,park_list,voucher_exists,iNat_RG_record_exists
Madia glomerata,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/77923,1,1,1
Madia gracilis,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/53135,1,1,1
Malacothrix clevelandii,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/58841,,1,
Malacothrix floccifera,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/58842,1,1,1
Matricaria discoidea,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/52992,1,1,1
Micropus californicus,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/56975,1,1,
Microseris nutans,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78036,1,1,1
Oreostemma alpigenum,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78280,1,1,1
Packera cana,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78317,1,1,1
Packera pauciflora,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78327,1,1,1
Packera pseudaurea,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78328,1,1,
Packera streptanthifolia,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78329,1,1,
Packera subnuda,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78330,1,1,
Packera werneriifolia,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78331,1,1,1
Phalacroseris bolanderi,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78533,1,1,
Pseudognaphalium beneolens,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/64303,1,1,
Pseudognaphalium californicum,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/53077,1,1,
Pseudognaphalium canescens,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/53080,,1,1
Pseudognaphalium luteoalbum,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53083,1,,
Pseudognaphalium microcephalum,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78763,1,1,
Pseudognaphalium stramineum,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/53089,1,1,
Pseudognaphalium thermale,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78765,1,1,
Psilocarphus brevissimus,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/56980,,1,
Psilocarphus oregonus,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/60149,,1,
Psilocarphus tenellus,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/53188,,1,
Pyrrocoma apargioides,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78795,1,1,1
Raillardella argentea,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78812,1,1,1
Raillardella scaposa,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78814,1,1,1
Rigiopappus leptocladus,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/56981,1,1,
Rudbeckia californica,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/78896,1,1,1
Rudbeckia hirta,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/62741,1,1,1
Senecio aronicoides,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/53206,1,1,1
Senecio clarkianus,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79043,1,1,1
Senecio flaccidus,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/58036,1,1,
Senecio fremontii,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79045,1,1,
Senecio integerrimus,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79047,1,1,1
Senecio scorzonella,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79053,1,1,1
Senecio serra,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/54922,1,,
Senecio triangularis,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79055,1,1,1
Senecio vulgaris,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53211,1,1,
Sericocarpus oregonensis,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79063,1,1,1
Solidago elongata,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79150,1,1,1
Solidago multiradiata,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79153,1,1,1
Solidago stricta,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/169130,,1,
Solidago velutina,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79155,1,1,1
Soliva sessilis,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/60150,1,1,
Sonchus asper,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53269,1,1,
Sonchus oleraceus,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53294,1,1,
Stenotus acaulis,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79211,1,1,
Stephanomeria exigua,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/58039,,1,
Stephanomeria lactucina,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79215,1,1,1
Stephanomeria tenuifolia,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79218,1,1,1
Stephanomeria virgata,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/56985,1,1,1
Symphyotrichum ascendens,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79294,1,1,1
Symphyotrichum bracteolatum,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79295,1,1,
Symphyotrichum foliaceum,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/56113,1,1,
Symphyotrichum spathulatum,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/79302,1,1,1
Taeniatherum caput-medusae,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/169522,,,1
Tanacetum parthenium,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/54520,1,1,1
Taraxacum officinale,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/47602,1,1,1
Tragopogon dubius,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/54143,1,1,1
Uropappus lindleyi,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/50806,1,1,1
Wyethia angustifolia,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/56987,1,1,1
Wyethia mollis,Asteraceae,3.dicot,native,https://www.inaturalist.org/taxa/60843,1,1,1
Xanthium strumarium,Asteraceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57920,,1,1
Berberis dictyota,Berberidaceae,3.dicot,native,https://www.inaturalist.org/taxa/775436,1,1,1
Alnus rhombifolia,Betulaceae,3.dicot,native,https://www.inaturalist.org/taxa/53351,1,1,1
Corylus cornuta,Betulaceae,3.dicot,native,https://www.inaturalist.org/taxa/53374,1,1,1
Adelinia grandis,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/1520640,1,,1
Amsinckia menziesii,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/55436,1,1,
Andersonglossum occidentale,Boraginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/769247,1,1,1
Cryptantha affinis,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/76489,1,1,
Cryptantha ambigua,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/76490,1,1,
Cryptantha echinella,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/76502,1,1,
Cryptantha flaccida,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/56989,1,1,
Cryptantha glomeriflora,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/76507,1,1,
Cryptantha muricata,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/57700,1,1,
Cryptantha simulans,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/57702,1,1,
Cryptantha torreyana,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/57697,1,1,
Cynoglossum officinale,Boraginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/48152,1,1,1
Draperia systyla,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/76714,1,1,1
Eriodictyon californicum,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/57095,1,1,1
Hackelia micrantha,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/77323,1,1,1
Hackelia mundula,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/77324,1,1,1
Hackelia nervosa,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/77325,1,1,1
Hackelia velutina,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/77328,1,1,1
Hesperochiron nanus,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/1468923,1,1,1
Hesperochiron pumilus,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/77372,1,1,1
Hydrophyllum occidentale,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/77471,1,1,1
Mertensia ciliata,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78018,1,1,1
Myosotis discolor,Boraginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/70265,,1,1
Myosotis stricta,Boraginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/127196,,1,1
Nemophila heterophylla,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/53158,1,1,1
Nemophila maculata,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/59936,1,1,1
Nemophila menziesii,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/50648,1,1,1
Nemophila parviflora,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/57353,1,1,1
Nemophila pedunculata,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/55461,1,1,1
Nemophila spatulata,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78214,1,1,1
Oreocarya nubigena,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/1127175,1,1,1
Pectocarya pusilla,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/57694,1,1,
Phacelia cicutaria,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/50857,1,,
Phacelia congdonii,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78476,1,,
Phacelia egena,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/58183,1,1,
Phacelia eisenii,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78481,1,1,1
Phacelia hastata,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/59982,1,1,1
Phacelia heterophylla,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78488,1,1,
Phacelia humilis,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78490,1,1,
Phacelia hydrophylloides,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78491,1,1,1
Phacelia imbricata,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/53171,1,1,1
Phacelia mutabilis,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78506,1,1,
Phacelia platyloba,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78516,1,,
Phacelia purpusii,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78520,1,1,
Phacelia quickii,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78521,1,1,1
Phacelia racemosa,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78522,1,1,
Phacelia ramosissima,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/50617,1,1,1
Phacelia tanacetifolia,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/58185,1,1,
Phacelia vallicola,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78530,1,1,1
Pholistoma auritum,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/55437,1,1,1
Plagiobothrys bracteatus,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/57719,,1,
Plagiobothrys myosotoides,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/51693,1,1,
Plagiobothrys nothofulvus,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/56990,1,1,
Plagiobothrys scouleri,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/166953,1,1,
Plagiobothrys stipitatus,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/57708,1,1,
Plagiobothrys tenellus,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/58066,,1,
Plagiobothrys torreyi,Boraginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78611,1,1,1
Anelsonia eurycarpa,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75438,1,1,
Arabidopsis thaliana,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55021,1,1,
Arabis eschscholtziana,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75494,1,1,
Arabis pycnocarpa,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75498,1,1,
Athysanus pusillus,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/58069,1,1,1
Barbarea orthoceras,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/52976,1,1,1
Barbarea vulgaris,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/56126,,1,
Boechera arcuata,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75777,1,1,1
Boechera covillei,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75784,,1,
Boechera davidsonii,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75785,1,1,1
Boechera depauperata,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75786,1,1,
Boechera divaricarpa,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75788,1,1,
Boechera howellii,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75793,1,1,
Boechera inyoensis,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75794,1,1,
Boechera lemmonii,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75797,1,1,
Boechera lyallii,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75799,1,1,
Boechera paupercula,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75802,1,1,
Boechera pendulocarpa,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75805,1,1,
Boechera perennans,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75806,,1,
Boechera pinetorum,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75807,1,1,
Boechera platysperma,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75809,1,1,1
Boechera pratincola,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75810,,1,
Boechera rectissima,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75814,1,1,
Boechera retrofracta,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75816,1,1,
Boechera sparsiflora,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75823,,1,1
Boechera stricta,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75824,1,1,
Boechera tularensis,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/75828,,1,
Brassica nigra,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/1555489-Mutarda-nigra,1,1,
Brassica rapa,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53271,1,1,
Capsella bursa-pastoris,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/56121,1,1,1
Cardamine breweri,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76000,1,1,
Cardamine californica,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/49651,1,1,1
Cardamine hirsuta,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55829,,,1
Cardamine nuttallii,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76002,,1,
Cardamine oligosperma,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/52981,1,1,
Descurainia californica,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76641,1,1,
Descurainia incana,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76642,1,1,
Descurainia incisa,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76643,,1,1
Descurainia pinnata,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/58072,1,1,
Descurainia sophia,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/58074,,1,
Draba albertina,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76687,1,1,1
Draba breweri,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76690,1,1,1
Draba cana,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76692,,1,
Draba densifolia,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76697,1,1,1
Draba lemmonii,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76700,1,1,1
Draba longisquamosa,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76702,,1,
Draba oligosperma,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76706,1,1,1
Draba praealta,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/76707,1,1,
Draba verna,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/55823,1,1,1
Erysimum capitatum,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/50628,1,1,1
Erysimum perenne,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/77072,1,1,1
Hirschfeldia incana,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53097,1,1,
Hornungia procumbens,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/77452,1,1,
Lepidium densiflorum,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/77666,1,1,1
Lepidium ramosissimum,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/77674,1,1,
Lepidium ruderale,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/164526,,1,
Lepidium virginicum,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/77676,1,1,
Lunaria annua,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55886,1,,
Nasturtium officinale,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/78174,1,1,1
Phoenicaulis cheiranthoides,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/78553,1,1,1
Raphanus raphanistrum,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55411,1,1,
Raphanus sativus,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/995125-Raphanus-raphanistrum-sativus,,1,
Rorippa curvipes,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/78876,1,1,
Rorippa curvisiliqua,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/58866,1,1,
Rorippa sinuata,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/78877,,1,
Sinapis arvensis,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/1562069-Mutarda-arvensis,1,1,
Sisymbrium altissimum,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/56996,1,1,1
Sisymbrium erysimoides,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/79124,,1,
Sisymbrium irio,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/58085,,1,
Sisymbrium officinale,Brassicaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53266,1,1,
Streptanthus diversifolius,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/70409,1,1,1
Streptanthus tortuosus,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/52106,1,1,1
Subularia aquatica,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/79289,1,1,1
Thysanocarpus curvipes,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/58088,1,1,1
Tomostima reptans,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/1238738,,1,
Tropidocarpum gracile,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/58091,1,1,
Turritis glabra,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/79460,1,1,1
Yosemitea repanda,Brassicaceae,3.dicot,native,https://www.inaturalist.org/taxa/902758,1,1,1
Brasenia schreberi,Cabombaceae,3.dicot,native,https://www.inaturalist.org/taxa/75867,1,1,1
Calycanthus occidentalis,Calycanthaceae,3.dicot,native,https://www.inaturalist.org/taxa/63962,1,1,1
Downingia montana,Campanulaceae,3.dicot,native,https://www.inaturalist.org/taxa/76683,1,1,1
Githopsis diffusa,Campanulaceae,3.dicot,native,https://www.inaturalist.org/taxa/60067,,1,
Githopsis specularioides,Campanulaceae,3.dicot,native,https://www.inaturalist.org/taxa/58867,1,1,
Heterocodon rariflorum,Campanulaceae,3.dicot,native,https://www.inaturalist.org/taxa/58868,1,1,1
Nemacladus capillaris,Campanulaceae,3.dicot,native,https://www.inaturalist.org/taxa/78199,1,1,
Nemacladus interior,Campanulaceae,3.dicot,native,https://www.inaturalist.org/taxa/78201,1,1,1
Porterella carnosula,Campanulaceae,3.dicot,native,https://www.inaturalist.org/taxa/78702,1,,
Smithiastrum prenanthoides,Campanulaceae,3.dicot,native,https://www.inaturalist.org/taxa/1449997,1,1,1
Triodanis biflora,Campanulaceae,3.dicot,native,https://www.inaturalist.org/taxa/79440,1,1,
Humulus lupulus,Cannabaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53779,,1,1
Lonicera caerulea,Caprifoliaceae,3.dicot,native,https://www.inaturalist.org/taxa/164761,1,1,1
Lonicera conjugialis,Caprifoliaceae,3.dicot,native,https://www.inaturalist.org/taxa/77833,1,1,1
Lonicera interrupta,Caprifoliaceae,3.dicot,native,https://www.inaturalist.org/taxa/60878,1,1,1
Lonicera involucrata,Caprifoliaceae,3.dicot,native,https://www.inaturalist.org/taxa/60881,1,1,1
Plectritis ciliosa,Caprifoliaceae,3.dicot,native,https://www.inaturalist.org/taxa/57284,1,1,
Plectritis congesta,Caprifoliaceae,3.dicot,native,https://www.inaturalist.org/taxa/57786,1,1,
Symphoricarpos albus,Caprifoliaceae,3.dicot,native,https://www.inaturalist.org/taxa/48523,1,,1
Symphoricarpos mollis,Caprifoliaceae,3.dicot,native,https://www.inaturalist.org/taxa/53456,1,1,1
Symphoricarpos rotundifolius,Caprifoliaceae,3.dicot,native,https://www.inaturalist.org/taxa/79293,1,1,1
Valeriana californica,Caprifoliaceae,3.dicot,native,https://www.inaturalist.org/taxa/79474,1,1,1
Cerastium arvense,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/50851,1,1,1
Cerastium beeringianum,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/76218,1,1,
Cerastium fontanum,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53307,1,1,
Cerastium glomeratum,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/52973,1,1,
Cherleria obtusiloba,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/836821,1,1,1
Dianthus armeria,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/64541,,1,1
Dianthus barbatus,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/60015,1,1,
Eremogone aculeata,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/76858,1,1,1
Eremogone congesta,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/76860,1,1,
Eremogone kingii,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/76862,1,1,1
Hartmaniella sierrae,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/1039804,1,1,
Herniaria hirsuta,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/58102,1,1,1
Petrorhagia dubia,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/60602,,1,
Polycarpon tetraphyllum,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/58876,1,1,
Pseudostellaria jamesiana,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/78767,1,1,1
Sabulina californica,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/836856,1,1,
Sabulina douglasii,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/836863,1,1,1
Sabulina nuttallii,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/836884,1,1,1
Sabulina pusilla,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/836888,1,1,
Sabulina rubella,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/836893,1,1,
Sabulina stricta,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/836897,1,1,
Sagina decumbens,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/57004,1,1,
Sagina procumbens,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55667,,1,
Sagina saginoides,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/78923,1,1,1
Saponaria officinalis,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/56154,1,1,1
Scleranthus annuus,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/61935,,1,
Silene antirrhina,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/58780,1,1,
Silene bernardina,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/79101,1,1,1
Silene bridgesii,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/79103,1,1,
Silene coronaria,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/485191,1,1,1
Silene gallica,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53212,1,1,1
Silene laciniata,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/62221,1,1,1
Silene latifolia,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/79109,1,1,1
Silene lemmonii,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/60523,1,1,1
Silene menziesii,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/79111,1,1,
Silene sargentii,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/62697,1,1,1
Spergula arvensis,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57005,1,1,
Spergularia rubra,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55730,1,1,1
Stellaria borealis,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/79199,1,1,
Stellaria calycantha,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/79200,1,1,
Stellaria crispa,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/79201,1,1,
Stellaria irrigua,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/169340,1,1,
Stellaria longipes,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/79203,1,1,1
Stellaria media,Caryophyllaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53298,1,1,1
Stellaria nitens,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/57007,1,1,
Stellaria obtusa,Caryophyllaceae,3.dicot,native,https://www.inaturalist.org/taxa/79205,1,1,
