"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"421","Astragalus whitneyi var. whitneyi","1","1047168","Astragalus whitneyi var. whitneyi","1","variety","","","","","Fabaceae","Astragalus","Astragalus","1","whitneyi","whitneyi","1","","","","var.","whitneyi","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3242604","","Y","Accepted","Astragalus whitneyi var. whitneyi","Astragalus whitneyi","","1047168","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3242604","","Fabaceae","1","1","wcvp","",true,475
"422","Ericameria monocephala","1","1299383","Ericameria monocephala","1","species","","","","(A.Nelson & P.B.Kenn.) D.W.Taylor","Asteraceae","Ericameria","Ericameria","1","monocephala","monocephala","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3094164","","Y","Accepted","Ericameria monocephala","Ericameria monocephala","(A.Nelson & P.B.Kenn.) D.W.Taylor","1299383","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3094164","","Asteraceae","1","1","wcvp","",true,476
"423","Ivesia lycopodioides subsp. lycopodioides","0.59957384396743","994387","Ivesia lycopodioides","0.59957384396743","species","","","","A.Gray","Rosaceae","Ivesia","Ivesia","1","lycopodioides","lycopodioides","1","","","","","","","","","","","subsp. lycopodioides","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2950005","","Y","Synonym","Potentilla lycopodioides","Potentilla lycopodioides","(A.Gray) Baill. ex J.T.Howell","984438","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2955857","","Rosaceae","1","1","wcvp","[Partial]",true,477
"424","Chenopodium atrovirens","1","593762","Chenopodium atrovirens","1","species","","","","Rydb.","Amaranthaceae","Chenopodium","Chenopodium","1","atrovirens","atrovirens","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2717099","","Y","Accepted","Chenopodium atrovirens","Chenopodium atrovirens","Rydb.","593762","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2717099","","Amaranthaceae","1","1","wcvp","",true,478
"425","Eurybia integrifolia","1","1024","Eurybia integrifolia","1","species","","","","(Nutt.) G.L.Nesom","Asteraceae","Eurybia","Eurybia","1","integrifolia","integrifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3094547","","Y","Accepted","Eurybia integrifolia","Eurybia integrifolia","(Nutt.) G.L.Nesom","1024","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3094547","","Asteraceae","1","1","wcvp","",true,479
"426","Astragalus kentrophyta var. danaus","1","176643","Astragalus kentrophyta var. danaus","1","variety","","","","(Barneby) Barneby","Fabaceae","Astragalus","Astragalus","1","kentrophyta","kentrophyta","1","","","","var.","danaus","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2660244","","Y","Synonym","Astragalus kentrophyta subsp. danaus","Astragalus kentrophyta","(Barneby) W.A.Weber","1367811","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2660245","","Fabaceae","1","1","wcvp","",true,480
"427","Carex haydeniana","1","342136","Carex haydeniana","1","species","","","","Olney","Cyperaceae","Carex","Carex","1","haydeniana","haydeniana","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:227242","","Y","Accepted","Carex haydeniana","Carex haydeniana","Olney","342136","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:227242","","Cyperaceae","1","1","wcvp","",true,481
"428","Poa keckii","1","883749","Poa keckii","1","species","","","","Soreng","Poaceae","Poa","Poa","1","keckii","keckii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436237","","Y","Accepted","Poa keckii","Poa keckii","Soreng","883749","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436237","","Poaceae","1","1","wcvp","",true,482
"429","Achnatherum pinetorum","1","832336","Achnatherum pinetorum","1","species","","","","(M.E.Jones) Barkworth","Poaceae","Achnatherum","Achnatherum","1","pinetorum","pinetorum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:387145","","Y","Synonym","Eriocoma pinetorum","Eriocoma pinetorum","(M.E.Jones) Romasch.","1464032","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:534168","","Poaceae","1","1","wcvp","",true,483
"430","Luzula spicata","1","769559","Luzula spicata","1","species","","","","(L.) DC.","Juncaceae","Luzula","Luzula","1","spicata","spicata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316703","","Y","Accepted","Luzula spicata","Luzula spicata","(L.) DC.","769559","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316703","","Juncaceae","1","1","wcvp","",true,484
"431","Podistera nevadensis","1","1758120","Podistera nevadensis","1","species","","","","(A.Gray) S.Watson","Apiaceae","Podistera","Podistera","1","nevadensis","nevadensis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2405161","","Y","Accepted","Podistera nevadensis","Podistera nevadensis","(A.Gray) S.Watson","1758120","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2405161","","Apiaceae","1","1","wcvp","",true,485
"432","Phlox douglasii subsp. rigida","1","1084567","Phlox douglasii subsp. rigida","1","subspecies","","","","(Benth.) Wherry","Polemoniaceae","Phlox","Phlox","1","douglasii","douglasii","1","","","","subsp.","rigida","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2575502","","Y","Synonym","Phlox rigida","Phlox rigida","Benth.","1265960","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2566147","","Polemoniaceae","1","1","wcvp","",true,486
"433","Boechera lemmonii","1","560340","Boechera lemmonii","1","species","","","","(S.Watson) W.A.Weber","Brassicaceae","Boechera","Boechera","1","lemmonii","lemmonii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2678046","","Y","Accepted","Boechera lemmonii","Boechera lemmonii","(S.Watson) W.A.Weber","560340","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2678046","","Brassicaceae","1","1","wcvp","",true,487
"434","Minuartia rubella","1","369366","Minuartia rubella","1","species","","","","(Wahlenb.) Hiern","Caryophyllaceae","Minuartia","Minuartia","1","rubella","rubella","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2369666","","Y","Synonym","Sabulina rubella","Sabulina rubella","(Wahlenb.) Dillenb. & Kadereit","1730228","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2998570","","Caryophyllaceae","1","1","wcvp","",true,488
"435","Astragalus lentiginosus var. ineptus","1","176681","Astragalus lentiginosus var. ineptus","1","variety","","","","(A.Gray) M.E.Jones","Fabaceae","Astragalus","Astragalus","1","lentiginosus","lentiginosus","1","","","","var.","ineptus","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2660566","","Y","Accepted","Astragalus lentiginosus var. ineptus","Astragalus lentiginosus","(A.Gray) M.E.Jones","176681","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2660566","","Fabaceae","1","1","wcvp","",true,489
"436","Bromus carinatus var. carinatus","0.59957384396743","846491","Bromus carinatus","0.59957384396743","species","","","","Hook. & Arn.","Poaceae","Bromus","Bromus","1","carinatus","carinatus","1","","","","","","","","","","","var. carinatus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:400793","","Y","Accepted","Bromus carinatus","Bromus carinatus","Hook. & Arn.","846491","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:400793","","Poaceae","1","1","wcvp","[Partial]",true,490
"437","Achnatherum lemmonii","1","832483","Achnatherum lemmonii","1","species","","","","(Vasey) Barkworth","Poaceae","Achnatherum","Achnatherum","1","lemmonii","lemmonii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:387292","","Y","Synonym","Eriocoma lemmonii","Eriocoma lemmonii","(Vasey) Romasch.","1464019","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:534143","","Poaceae","1","1","wcvp","",true,492
"438","Melica bulbosa","1","870177","Melica bulbosa","1","species","","","","Porter & J.M.Coult.","Poaceae","Melica","Melica","1","bulbosa","bulbosa","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:423468","","Y","Accepted","Melica bulbosa","Melica bulbosa","Porter & J.M.Coult.","870177","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:423468","","Poaceae","1","1","wcvp","",true,493
"439","Descurainia californica","1","1740864","Descurainia californica","1","species","","","","(A.Gray) O.E.Schulz","Brassicaceae","Descurainia","Descurainia","1","californica","californica","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2761717","","Y","Accepted","Descurainia californica","Descurainia californica","(A.Gray) O.E.Schulz","1740864","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2761717","","Brassicaceae","1","1","wcvp","",true,495
"440","Rumex salicifolius","1","398194","Rumex salicifolius","1","species","","","","Weinm.","Polygonaceae","Rumex","Rumex","1","salicifolius","salicifolius","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2424779","","Y","Accepted","Rumex salicifolius","Rumex salicifolius","Weinm.","398194","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2424779","","Polygonaceae","1","1","wcvp","",true,496
"441","Rumex utahensis","1","1086076","Rumex utahensis","1","species","","","","Rech.f.","Polygonaceae","Rumex","Rumex","1","utahensis","utahensis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2424469","","Y","Accepted","Rumex utahensis","Rumex utahensis","Rech.f.","1086076","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2424469","","Polygonaceae","1","1","wcvp","",true,497
"442","Barbarea orthoceras","1","553091","Barbarea orthoceras","1","species","","","","Ledeb.","Brassicaceae","Barbarea","Barbarea","1","orthoceras","orthoceras","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2669673","","Y","Accepted","Barbarea orthoceras","Barbarea orthoceras","Ledeb.","553091","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2669673","","Brassicaceae","1","1","wcvp","",true,498
"443","Poa leptocoma subsp. leptocoma","0.59957384396743","883883","Poa leptocoma","0.59957384396743","species","","","","Trin.","Poaceae","Poa","Poa","1","leptocoma","leptocoma","1","","","","","","","","","","","subsp. leptocoma","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436360","","Y","Accepted","Poa leptocoma","Poa leptocoma","Trin.","883883","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436360","","Poaceae","1","1","wcvp","[Partial]",true,499
"444","Carex albonigra","1","339079","Carex albonigra","1","species","","","","Mack.","Cyperaceae","Carex","Carex","1","albonigra","albonigra","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:224372","","Y","Accepted","Carex albonigra","Carex albonigra","Mack.","339079","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:224372","","Cyperaceae","1","1","wcvp","",true,500
"445","Carex rossii","1","345564","Carex rossii","1","species","","","","Boott","Cyperaceae","Carex","Carex","1","rossii","rossii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:230459","","Y","Accepted","Carex rossii","Carex rossii","Boott","345564","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:230459","","Cyperaceae","1","1","wcvp","",true,501
"446","Draba praealta","1","648292","Draba praealta","1","species","","","","Greene","Brassicaceae","Draba","Draba","1","praealta","praealta","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2777218","","Y","Accepted","Draba praealta","Draba praealta","Greene","648292","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2777218","","Brassicaceae","1","1","wcvp","",true,502
"447","Carex saximontana","1","345777","Carex saximontana","1","species","","","","Mack.","Cyperaceae","Carex","Carex","1","saximontana","saximontana","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:230658","","Y","Accepted","Carex saximontana","Carex saximontana","Mack.","345777","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:230658","","Cyperaceae","1","1","wcvp","",true,503
"448","Cerastium arvense subsp. strictum","1","1713483","Cerastium arvense subsp. strictum","1","subspecies","","","","(L.) Ugbor.","Caryophyllaceae","Cerastium","Cerastium","1","arvense","arvense","1","","","","subsp.","strictum","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2709994","","Y","Illegitimate","Arenaria grandiflora subsp. grandiflora","Arenaria grandiflora","","1713480","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3262040","","Caryophyllaceae","1","2","wcvp","[HigherTaxa]",true,505
"449","Stipa occidentalis var. occidentalis","0.59957384396743","893580","Stipa occidentalis","0.59957384396743","species","","","","Thurb. ex S.Watson","Poaceae","Stipa","Stipa","1","occidentalis","occidentalis","1","","","","","","","","","","","var. occidentalis","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:445442","","Y","Synonym","Eriocoma occidentalis","Eriocoma occidentalis","(Thurb. ex S.Watson) Romasch.","1464026","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:534160","","Poaceae","1","2","wcvp","[Partial] [HigherTaxa]",true,507
"450","Aphyllon corymbosum","1","1314750","Aphyllon corymbosum","1","species","","","","(Rydb.) A.C.Schneid.","Orobanchaceae","Aphyllon","Aphyllon","1","corymbosum","corymbosum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3008679","","Y","Synonym","Orobanche corymbosa","Orobanche corymbosa","(Rydb.) Ferris","1074444","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2396762","","Orobanchaceae","1","1","wcvp","",true,509
"451","Poa glauca subsp. rupicola","1","883502","Poa glauca subsp. rupicola","1","subspecies","","","","(Nash) W.A.Weber","Poaceae","Poa","Poa","1","glauca","glauca","1","","","","subsp.","rupicola","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436008","","Y","Accepted","Poa glauca subsp. rupicola","Poa glauca","(Nash) W.A.Weber","883502","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436008","","Poaceae","1","1","wcvp","",true,510
"452","Draba densifolia","1","647577","Draba densifolia","1","species","","","","Nutt.","Brassicaceae","Draba","Draba","1","densifolia","densifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2776547","","Y","Accepted","Draba densifolia","Draba densifolia","Nutt.","647577","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2776547","","Brassicaceae","1","1","wcvp","",true,511
"453","Boechera paupercula","1","500044","Boechera paupercula","1","species","","","","(Greene) Windham & Al-Shehbaz","Brassicaceae","Boechera","Boechera","1","paupercula","paupercula","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2603817","","Y","Accepted","Boechera paupercula","Boechera paupercula","(Greene) Windham & Al-Shehbaz","500044","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2603817","","Brassicaceae","1","1","wcvp","",true,512
"454","Carex praeceptorum","1","1638589","Carex praeceptorum","1","species","","","","Mack.","Cyperaceae","Carex","Carex","1","praeceptorum","praeceptorum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229905","","Y","Accepted","Carex praeceptorum","Carex praeceptorum","Mack.","1638589","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229905","","Cyperaceae","1","1","wcvp","",true,513
"455","Minuartia obtusiloba","1","1273132","Minuartia obtusiloba","1","species","","","","(Rydb.) House","Caryophyllaceae","Minuartia","Minuartia","1","obtusiloba","obtusiloba","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2360199","","Y","Synonym","Cherleria obtusiloba","Cherleria obtusiloba","(Rydb.) A.J.Moore & Dillenb.","1811627","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3014396","","Caryophyllaceae","1","1","wcvp","",true,514
"456","Senecio werneriifolius","1","71897","Senecio werneriifolius","1","species","","","","(A.Gray) A.Gray","Asteraceae","Senecio","Senecio","1","werneriifolius","werneriifolius","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3079981","","Y","Synonym","Packera werneriifolia","Packera werneriifolia","(A.Gray) W.A.Weber & Á.Löve ex Trock","1731010","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3079985","","Asteraceae","1","1","wcvp","",true,515
"457","Carex multicostata","1","343825","Carex multicostata","1","species","","","","Mack.","Cyperaceae","Carex","Carex","1","multicostata","multicostata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:228824","","Y","Accepted","Carex multicostata","Carex multicostata","Mack.","343825","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:228824","","Cyperaceae","1","1","wcvp","",true,516
"458","Phlox diffusa","1","1084562","Phlox diffusa","1","species","","","","Benth.","Polemoniaceae","Phlox","Phlox","1","diffusa","diffusa","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2567306","","Y","Accepted","Phlox diffusa","Phlox diffusa","Benth.","1084562","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2567306","","Polemoniaceae","1","1","wcvp","",true,517
"459","Arabis drummondii","1","535308","Arabis drummondii","1","species","","","","A.Gray","Brassicaceae","Arabis","Arabis","1","drummondii","drummondii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2645564","","Y","Synonym","Boechera drummondii","Boechera drummondii","(A.Gray) Á.Löve & D.Löve","560309","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2678017","","Brassicaceae","1","1","wcvp","",true,518
"460","Eriogonum nudum","0.9","1398931","Eriogonum","1","genus","","","","Michx.","Polygonaceae","Eriogonum","Eriogonum","1","","","","","","","","","","","","","","nudum","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2795548","","Y","Accepted","Eriogonum","","Michx.","1398931","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2795548","","Polygonaceae","1","1","wcvp","",true,519
"461","Stellaria calycantha","1","1273156","Stellaria calycantha","1","species","","","","(Ledeb.) Bong.","Caryophyllaceae","Stellaria","Stellaria","1","calycantha","calycantha","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2481850","","Y","Accepted","Stellaria calycantha","Stellaria calycantha","(Ledeb.) Bong.","1273156","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2481850","","Caryophyllaceae","1","1","wcvp","",true,520
"462","Achnatherum lemmonii subsp. lemmonii","0.59957384396743","832483","Achnatherum lemmonii","0.59957384396743","species","","","","(Vasey) Barkworth","Poaceae","Achnatherum","Achnatherum","1","lemmonii","lemmonii","1","","","","","","","","","","","subsp. lemmonii","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:387292","","Y","Synonym","Eriocoma lemmonii","Eriocoma lemmonii","(Vasey) Romasch.","1464019","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:534143","","Poaceae","1","1","wcvp","[Partial]",true,521
"463","Melica bulbosa var. bulbosa","0.59957384396743","870177","Melica bulbosa","0.59957384396743","species","","","","Porter & J.M.Coult.","Poaceae","Melica","Melica","1","bulbosa","bulbosa","1","","","","","","","","","","","var. bulbosa","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:423468","","Y","Accepted","Melica bulbosa","Melica bulbosa","Porter & J.M.Coult.","870177","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:423468","","Poaceae","1","1","wcvp","[Partial]",true,522
"464","Draba oligosperma","1","648177","Draba oligosperma","1","species","","","","Hook.","Brassicaceae","Draba","Draba","1","oligosperma","oligosperma","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2777109","","Y","Accepted","Draba oligosperma","Draba oligosperma","Hook.","648177","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2777109","","Brassicaceae","1","1","wcvp","",true,526
"465","Antennaria pulchella","1","122219","Antennaria pulchella","1","species","","","","Greene","Asteraceae","Antennaria","Antennaria","1","pulchella","pulchella","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3089348","","Y","Accepted","Antennaria pulchella","Antennaria pulchella","Greene","122219","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3089348","","Asteraceae","1","1","wcvp","",true,528
"466","Claytonia nevadensis","1","601740","Claytonia nevadensis","1","species","","","","S.Watson","Montiaceae","Claytonia","Claytonia","1","nevadensis","nevadensis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2725173","","Y","Accepted","Claytonia nevadensis","Claytonia nevadensis","S.Watson","601740","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2725173","","Montiaceae","1","1","wcvp","",true,529
"467","Kentrophyta montana","1","1037583","Kentrophyta montana","1","species","","","","Nutt.","Fabaceae","Kentrophyta","Kentrophyta","1","montana","montana","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2336250","","Y","Synonym","Astragalus kentrophyta","Astragalus kentrophyta","A.Gray","171697","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2660241","","Fabaceae","1","1","wcvp","",true,530
"468","Lupinus lobbii","","","[No match found]","","","","","","","","Lupinus","","","lobbii","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","",true,531
"469","Lupinus lyallii var. danaus","1","205577","Lupinus lyallii var. danaus","1","variety","","","","(A.Gray) S.Watson","Fabaceae","Lupinus","Lupinus","1","lyallii","lyallii","1","","","","var.","danaus","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2356842","","Y","Synonym","Lupinus sellulus var. lobbii","Lupinus sellulus","(A.Gray ex S.Watson) B.J.Cox","166660","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2347002","","Fabaceae","1","1","wcvp","",true,534
"470","Draba breweri","1","647386","Draba breweri","1","species","","","","S.Watson","Brassicaceae","Draba","Draba","1","breweri","breweri","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2776365","","Y","Accepted","Draba breweri","Draba breweri","S.Watson","647386","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2776365","","Brassicaceae","1","1","wcvp","",true,535
"471","Lithophragma bulbifera","0.96021221090168","1119828","Lithophragma bulbiferum","0.96021221090168","species","","","","Rydb.","Saxifragaceae","Lithophragma","Lithophragma","1","bulbifera","bulbiferum","0.8","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2498651","","","Synonym","Lithophragma glabrum","Lithophragma glabrum","Nutt.","1119830","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2498647","","Saxifragaceae","1","1","wcvp","",true,536
"472","Carex hassei","1","342122","Carex hassei","1","species","","","","L.H.Bailey","Cyperaceae","Carex","Carex","1","hassei","hassei","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:227229","","Y","Accepted","Carex hassei","Carex hassei","L.H.Bailey","342122","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:227229","","Cyperaceae","1","1","wcvp","",true,537
"473","Castilleja applegatei subsp. pallida","1","582844","Castilleja applegatei subsp. pallida","1","subspecies","","","","(Eastw.) T.I.Chuang & Heckard","Orobanchaceae","Castilleja","Castilleja","1","applegatei","applegatei","1","","","","subsp.","pallida","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2704875","","Y","Synonym","Castilleja applegatei var. breweri","Castilleja applegatei","(Fernald) N.H.Holmgren","582839","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2704870","","Orobanchaceae","1","1","wcvp","",true,538
"474","Festuca saximontana","1","863181","Festuca saximontana","1","species","","","","Rydb.","Poaceae","Festuca","Festuca","1","saximontana","saximontana","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:416719","","Y","Accepted","Festuca saximontana","Festuca saximontana","Rydb.","863181","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:416719","","Poaceae","1","1","wcvp","",true,539
"475","Sphaeromeria cana","1","136370","Sphaeromeria cana","1","species","","","","(D.C.Eaton) A.Heller","Asteraceae","Sphaeromeria","Sphaeromeria","1","cana","cana","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3107617","","Y","Synonym","Artemisia albicans","Artemisia albicans","Sòn.Garcia, Garnatje, McArthur, Pellicer, S.C.Sand","1770455","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3107618","","Asteraceae","1","1","wcvp","",true,540
"476","Lupinus lepidus var. ramosus","1","205578","Lupinus lepidus var. ramosus","1","variety","","","","Jeps.","Fabaceae","Lupinus","Lupinus","1","lepidus","lepidus","1","","","","var.","ramosus","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2881825","","Y","Synonym","Lupinus confertus","Lupinus confertus","Kellogg","166121","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2347781","","Fabaceae","1","1","wcvp","",true,541
"477","Ericameria parryi var. monocephala","1","96421","Ericameria parryi var. monocephala","1","variety","","","","(A.Nelson & P.B.Kenn.) G.L.Nesom & G.I.Baird","Asteraceae","Ericameria","Ericameria","1","parryi","parryi","1","","","","var.","monocephala","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3094163","","Y","Synonym","Ericameria monocephala","Ericameria monocephala","(A.Nelson & P.B.Kenn.) D.W.Taylor","1299383","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3094164","","Asteraceae","1","1","wcvp","",true,542
"478","Festuca brachyphylla subsp. breviculmis","1","861073","Festuca brachyphylla subsp. breviculmis","1","subspecies","","","","Fred.","Poaceae","Festuca","Festuca","1","brachyphylla","brachyphylla","1","","","","subsp.","breviculmis","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:414639","","Y","Synonym","Festuca brachyphylla","Festuca brachyphylla","Schult. & Schult.f.","861071","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:414636","","Poaceae","1","1","wcvp","",true,543
