yos
Lotus douglasii
Lupinus vallicola
Arenaria californica
Lepidium texanum
Fritillaria multiflora
Brodiaea pulchella
Festuca megalura
Sairocarpus cornutus
Tanacetum parthenium
Luzula macrantha
Dichelostemma capitatum
Lupinus nanus
Dodecatheon hendersonii
Erythranthe bicolor
Silene californica
Boechera sparsiflora
Bromus mollis
Poa compressa
Vinca major
Berberis aquifolium
Pogogyne douglasii
Epilobium brachycarpum
Cytisus scoparius
Ajuga reptans
Ceanothus cuneatus
Drosera rotundifolia
Humulus lupulus
Navarretia sinistra
Arenaria aculeata
Eremogone aculeata
Corylus cornuta
Ceanothus fresnensis
Chrysothamnus nauseosus
Corylus californica
Hackelia velutina
Platanthera yosemitensis
Sparganium natans
Potamogeton pusillus
Potamogeton alpinus
Erigeron aequifolius
Orthocarpus luteus
Eleocharis decumbens
Eleocharis parishii
Salix lucida
Spiranthes stellata
Sisyrinchium elmeri
Delphinium gracilentum
Gentianopsis simplex
Veronica americana
Perideridia lemmonii
Camassia leichtlinii
Lotus crassifolius
Downingia montana
Lewisia nevadensis
Spiranthes romanzoffiana
Claytonia rubra
Ranunculus aquatilis
Veronica serpyllifolia
Equisetum arvense
Mimulus montioides
Salix prolixa
Achnatherum latiglume
Lupinus rivularis
Lessingia filaginifolia
Minuartia douglasii
Allium yosemitense
Ericameria cuneata
Arnica parryi
Geranium dissectum
Amsinckia menziesii
Amsinckia lycopsoides
Notholithocarpus densiflorus
Arnica ovata
Diplacus nanus
Vitis californica
Primula tetrandra
Silene latifolia
Nemophila parviflora
Arabis hirsuta
Carex stipata
Lycopus uniflorus
Melilotus alba
Chenopodium botrys
Hypochoeris radicata
Madia exigua
Hypericum perforatum
Piperia elegans
Solidago occidentalis
Trifolium pratense
Phalaris angusta
Rubus ursinus
Nicotiana acuminata
Sisymbrium erysimoides
Boechera arcuata
Melica poaeoides
Helianthus annuus
Hemizonia kelloggii
Silene occidentalis
Ceanothus prostratus
Viola nephrophylla
Arabis holboellii
Brassica campestris
Nemophila maculata
Tropidocarpum gracile
Lotus argophyllus
Epilobium paniculatum
Heracleum lanatum
Lithophragma affinis
Peltiphyllum peltatum
Gnaphalium chilense
Lupinus bicolor
Erodium botrys
Arenaria douglasii
Asclepias mexicana
Convolvulus arvensis
Ranunculus hebecarpus
Glecoma hederacea
Microseris linearifolia
Pinus ponderosa
Nicotiana attenuata
Brodiaea laxa
Mimulus bolanderi
Mimulus floribundus
Mimulus pilosus
Habenaria dilatata
Salix mackenziana
Orthocarpus purpurascens
Sparganium simplex
Alisma triviale
Bromus commutatus
Echinochloa crusgalli
Digitaria ischaemum
Eragrostis cilianensis
Pellaea longimucronata
Aspidotis californica
Triticum aestivum
Apocynum pumilum
Ranunculus orthorhynchus
Alisma plantago-aquatica
Penstemon procerus
Scirpus pungens
Penstemon heterophyllus
Euthamia occidentalis
Mimulus pulchellus
Descurainia pinnata
Kumlienia hystricula
Bromus rigidus
Gratiola neglecta
Mimulus torreyi
Mimulus geniculatus
Avena fatua
Navarretia viscidula
Taxus brevifolia
Carex brainerdii
Saxifraga californica
Juncus ensifolius
Hordeum vulgare
Trifolium wormskioldii
Equisetum laevigatum
Polygonum hydropiperoides
Clarkia gracilis
Lotus purshianus
Disporum hookeri
Anthemis cotula
Sidalcea asprella
Polypogon monspeliensis
Hulsea heterochroma
Rosa pisocarpa
Bromus racemosus
Cyperus esculentus
Mulgedium pulchellum
Scirpus acutus
Mimulus moniliformis
Monolopia major
Poa epilis
Stuckenia filiformis
Selaginella watsoni
Erigeron petiolaris
Isoetes howellii
Castilleja pilosa
Carex gymnoclada
Carex praeceptorium
Ribes divaricatum
Gentiana holopetala
Sisyrinchium idahoense
Orobanche corymbosa
Bromus porteri
Salix boothii
Carex parryana
Cryptantha glomeriflora
Erigeron linearis
Crepis intermedia
Senecio cymbalarioides
Elatine rubella
Rorippa curvipes
Comastoma tenellum
Draba cruciata
Vaccinium arbuscula
Limosella acaulis
Pinus flexilis
Calandrinia breweri
Juniperus communis
Nama rothrockii
Angelica capitellata
Galium parisiense
Collinsia linearis
Castilleja attenuata
Zigadenus exaltatus
Galium porrigens
Agoseris grandiflora
Erythranthe grayi
Lomatium macrocarpum
Berberis dictyota
Pseudognaphalium californicum
Calycanthus occidentalis
Phoradendron villosum
Torilis nodosa
Diplacus bolanderi
Astragalus didymocarpus
Vaccinium caespitosum
Rorippa sinuata
Kalmia microphylla
Symphyotrichum eatonii
Lupinus confertus
Berberis pumila
Sericocarpus rigidus
Darmera peltata
Glyceria striata
Arctostaphylos manzanita
Frasera speciosa
Ribes sanguineum
Lepidium ruderale
Mimulus bicolor
Populus trichocarpa
Rigiopappus leptocladus
Agrostis microphylla
Trifolium variegatum
Salix exigua
Cardamine nuttallii
Euphorbia serpillifolia
Aster oregonensis
Arabis repanda
Allium bisceptrum
Vulpia bromoides
Sclerolinon digynum
Pectocarya pusilla
Erythranthe androsacea
Piperia elongata
Dicentra chrysantha
Rubus glaucifolius
Lithocarpus densiflora
Lithocarpus densiflorus
Ceanothus arcuatus
Chaenactis stevioides
Holocarpha virgata
Petrorhagia dubia
Cheilanthes californica
Osmorhiza occidentalis
Woodwardia fimbriata
Silene verecunda
Cuscuta subinclusa
Pseudognaphalium thermale
Mimulus filicaulis
Eriophyllum congdonii
Clarkia australis
Batrachospermum gelatinosum
Rumex pulcher
Vaccinium membranaceum
Salix laevigata
Carex serratodens
Salix hindsiana
Chaenactis glabriuscula
Calochortus minimus
Trifolium bifidum
Erythranthe inconspicua
Trichostema lanceolatum
Calycadenia multiglandulosa
Horkelia tridentata
Lathyrus lanszwertii
Erythranthe filicaulis
Plagiobothrys bracteatus
Scutellaria tuberosa
Senecio serra
Melica subulata
Collomia heterophylla
Verbascum thapsus
Scirpus diffusus
Lithophragma affine
Iris missouriensis
Acmispon parviflorus
Phoradendron pauciflorum
Angelica breweri
Diplacus pulchellus
Gratiola ebracteata
Mimulus androsaceus
Castilleja lineariloba
Juncus triformis
Lotus pinnatus
Diplacus graniticola
Limnanthes alba
Madia yosemitana
Ericameria arborescens
Andropogon virginicus
Cyperus eragrostis
Cephalanthus occidentalis
Phoradendron libocedri
Navarretia intertexta
Linanthus montanus
Veronica persica
Helianthus californicus
Navarretia crystallina
Lythrum hyssopifolia
Lipocarpha micrantha
Muhlenbergia minutissima
Bidens cernua
Ludwigia palustris
Panicum rigidulum
Nuphar lutea
Linanthus filipes
Psilocarphus brevissimus
Galium parishii
Narthecium californicum
Achnatherum lettermanii
Apocynum × floribundum
Layia platyglossa
Nassella viridula
Helenium puberulum
Agrostis perennans
Amsinckia spectabilis
Dodecatheon pulchellum
Penstemon confertus
Elymus caninus
Festuca trachyphylla
Melica torreyana
Clarkia unguiculata
Eurybia radulina
Allophyllum divaricatum
Daucus pusillus
Festuca temulenta
Elymus stebbinsii
Pterostegia drymarioides
Acmispon micranthus
Acmispon argophyllus
Centaurea melitensis
Medicago hispida
Melilotus indica
Briza minor
Scleranthus annuus
Githopsis diffusa
Hesperevax acaulis
Pellaea andromedifolia
Phacelia imbricata
Arctostaphylos mewukka
Centaurea stoebe
Symphyotrichum ascendens
Dentaria corymbosa
Whitneya dealbata
Poa unilateralis
Pentagramma triangularis
Elymus scribneri
Kyhosia bolanderi
Salix gooddingii
Erigeron tener
Malacothrix clevelandii
Senecio lugens
Ribes oxyacanthoides
Solanum nigrum
Elymus strigatus
Erythranthe arenaria
Lessingia lemmonii
Calliscirpus brachythrix
Schoenoplectus acutus
Erysimum occidentale
Carex tiogana
Myriophyllum sibiricum
Calamagrostis bolanderi
Saxifraga integrifolia
Sambucus melanocarpa
Allium tribracteatum
Quercus wislizeni
Quercus morehus
Castilleja densiflora
Lithophragma heterophyllum
Clarkia virgata
Schoenoplectus subterminalis
Brasenia schreberi
Utricularia gibba
Polygonum amphibium
Mentha canadensis
Allium amplectens
Eulophus bolanderi
Pinus monophylla
Solanum umbelliferum
Epilobium torreyi
Agrostis viridis
Orthocarpus cuspidatus
Navarretia modocensis
Bidens tripartita
Potamogeton robbinsii
Triodanis biflora
Hesperostipa comata
Carex cusickii
Carex livida
Sedella pumila
Callitriche marginata
Nuphar polysepalum
Carex paucicostata
Carex alma
Torilis arvensis
Typha latifolia
Parapholis incurva
Filago gallica
Phoradendron serotinum
Linanthus bicolor
Parvisedum pumilum
Carex diandra
Carex viridula
Potamogeton foliosus
Streptanthus diversifolius
Agoseris elata
Clarkia affinis
Limnanthes montana
Allophyllum glutinosum
Delphinium patens
Navarretia vividior
Rotala ramosior
Lactuca tatarica
Cryptantha muriculata
Orthocarpus densiflorus
Orthocarpus linearilobus
Penstemon oreocharis
Agrostis palustris
Calamagrostis inexpansa
Danthonia americana
Hordeum nodosum
Panicum pacificum
Arabis inamoena
Rhodiola rosea
Elodea canadensis
Rubus ulmifolius
Digitalis purpurea
Oxalis albicans
Calystegia malacophylla
Oxalis suksdorfii
Eunanus pulchellus
Mollugo verticillata
Eleocharis ovata
Crassula aquatica
Persicaria punctata
Juncus laccatus
Lythrum portula
Eleocharis obtusa
Sedum radiatum
Packera pseudaurea
Ceanothus velutinus
Sambucus microbotrys
Amelanchier pallida
Poa hanseni
Stellaria obtusa
Lilium washingtonianum
Brodiaea hyacinthina
Orthocarpus lacerus
Agrostis oregonensis
Eleocharis bolanderi
Balsamorhiza sagittata
Boechera pratincola
Medicago sativa
Heterotheca villosa
Cryptogramma cascadensis
Brassica rapa
Stellaria borealis
Erigeron barbellulatus
Lactuca serriola
Centaurea solstitialis
Nicotiana quadrivalvis
Collinsia wrightii
Camissonia campestris
Adiantum pedatum
Cynoglossum officinale
Castilleja minor
Valeriana sitchensis
Calyptridium paniculatum
Sinapis arvensis
Lupinus superbus
Quercus wislizenii
Rhus trilobata
Scutellaria siphocampyloides
Lepechinia calycina
Carex tompkinsii
Pentagramma pallida
Clematis lasiantha
Cinna latifolia
Pinus sabiniana
Equisetum kansanum
Phoradendron bolleanum
Bromus grandis
Spiraea douglasii
Maianthemum racemosum
Lupinus densiflorus
Juncus acuminatus
Azolla filiculoides
Polystichum lonchitis
Hesperochiron nanus
Acmispon nevadensis
Oxalis stricta
Juncus uncialis
Frangula californica
Anthemis arvensis
Oenothera biennis
Aesculus californica
Centaurea maculosa
Githopsis specularioides
Phlox speciosa
Silene bernardina
Perideridia gairdneri
Erythranthe cardinalis
Stellaria nitens
Polygonum kelloggii
Brodiaea congesta
Mentzelia lindleyi
Packera streptanthifolia
Filago californica
Erigeron salsuginosus
Ceanothus oliganthus
Calochortus luteus
Zeltnera abramsii
Mimulus microphyllus
Athyrium americanum
Lysiloma candidum
Penstemon azureus
Lupinus hypolasius
Orthocarpus copelandii
Arenaria verna
Clematis ligusticifolia
Datisca glomerata
Clarkia elegans
Scutellaria angustifolia
Pellaea andromedaefolia
Rubus laciniatus
Osmorhiza purpurea
Carex amplectens
Trifolium wormskjoldii
Silene laciniata
Persicaria hydropiperoides
Chamaesyce serpillifolia
Sambucus cerulea
Lithophragma parviflorum
Symphoricarpos acutus
Apocynum floribundum
Hypericum androsaemum
Allium serratum
Triteleia laxa
Styrax redivivus
Asarum hartwegi
Dendromecon rigida
Berberis pinnata
Loeseliastrum schottii
Juncus longistylis
Smilacina stellata
Psilocarphus oregonus
Festuca supina
Carex luzulifolia
Epilobium latifolium
Stenotus acaulis
Phoenicaulis cheiranthoides
Erigeron eatonii
Erigeron clokeyi
Epilobium saximontanum
Mitella pentandra
Castilleja disticha
Artemisia arctica
Botrychium minganense
Clarkia heterandra
Salix drummondiana
Poa fendleriana
Montia alpina
Saxifraga rivularis
Croton setiger
Ptelea crenulata
Triteleia hyacinthina
Cicuta douglasii
Cyperus aristatus
Spergula arvensis
Anelsonia eurycarpa
Carex praticola
Carex brevipes
Astragalus purshii
Rumex californicus
Anemone drummondii
Botrychium yaaxudakeit
Botrychium ascendens
Aster integrifolius
Chamerion latifolium
Polystichum kruckebergii
Symphoricarpos vaccinioides
Eriogonum microtheca
Penstemon speciosus
Polemonium caeruleum
Lomatium dissectum
Cordylanthus wrightii
Artemisia californica
Chrysothamnus parryi
Pyrola aphylla
Monardella linoides
Plagiobothrys reticulatus
Pentachaeta exilis
Quercus grisea
Quercus lobata
Asclepias californica
Chrysanthemum leucanthemum
Erigeron ramosus
Vancouveria planipetala
Gilia achilleaefolia
Polypodium calirhiza
Scorzonella nutans
Lupinus torreyi
Artemisia arbuscula
Aphyllon franciscanum
Agrostis densiflora
Xanthoxalis fontana
Pellaea brachyptera
Arnica latifolia
Draba glacialis
Juncus saximontanus
Arenaria pusilla
Ranunculus pusillus
Sidalcea multifida
Carex angustata
Cheilanthes clevelandii
