yos
Achillea lanulosa
Leptosiphon ciliatus
Juncus hemiendytus
Hackelia nervosa
Dodecatheon subalpinum
Erythranthe lewisii
Phalacroseris bolanderi
Hackelia mundula
Erythranthe moschata
Platanthera sparsiflora
Menyanthes trifoliata
Platanthera leucostachys
Helenium bigelovii
Oreobolopsis clementis
Melica stricta
Eriophyllum lanatum
Arctostaphylos nevadensis
Hulsea brevifolia
Primula hendersonii
Brodiaea lutea
Senecio aronicoides
Lomatium nevadense
Triteleia dudleyi
Stellaria crispa
Torreyochloa erecta
Veronica cusickii
Eleocharis pauciflora
Epilobium angustifolium
Kelloggia galioides
Phacelia hydrophylloides
Holodiscus microphyllus
Leucothoe davisiae
Scrophularia californica
Triantha occidentalis
Tofieldia occidentalis
Ceanothus cordulatus
Mimulus lewisii
Saxifraga tolmiei
Scirpus clementis
Arabis platysperma
Orobanche fasciculata
Boechera covillei
Monolepis nuttalliana
Diplacus mephiticus
Abies magnifica
Agoseris glauca
Dudleya cymosa
Prunus emarginata
Cornus nuttallii
Epilobium canum
Minuartia pusilla
Micranthes nidifica
Cheilanthes gracillima
Arctostaphylos patula
Zauschneria californica
Salix jepsoni
Pinus jeffreyi
Glyceria elata
Arabidopsis thaliana
Capsella bursa-pastoris
Dactylis glomerata
Descurainia incisa
Malva parviflora
Urtica urens
Ribes lasianthum
Lonicera conjugialis
Elymus spicatus
Pyrola picta
Pellaea mucronata
Pinus monticola
Bromus suksdorfii
Gayophytum ramosissimum
Erigeron peregrinus
Cryptantha muricata
Melica aristata
Malacothrix floccifera
Lonicera interrupta
Phacelia curvipes
Lupinus pratensis
Lilium parvum
Callitriche verna
Orthilia secunda
Juncus capillaris
Juncus tiehmii
Carex echinata
Juncus bryoides
Trifolium repens
Lupinus argenteus
Eriogonum wrightii
Gilia leptalea
Allium campanulatum
Toxicoscordion venenosum
Agoseris aurantiaca
Podagrostis humilis
Caltha howellii
Pedicularis semibarbata
Penstemon laetus
Linanthus pungens
Mimulus guttatus
Mimulus nanus
Ribes roezlii
Athyrium filix-femina
Deschampsia caespitosa
Elymus glaucus
Cynoglossum occidentale
Eragrostis mexicana
Lupinus grayi
Aconitum columbianum
Draperia systyla
Elymus multisetus
Lewisia disepala
Osmorhiza berteroi
Polygonum minimum
Aconogonon phytolaccifolium
Naiocrene parvifolia
Mimulus moschatus
Epilobium glaberrimum
Boechera davidsonii
Arabis davidsonii
Erigeron foliosus
Micranthes bryophora
Haplopappus whitneyi
Artemisia norvegica
Astragalus bolanderi
Arabis lyalli
Carex sartwelliana
Sequoiadendron giganteum
Quercus chrysolepis
Chamaebatia foliolosa
Phacelia mutabilis
Abies concolor
Brodiaea elegans
Corylus rostrata
Rosa bridgesii
Juncus oxymeris
Madia elegans
Pleuricospora fimbriolata
Salix scouleriana
Heracleum maximum
Diplacus torreyi
Quercus kelloggii
Bromus orcuttianus
Asyneuma prenanthoides
Hosackia crassifolia
Hosackia oblongifolia
Trifolium breweri
Asarum lemmonii
Viola lobata
Drymocallis glandulosa
Frangula rubra
Turritis glabra
Sidalcea oregana
Cornus sericea
Galium sparsiflorum
Erythranthe guttata
Agastache urticifolia
Prunella vulgaris
Oxypolis occidentalis
Pseudostellaria jamesiana
Adenocaulon bicolor
Calocedrus decurrens
Hieracium albiflorum
Pinus lambertiana
Rudbeckia californica
Platanthera dilatata
Juncus effusus
Euphorbia serpyllifolia
Iris hartwegii
Epilobium exaltatum
Madia minima
Geranium californicum
Stellaria jamesiana
Carex amplifolia
Luzula multiflora
Clintonia uniflora
Cordylanthus pilosus
Cephalanthera austinae
Lithophragma bolanderi
Juncus dubius
Sium suave
Ceanothus parvifolius
Dicentra formosa
Hydrophyllum occidentale
Arnica dealbata
Carex laeviculmis
Juncus exiguus
Erythranthe microphylla
Boechera repanda
Torreya californica
Chaenactis douglasii
Cypripedium montanum
Myrica hartwegii
Sarcodes sanguinea
Sanicula graveolens
Juncus xiphioides
Bromus vulgaris
Clarkia biloba
Solidago elongata
Polystichum imbricans
Myriopteris gracillima
Myriopteris intertexta
Jensia yosemitana
Plagiobothrys nothofulvus
Pterospora andromedea
Collomia grandiflora
Claytonia parviflora
Oenothera elata
Collinsia tinctoria
Poa pratensis
Onychium densum
Mimulus nasutus
Balsamorhiza deltoidea
Solidago velutina
Ceanothus leucodermis
Symphyotrichum bracteolatum
Polygonum persicaria
Calochortus superbus
Medicago lupulina
Hypochaeris glabra
Eleocharis bella
Mertensia ciliata
Hypericum formosum
Thalictrum fendleri
Viola blanda
Polygonum aviculare
Sambucus nigra
Rhododendron occidentale
Circaea alpina
Sedum spathulifolium
Leptosiphon bicolor
Rubus parviflorus
Arnica longifolia
Delphinium hansenii
Galium aparine
Garrya fremontii
Arnica discoidea
Montia parvifolia
Hesperochiron californicus
Mimulus layneae
Listera convallarioides
Asarum hartwegii
Geranium incisum
Ribes viscosissimum
Cornus stolonifera
Phacelia racemosa
Saxifraga odontoloma
Pseudotsuga menziesii
Caltha leptosepala
Ceanothus integerrimus
Rorippa nasturtium-aquaticum
Erythranthe corallina
Asclepias speciosa
Hesperochiron pumilus
Senecio clarkianus
Lupinus arbustus
Acer macrophyllum
Piperia transversa
Panicum acuminatum
Equisetum hyemale
Clarkia rhomboidea
Phoradendron juniperinum
Athysanus pusillus
Ranunculus occidentalis
Cardamine breweri
Holcus lanatus
Artemisia dracunculus
Eragrostis pilosa
Rhamnus rubra
Epilobium densiflorum
Populus tremula
Saxifraga mertensiana
Libocedrus decurrens
Sambucus mexicana
Mentzelia dispersa
Stachys ajugoides
Lessingia leptoclada
Zigadenus paniculatus
Lotus nevadensis
Wyethia angustifolia
Myosotis discolor
Cardamine oligosperma
Bromus sterilis
Juncus occidentalis
Phleum pratense
Bromus inermis
Dianthus barbatus
Agrostis gigantea
Lychnis coronaria
Polygonum lapathifolium
Chimaphila umbellata
Carex deweyana
Piperia colemanii
Poa scabrella
Mimulus laciniatus
Arceuthobium americanum
Eriophyllum nubigenum
Mimulus luteus
Zigadenus venenosus
Sparganium emersum
Diplacus layneae
Agrostis pallens
Camissonia lacustris
Saxifraga oregana
Camissonia sierrae
Carex multicaulis
Erythranthe nasuta
Phacelia quickii
Potamogeton natans
Galium bolanderi
Castilleja lacera
Pellaea glaciogena
Solanum xanti
Mimulus mephiticus
Mimulus arenarius
Heterocodon rariflorum
Cephalanthera austiniae
Crepis acuminata
Drymocallis hansenii
Callitriche heterophylla
Festuca occidentalis
Cheilanthes intertexta
Camassia quamash
Stephanomeria lactucina
Plantago lanceolata
Dianthus armeria
Polygonum hydropiper
Polycarpon tetraphyllum
Parthenocissus vitacea
Cynodon dactylon
Plantago major
Echinochloa crus-galli
Amaranthus blitoides
Lolium multiflorum
Cinna bolanderi
Eriophorum gracile
Utricularia intermedia
Glyceria borealis
Dulichium arundinaceum
Utricularia minor
Carex feta
Carex luzulina
Elatine chilensis
Chenopodium album
Setaria viridis
Verbena lasiostachys
Poa nemoralis
Rhamnus ilicifolia
Adenostoma fasciculatum
Centaurium venustum
Madia gracilis
Monardella lanceolata
Clarkia williamsonii
Monardella breweri
Castilleja tenuis
Erythranthe laciniata
Erigeron strigosus
Rudbeckia hirta
Oxalis corniculata
Chamaesyce serpyllifolia
Carex densa
Muhlenbergia schreberi
Digitaria sanguinalis
Agrostis capillaris
Poa bulbosa
Hieracium argutum
Parnassia palustris
Vulpia myuros
Festuca arundinacea
Phlox hoodii
Poa nervosa
Cryptantha ambigua
Stipa lemmonii
Festuca microstachys
Melica californica
Melica imperfecta
Stipa thurberiana
Selaginella hansenii
Thysanocarpus curvipes
Acmispon strigosus
Eriodictyon californicum
Phacelia vallicola
Lotus strigosus
Lupinus albifrons
Arabis sparsiflora
Acmispon maritimus
Galium pubens
Bromus rubens
Festuca reflexa
Pityrogramma triangularis
Selaginella hanseni
Camissonia contorta
Cyperus inflexus
Stenophyllus capillaris
Eleocharis engelmannii
Bulbostylis capillaris
Lipocarpha occidentalis
Circaea pacifica
Micranthes odontoloma
Cheilanthes siliquosa
Dryopteris arguta
Polystichum munitum
Arnica amplexifolia
Brickellia grandiflora
Heuchera micrantha
Penstemon breviflorus
Persicaria maculosa
Haplopappus cuneatus
Solidago canadensis
Elymus smithii
Eupatorium occidentale
Dicentra pauciflora
Stachys albens
Smilacina amplexicaulis
Alopecurus aequalis
Erigeron canadensis
Phacelia ramosissima
Marsilea vestita
Ranunculus aquatilus
Polypodium hesperium
Tribulus terrestris
Scirpus cyperinus
Xanthium strumarium
Raphanus raphanistrum
Trifolium hirtum
Carex limosa
Carex canescens
Gayophytum heterozygum
Gayophytum eriospermum
Triteleia lugens
Mimulus leptaleus
Navarretia capillaris
Doellingeria breweri
Danthonia californica
Gnaphalium palustre
Juncus balticus
Trifolium bolanderi
Carex nebrascensis
Epilobium halleanum
Ivesia unguiculata
Trifolium longipes
Eleocharis palustris
Rubus leucodermis
Rhamnus californica
Rosa gymnocarpa
Amaranthus albus
Datura wrightii
Pinus attenuata
Agnorhiza elata
Robinia pseudoacacia
Fallopia convolvulus
Nemophila heterophylla
Polygonum convolvulus
Agrostis alba
Agrostis diegoensis
Agrostis stolonifera
Malus sylvestris
Prunus cerasifera
Syringa vulgaris
Salix ligulifolia
Carex senta
Equisetum ferrissii
Leucanthemum vulgare
Cyperus squarrosus
Mimetanthe pilosa
Cistanthe umbellata
Delphinium decorum
Aquilegia formosa
Calandrinia ciliata
Ranunculus californicus
Viola pedunculata
Umbellularia californica
Calochortus nuttallii
Calochortus venustus
Calochortus nudus
Epipactis gigantea
Goodyera oblongifolia
Habenaria leucostachys
Zeltnera venusta
Clarkia purpurea
Godetia viminea
Lupinus stiversii
Castilleja parviflora
Mimulus cardinalis
Muhlenbergia rigens
Panicum occidentale
Conyza canadensis
Gnaphalium canescens
Scirpus microcarpus
Acmispon americanus
Juncus tenuis
Ceanothus diversifolius
Festuca myuros
Juglans regia
Castilleja affinis
Brickellia californica
Ammannia coccinea
Lindernia dubia
Cercis occidentalis
Arnica diversifolia
Pectiantia breweri
Cirsium occidentale
Sisymbrium altissimum
Descurainia sophia
Sisymbrium irio
Monardella candicans
Nassella pulchra
Pinus murrayana
Allophyllum integrifolium
Bromus arenarius
Cryptantha torreyana
Hordeum murinum
Matricaria discoidea
Hosackia incana
Erigeron divergens
Hirschfeldia incana
Sericocarpus oregonensis
Keckiella breviflora
Hypericum scouleri
Eriogonum roseum
Lupinus excubitus
Fritillaria micrantha
Ericameria nauseosa
Silene bridgesii
Geranium carolinianum
Arctostaphylos viscida
Rumex acetosella
Gilia capitata
Linanthus dichotomus
Oenothera hookeri
Setaria pumila
Trifolium obtusiflorum
Hypericum calycinum
Vitis vinifera
Barbarea vulgaris
Penstemon bridgesii
Cheilanthes covillei
Lotus micranthus
Yabea microcarpa
Eriophyllum confertiflorum
Philadelphus lewisii
Prunus virginiana
Hosackia torreyi
Trifolium willdenovii
Arabis glabra
Agoseris heterophylla
Agoseris retrorsa
Caucalis microcarpa
Montia fontana
Salix lasiolepis
Arabis rectissima
Potentilla glandulosa
Geranium richardsonii
Rhamnus crocea
Habenaria sparsiflora
Delphinium hanseni
Viola purpurea
Clarkia viminea
Raillardia scaposa
Rosa woodsii
Phacelia purpusii
Lepidium densiflorum
Chorizanthe membranacea
Phoradendron leucarpum
Veronica scutellata
Veronica anagallis-aquatica
Rosa californica
Tragopogon dubius
Bromus diandrus
Rumex crispus
Cynosurus echinatus
Anagallis arvensis
Stellaria media
Cryptantha simulans
Medicago polymorpha
Aira caryophyllea
Sagina procumbens
Anthriscus caucalis
Achnatherum nelsonii
Bromus secalinus
Oxalis dillenii
Acer circinatum
Staphylea bolanderi
Sonchus asper
Viola odorata
Carduus pycnocephalus
Polygonum arenastrum
Sonchus oleraceus
Rubus discolor
Marrubium vulgare
Geranium robertianum
Taraxacum officinale
Cerastium glomeratum
Chamomilla suaveolens
Solidago californica
Lotus oblongifolius
Foeniculum vulgare
Sedum album
Juglans hindsii
Bromus hordeaceus
Bromus japonicus
Amsinckia intermedia
Erigeron annuus
Galium boreale
Eremocarpus setigerus
Glechoma hederacea
Genista linifolia
Myosotis stricta
Ranunculus muricatus
Veronica arvensis
Myosotis micrantha
Dysphania botrys
Melica harfordii
Dichanthelium acuminatum
Aphyllon purpureum
Trifolium dubium
Silene antirrhina
Viola arvensis
Erodium cicutarium
Allotropa virgata
Panicum capillare
Polypogon maritimus
Stipa latiglumis
Plagiobothrys stipitatus
Pyrola asarifolia
Lotus americanus
Carex bolanderi
Galium trifidum
Glyceria pauciflora
Phacelia egena
Phacelia humilis
Asclepias fascicularis
Claytonia perfoliata
Salix lasiandra
Festuca subulata
Hieracium murorum
Bistorta bistortoides
Stephanomeria virgata
Trichostema oblongum
Chenopodium desiccatum
Chenopodium pratericola
Lepidium ramosissimum
Vicia sativa
Arum italicum
Eriogonum gracile
Poa trivialis
Senecio vulgaris
Vaccinium shastense
Lathyrus latifolius
Lolium temulentum
Juncus confusus
Populus tremuloides
Acer glabrum
Draba verna
Alnus rhombifolia
Pyrus communis
Bromus madritensis
Cordylanthus tenuis
Mentha arvensis
Torreyochloa pallida
Osmorhiza brachypoda
Asclepias cordifolia
Brodiaea coronaria
Rhus diversiloba
Arceuthobium campylopodum
Hemizonella minima
Caltha biflora
Corallorhiza striata
Ranunculus hystriculus
Arrhenatherum elatius
Quercus douglasii
Quercus garryana
Erythranthe erubescens
Microsteris gracilis
Gentiana simplex
Lilium kelleyanum
Carex praegracilis
Bromus marginatus
Sitanion hansenii
Stipa lettermanii
Stipa columbiana
Dieteria canescens
Dicentra uniflora
Sidalcea glaucescens
Pseudostellaria sierrae
Cardamine californica
Cryptantha echinella
Viola bakeri
Myriopteris wrightii
Ehrendorferia chrysantha
Penstemon roezlii
Boechera rectissima
Hieracium gracile
Juncus covillei
Erythranthe floribunda
Micranthes californica
Ribes lacustre
Polygonum phytolaccifolium
Triteleia montana
Arnica chamissonis
Lupinus andersonii
Sceptridium multifidum
Lewisia kelloggii
Nuphar polysepala
Smilacina racemosa
Carex ormantha
Spiranthes porrifolia
Lupinus sellulus
Saxifraga punctata
Scirpus congdonii
Raphanus sativus
Epilobium oregonense
Carex preslii
Phacelia heterophylla
Symphoricarpos mollis
Madia glomerata
Viola glabella
Viola sheltonii
Brodiaea gracilis
Lomatium triternatum
Carex kelloggii
Poa gracillima
Aphyllon fasciculatum
Agrostis rossae
Bryanthus breweri
Castilleja culbertsonii
Salix sitchensis
Orobanche uniflora
Vicia americana
Nemophila menziesii
Fragaria vesca
Galium mexicanum
Cirsium vulgare
Dichelostemma volubile
Trillium angustipetalum
Corallorrhiza striata
Eschscholzia californica
Pycnanthemum californicum
Lupinus albicaulis
Brodiaea volubilis
Apocynum cannabinum
Galium asperrimum
Calycadenia mollis
Lathyrus nevadensis
Euphorbia crenulata
Sidalcea malviflora
Montia perfoliata
Scutellaria bolanderi
Antirrhinum leptaleum
Lupinus fulcratus
Chlorogalum pomeridianum
Epilobium pringleanum
Fragaria californica
Cerastium fontanum
Ranunculus uncinatus
Actaea rubra
Veronica peregrina
Crepis capillaris
Vicia californica
Fritillaria affinis
Collinsia childii
Montia linearis
Cerastium vulgatum
Ranunculus flammula
Smithiastrum prenanthoides
Plagiobothrys tenellus
Nemacladus interior
Vaccinium parvifolium
Cuscuta jepsonii
Boisduvalia densiflora
Osmorhiza chilensis
Orobanche californica
Campanula prenanthoides
Poa palustris
Alopecurus geniculatus
Bellis perennis
Nepeta cataria
Lupinus pachylobus
Hypochaeris radicata
Corethrogyne filaginifolia
Monardella villosa
Pteryxia terebinthina
Prunus subcordata
Lathyrus sulphureus
Avena barbata
Cryptantha flaccida
Solidago stricta
Antennaria argentea
Plagiobothrys myosotoides
Prunus persica
Piperia unalascensis
Arctostaphylos mariposa
Cercocarpus betuloides
Eschscholzia caespitosa
Minuartia californica
Salix melanopsis
Physocarpus capitatus
Sidalcea reptans
Equisetum × ferrissii
Galium triflorum
Lupinus formosus
Cordylanthus rigidus
Clarkia dudleyana
Mentha spicata
Plectritis brachystemon
Hordeum marinum
Oenothera contorta
Lomatium utriculatum
Sanicula tuberosa
Dodecatheon hansenii
Rosa pinetorum
