accepted_name,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,parks_outcome,voucher_outcome,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,iNat_needs_ID_only_verdict,symbiota,voucher_notes,iNat_notes,parklist_notes
Leptosiphon filipes,Leptosiphon filipes,current,Polemoniaceae,3.dicot,NA,native,NA,NA,1,NA,1,1,1,1,1,1,1,NA,retain observation,retain on list,"add, voucher found in CCH download",3,1,1911,"Hall, Harvey Monroe",2006,NA,in Symbiota,NA,1 RG observation in iNat - Ackerson Meadow; First published Aliso 19: 80 (2000); vouchers just west of park (Harden Flat),iNat: many RG just west of park near Ackerson Mdw; Taylor: no vouchers in park
Leptosiphon liniflorus,Leptosiphon liniflorus,current,Polemoniaceae,3.dicot,NA,native,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,"retain, new native record","not on parks list, but occurs in park","XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,NA,NA,"ONLY iNat observation outside of Coast Ranges, BUT IDed by Polemoniaceae expert and in Yosemite flora as ""expected below 5500, but no regional vouchers""",NA
Leptosiphon montanus,Leptosiphon montanus,current,Polemoniaceae,3.dicot,NA,native,NA,1,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",3,3,1887,unknown,1943,NA,in Symbiota,NA,NA,"CCH, Taylor: mostly at lower elevations, but a few older vouchers in the park"
Leptosiphon nuttallii,Leptosiphon nuttallii,current,Polemoniaceae,3.dicot,NA,native,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,"retain, new native record",retain on list,"XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,"""reported, but not vouchered west of the crest"" - Dean Taylor's flora; RG observation from west of Virginia Pass, believable",NA
Linanthus dichotomus,Linanthus dichotomus,current,Polemoniaceae,3.dicot,NA,native,5,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,9,6,1885,"Congdon, Joseph Whipple",2006,NA,in Symbiota,NA,NA,NA
Linanthus harknessii,Linanthus harknessii,current,Polemoniaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,18,11,1863,"Brewer, William Henry",2005,NA,in Symbiota,NA,NA,NA
Linanthus pungens,Linanthus pungens,current,Polemoniaceae,3.dicot,NA,native,56,60,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,42,28,1872,"Gray, Asa",2007,NA,in Symbiota,NA,NA,NA
Microsteris gracilis,Microsteris gracilis,current,Polemoniaceae,3.dicot,NA,native,7,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,15,9,1924,"Michael, Enid",2006,NA,in Symbiota,NA,NA,NA
Navarretia crystallina,Navarretia crystallina,current,Polemoniaceae,3.dicot,recent taxon concept,native,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",1,1,1941,"Mason, Herbert L.",1941,NA,NA,2016 taxon concept,NA,NA
Navarretia divaricata,Navarretia divaricata,current,Polemoniaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,13,11,1866,"Bolander, Henry Nicholas",2009,NA,in Symbiota,scattered old vouchers from Yosemite; several new ones from just outside the park; but no recent vouchers in the park,NA,NA
Navarretia intertexta,Navarretia intertexta,current,Polemoniaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,1,1943,"Sharsmith, Carl W.",1961,NA,in Symbiota,NA,NA,iNat: many RG just west of park near Ackerson Mdw; Taylor: no vouchers in park
Navarretia leptalea,Navarretia leptalea,current,Polemoniaceae,3.dicot,NA,native,28,32,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,60,37,1866,"Bolander, Henry Nicholas",1972,NA,in Symbiota,NA,NA,NA
Navarretia linearifolia,Navarretia linearifolia,current,Polemoniaceae,3.dicot,Navarretia sinistra subsp. pinnatisecta,native,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,1,1,2009,"Taylor, Dean William",2009,NA,NA,CCH: no vouchers; gbif: 1 voucher from Colwell & Taylor near Johnson Lake,NA,NA
Navarretia viscidula,Navarretia viscidula,current,Polemoniaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,1901,"Grant, George B.",1901,NA,NA,NA,NA,"iNat: Coast Range and lower elevation foothills; Taylor: multiple Yosemite vouchers; something wrong, because 1 unlikely old voucher in CCH with no coord, nothing in gbif"
Navarretia vividior,Navarretia vividior,current,Polemoniaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,1,1,1941,"Mason, Herbert L.",1941,NA,NA,"1 CCH2 voucher from Miguel Mdw 1940's, but ID determined in 2016",NA,NA
Phlox condensata,Phlox condensata,current,Polemoniaceae,3.dicot,NA,native,6,9,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,12,10,1902,"Hall, Harvey Monroe",2012,NA,in Symbiota,NA,NA,NA
Phlox diffusa,Phlox diffusa,current,Polemoniaceae,3.dicot,NA,native,165,97,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,45,28,1872,"Gray, Asa",2011,NA,in Symbiota,NA,NA,NA
Phlox pulvinata,Phlox pulvinata,current,Polemoniaceae,3.dicot,?,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,2,1935,"Keck, David D.",2012,NA,in Symbiota,NA,NA,"iNat: Great Basin and northern Rockies; a few observations around Yosemite, but these are being relabeled with other names slowly"
Phlox speciosa,Phlox speciosa,current,Polemoniaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,2,1,1880,"Cleveland, Daniel",1897,NA,NA,"1 gbif voucher odd - from Tuolumne Grove, but that is plausible given recent photos",NA,NA
Polemonium californicum,Polemonium californicum,current,Polemoniaceae,3.dicot,NA,native,40,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,28,16,1863,"Brewer, William Henry",2007,NA,in Symbiota,NA,NA,NA
Polemonium eximium,Polemonium eximium,current,Polemoniaceae,3.dicot,NA,native,50,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,37,30,1863,"Brewer, William Henry",2012,NA,in Symbiota,NA,NA,NA
Polemonium occidentale,Polemonium occidentale,current,Polemoniaceae,3.dicot,NA,native,1,NA,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,5,3,1891,"Dodd, Mrs. [initials confusing]",1972,NA,in Symbiota,"CCH: Tuolumne Meadows voucher, same location as 1 iNat",NA,NA
Polemonium pulcherrimum,Polemonium pulcherrimum,current,Polemoniaceae,3.dicot,NA,native,9,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,21,12,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2005,NA,in Symbiota,NA,NA,NA
Bistorta bistortoides,Bistorta bistortoides,current,Polygonaceae,3.dicot,Polygonum bistortoides,native,79,30,NA,1,1,1,1,1,1,1,1,NA,retain observation,"retain, synonym",retain voucher,60,24,1863,"Brewer, William Henry",2007,NA,in Symbiota,NA,NA,NA
Chorizanthe membranacea,Chorizanthe membranacea,current,Polygonaceae,3.dicot,NA,native,5,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,5,4,1883,"Congdon, Joseph Whipple",2005,NA,in Symbiota,NA,NA,NA
Eriogonum gracile,Eriogonum gracile,current,Polygonaceae,3.dicot,NA,native,NA,4,NA,NA,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",1,1,2009,"Smith, Sierra",2009,NA,NA,NA,NA,NA
Eriogonum hirtiflorum,Eriogonum hirtiflorum,current,Polygonaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,NA,1907,"Eastwood, Alice",1923,NA,in Symbiota,NA,NA,"CCH, Taylor: 1 1907 voucher"
Eriogonum incanum,Eriogonum incanum,current,Polygonaceae,3.dicot,NA,native,61,72,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,78,48,1863,"Brewer, William Henry",2009,NA,in Symbiota,NA,NA,NA
Eriogonum lobbii,Eriogonum lobbii,current,Polygonaceae,3.dicot,NA,native,25,27,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,35,18,1887,"Drew, Elmer R.",2011,NA,in Symbiota,NA,NA,NA
Eriogonum luteolum,Eriogonum luteolum,current,Polygonaceae,3.dicot,NA,native,NA,2,NA,NA,NA,NA,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",1,NA,1974,"Reveal, James L.",1974,remove,NA,NA,NA,NA
Eriogonum marifolium,Eriogonum marifolium,current,Polygonaceae,3.dicot,NA,native,NA,3,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,6,4,1911,"Jepson, Willis L.",1987,NA,in Symbiota,"CCH: a number of vouchers from NW Yosemite. Don't think any iNat in Yosemite correct, but 2 good ones in SW Emigrant near border",NA,NA
Eriogonum microtheca,Eriogonum microtheca,current,Polygonaceae,3.dicot,NA,native,1,2,NA,NA,1,NA,NA,1,NA,NA,1,NA,"retain, new native record","not on parks list, but occurs in park","XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,NA,"CCH: collection of vouchers right at Sonoa Pass, but nothing closer; gbif: lots of eastern Sierra vouchers right to the crest; 1 1929 voucher from Tioga Pass, at crest",NA,NA
Eriogonum nudum,Eriogonum nudum,current,Polygonaceae,3.dicot,NA,native,104,99,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,82,47,1863,"Brewer, William Henry",2021,NA,in Symbiota,NA,NA,NA
Eriogonum ovalifolium,Eriogonum ovalifolium,current,Polygonaceae,3.dicot,NA,native,32,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,45,33,1875,"McLean, F. P.",2011,NA,in Symbiota,NA,NA,NA
Eriogonum prattenianum,Eriogonum prattenianum,current,Polygonaceae,3.dicot,NA,native,NA,1,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,3,1909,"Jepson, Willis L.",2010,NA,in Symbiota,NA,NA,"CCH: 1 Taylor, 1 Jepson voucher from Merced River Canyon upstream of LYV-Merced Lake"
Eriogonum rosense,Eriogonum rosense,current,Polygonaceae,3.dicot,NA,native,1,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,6,6,1937,"Sharsmith, Carl W.",2012,NA,in Symbiota,NA,NA,NA
Eriogonum roseum,Eriogonum roseum,current,Polygonaceae,3.dicot,NA,native,1,1,1,1,iNat-not-gbif,1,1,1,1,NA,1,NA,"retain, restricted license",retain on list,retain voucher,34,18,1866,"Bolander, Henry Nicholas",1982,NA,in Symbiota,CCH: many old vouchers; + 1 reliable iNat observation,NA,NA
Eriogonum spergulinum,Eriogonum spergulinum,current,Polygonaceae,3.dicot,NA,native,4,8,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,57,27,1866,"Bolander, Henry Nicholas",2021,NA,in Symbiota,NA,NA,NA
Eriogonum umbellatum,Eriogonum umbellatum,current,Polygonaceae,3.dicot,NA,native,57,32,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,45,26,1866,"Bolander, Henry Nicholas",2021,NA,in Symbiota,NA,NA,NA
Eriogonum wrightii,Eriogonum wrightii,current,Polygonaceae,3.dicot,NA,native,17,27,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,46,26,1872,"Redfield, John H.",2008,NA,in Symbiota,NA,NA,NA
Fallopia convolvulus,Fallopia convolvulus,current,Polygonaceae,3.dicot,Polygonum convolvulus,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,8,6,1888,"Congdon, Joseph Whipple",1998,NA,in Symbiota,NA,NA,NA
Koenigia phytolaccifolia,Koenigia phytolaccifolia,current,Polygonaceae,3.dicot,Polygonum phytolaccifolium,native,3,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,16,8,1889,"Congdon, Joseph Whipple",2007,NA,in Symbiota,NA,NA,NA
Oxyria digyna,Oxyria digyna,current,Polygonaceae,3.dicot,NA,native,31,NA,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,29,18,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",1979,NA,in Symbiota,NA,NA,NA
Persicaria amphibia,Persicaria amphibia,current,Polygonaceae,3.dicot,NA,native,1,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,11,6,1899,"Congdon, Joseph Whipple",2007,NA,in Symbiota,"CCH: lots of recent vouchers, some older vouchers",NA,NA
Persicaria hydropiper,Persicaria hydropiper,current,Polygonaceae,3.dicot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,2,1997,"Taylor, Dean William",2006,NA,in Symbiota,NA,NA,"CCH, Taylor: old and new vouchers, from several locations including Poopenaut Valley, Yosemite Valley"
Persicaria hydropiperoides,Persicaria hydropiperoides,current,Polygonaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,1,1,1912,"Chandler, Harley P.",1912,NA,in Symbiota,"only Yosemite records are from 1 person in 1912, but seems valid and same record at all major CA herbaria",NA,NA
Persicaria lapathifolia,Persicaria lapathifolia,current,Polygonaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,2,1997,"Taylor, Dean William",1998,NA,in Symbiota,NA,NA,"CCH, Taylor: recent vouchers from 2 locations in Yosemite Valley"
Persicaria maculosa,Persicaria maculosa,current,Polygonaceae,3.dicot,Polygonum persicaria,invasive,NA,1,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,13,4,1899,"Congdon, Joseph Whipple",1953,NA,in Symbiota,CCH: quite a few vouchers in Yosemite - surprising no more recent ones given its invasive,NA,NA
Polygonum aviculare,Polygonum aviculare,current,Polygonaceae,3.dicot,Polygonum arenastrum (in part),invasive,NA,5,NA,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park","retain, synonym","retain voucher, synonym",13,9,1907,"Eastwood, Alice",2010,synonym,in Symbiota,NA,NA,NA
Polygonum californicum,Polygonum californicum,current,Polygonaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,NA,1944,"Sharsmith, Carl W.",2006,NA,in Symbiota,NA,NA,CCH: old and new vouchers
Polygonum douglasii,Polygonum douglasii,current,Polygonaceae,3.dicot,Polygonum sawatchense (in part),native,NA,4,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",50,30,1860,"Bolander, Henry Nicholas",2009,NA,in Symbiota,NA,NA,CCH: All pre-split Polygonum douglasii in the Yosemite are Polygonum douglasii var. johnstonii which is now Polygonum sawatchense
Polygonum minimum,Polygonum minimum,current,Polygonaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,18,11,1890,"Congdon, Joseph Whipple",2008,NA,in Symbiota,NA,NA,NA
Polygonum parryi,Polygonum parryi,current,Polygonaceae,3.dicot,NA,native,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,2,1,1881,"Parry, Charles Christopher",1923,NA,NA,"scattered old vouchers near Yosemite, but none explicitly in Yosemite - gbif - 1 at Camp Tawonga, but says on voucher ""Camp Tawenga, Tuolumne, Santa Cruz county"" and ""Flora of Santa Cruz county"" and multiple possible names; second is officially the type specimen from 1881 in Yale museum - but no where on voucher does it give a location; Taylor says in park",NA,NA
Polygonum polygaloides,Polygonum polygaloides,current,Polygonaceae,3.dicot,Polygonum kelloggii (in part),native,2,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,27,13,1860,"Bolander, Henry Nicholas",2005,NA,in Symbiota,NA,NA,NA
Polygonum ramosissimum,Polygonum ramosissimum,current,Polygonaceae,3.dicot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,NA,1890,"Congdon, Joseph Whipple",2009,NA,in Symbiota,NA,NA,"CCH: 1890 Congdon observation; 2009 Yos Valley; Taylor: must not trust 1890 as same species, because says no vouchers in broader Yosemite area, but must have written before 2009 voucher added"
Polygonum sawatchense,Polygonum sawatchense,current,Polygonaceae,3.dicot,Polygonum douglasii var. johnstonii,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,2,2,1911,"Hall, Harvey Monroe",1944,NA,in Symbiota,CCH: vouchers from Hall (1911) Glacier Point and Howell (1944) Tuolumne,NA,NA
Polygonum shastense,Polygonum shastense,current,Polygonaceae,3.dicot,NA,native,10,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,13,10,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2005,NA,in Symbiota,NA,NA,NA
Pterostegia drymarioides,Pterostegia drymarioides,current,Polygonaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,2,1,1944,"Sharsmith, Carl W.",1959,NA,in Symbiota,CCH: 1 Sharsmith voucher just inside park boundary,NA,NA
Rumex acetosella,Rumex acetosella,current,Polygonaceae,3.dicot,NA,invasive,14,27,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,21,10,1878,"Ford, Henry Chapman",2006,NA,in Symbiota,NA,NA,NA
Rumex californicus,Rumex californicus,current,Polygonaceae,3.dicot,Rumex salicifolius var. denticulatus,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",5,2,1936,"Mason, Herbert L.",2005,NA,in Symbiota,NA,NA,"CCH, Taylor: a number of vouchers, mostly at higher elevations"
Rumex conglomeratus,Rumex conglomeratus,current,Polygonaceae,3.dicot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,NA,1911,"Hall, Harvey Monroe",1911,NA,in Symbiota,NA,NA,"CCH, Taylor: 1 1911 voucher from Yosemite Valley"
Rumex crispus,Rumex crispus,current,Polygonaceae,3.dicot,NA,invasive,3,8,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,7,3,1911,"Hall, Harvey Monroe",1998,NA,in Symbiota,NA,NA,NA
Rumex paucifolius,Rumex paucifolius,current,Polygonaceae,3.dicot,NA,native,1,4,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,28,20,1863,"Brewer, William Henry",2006,NA,in Symbiota,NA,NA,NA
Rumex pulcher,Rumex pulcher,current,Polygonaceae,3.dicot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,2004,"Colwell, Alison",2004,NA,in Symbiota,NA,NA,"CCH, Taylor: 1 recent voucher from Big Oak Flat Road"
Rumex salicifolius,Rumex salicifolius,current,Polygonaceae,3.dicot,NA,native,NA,11,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,5,5,1933,"Purer, Edith A.",2010,NA,NA,NA,NA,NA
Rumex triangulivalvis,Rumex triangulivalvis,current,Polygonaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,NA,1907,"Eastwood, Alice",1944,NA,in Symbiota,NA,NA,"iNat: very few observations, but N, S, and E of Yosemite; CCH: old vouchers from several locations"
Rumex utahensis,Rumex utahensis,current,Polygonaceae,3.dicot,NA,native,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",2,2,2012,"Colwell, Alison",2012,NA,NA,NA,NA,NA
Portulaca oleracea,Portulaca oleracea,current,Portulacaceae,3.dicot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,NA,1944,"Sharsmith, Carl W.",1944,NA,in Symbiota,NA,NA,"Taylor/CCH: only 1 old voucher, but Taylor has seen in Yosemite Valley"
Androsace septentrionalis,Androsace septentrionalis,current,Primulaceae,3.dicot,NA,native,1,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,8,6,1907,"Eastwood, Alice",2011,NA,in Symbiota,NA,NA,NA
Lysimachia arvensis,Lysimachia arvensis,current,Primulaceae,3.dicot,Anagallis arvensis,invasive,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,1998,"Adams, Justin",1998,NA,in Symbiota,NA,NA,"CCH, Taylor: 1 Yosemite Valley voucher from after 1997 floods"
Lysimachia latifolia,Lysimachia latifolia,current,Primulaceae,3.dicot,NA,native,1,NA,1,NA,NA,1,NA,x,NA,NA,1,NA,"remove, 02. wrong coordinates",retain on list,"XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,in Symbiota,"CCH: no vouchers; gbif: no vouchers in park; 1 iNat voucher is correct species, but hidden coordinates and taken in a coastal Redwood forest; Taylor: Botti reported seeing, no voucher",NA,NA
