Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Occurrence
YOSE,Yosemite National Park,Vascular Plant,6,,,768427,-9798295,Active,Chamaesyce serpyllifolia ssp. hirtula,,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,,,158946,-502544,Active,Lotus purshianus var. purshianus,"American bird's-foot trefoil, American bird's-foot-trefoil, prairie trefoil, Spanish clover",Lotus unifoliolatus var. unifoliolatus,Present
YOSE,Yosemite National Park,Vascular Plant,6,,,159979,-502640,Inactive,Panicum acuminatum var. acuminatum,,Panicum acuminatum,Present
YOSE,Yosemite National Park,Vascular Plant,6,,,161140,-502999,Active,Tofieldia occidentalis ssp. occidentalis,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,,,666343,-743970,Inactive,Triglochin concinna var. debilis,"arrowgrass, seaside arrowgrass, seaside arrow-grass, shore arrowgrass",Triglochin maritimum,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Alismataceae,140776,38894,Active,Alisma plantago-aquatica,"American waterplantain, European water plantain",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Alismataceae,140802,38917,Active,Sagittaria cuneata,"arumleaf arrowhead, arum-leaf arrowhead, nothern arrowhead, wapato",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Alismataceae,140792,38908,Active,Sagittaria latifolia,"broadleaf arrowhead, common arrowhead, duck-potato, wapato",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Araceae,149496,42591,Active,Lemna gibba,"inflated duckweed, swollen duckweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Araceae,159319,503361,Active,Lemna minuta,least duckweed,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Juncaginaceae,141553,38993,Active,Lilaea scilloides,"awl-leaf lilaea, flowering quillwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Juncaginaceae,141547,38988,Active,Triglochin maritima,"arrow-grass, seaside arrowgrass",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Juncaginaceae,161155,-503005,Inactive,Triglochin palustris,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Potamogetonaceae,206640,526469,Active,Potamogeton alpinus ssp. tenuifolius,alpine pondweed,Potamogeton alpinus,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Potamogetonaceae,206643,526470,Active,Potamogeton epihydrus ssp. nuttallii,ribbonleaf pondweed,Potamogeton epihydrus,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Potamogetonaceae,141593,39029,Active,Potamogeton filiformis,fineleaf pondweed,Stuckenia filiformis ssp. alpina,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Potamogetonaceae,664399,-743838,Active,Potamogeton foliosus var. foliosus,leafy pondweed,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Potamogetonaceae,141597,39032,Active,Potamogeton gramineus,"grassy pondweed, variableleaf pondweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Potamogetonaceae,141570,39008,Active,Potamogeton natans,"broadleaf pondweed, floating pondweed, floatingleaf pondweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Potamogetonaceae,157468,-502764,Active,Potamogeton pusillus var. pusillus,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Potamogetonaceae,215145,529807,Active,Potamogeton pusillus var. tenuissimus,small pondweed,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Alismatales,Potamogetonaceae,158723,504559,Active,Potamogeton robbinsii,"Robbins pondweed, Robbins' pondweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,132572,29437,Active,Angelica breweri,Brewer's angelica,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,132583,29447,Active,Angelica lineariloba,"poison angelica, Sierra angelica",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,134723,29586,Active,Anthriscus caucalis,"bur chervil, burr chervil",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,133391,29457,Active,Cicuta douglasii,"Douglas' waterhemlock, water hemlock, western water hemlock",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,134775,29632,Active,Cymopterus cinerarius,gray springparsley,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,225769,534171,Active,Cymopterus terebinthinus var. californicus,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,133414,29478,Active,Daucus pusillus,"American wild carrot, rattlesnake carrot, rattlesnake weed, southwest wild carrot",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,133449,29509,Active,Foeniculum vulgare,sweet fennel,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,134817,29670,Active,Heracleum lanatum,"common cowparsnip, cow parsnip",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,133474,29531,Active,Ligusticum grayi,"Gray's licoriceroot, Gray's licorice-root",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,210723,528869,Active,Lomatium dissectum var. dissectum,fernleaf biscuitroot,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,135405,29719,Active,Lomatium macrocarpum,"bigseed biscuitroot, bigseed lomatium, largefruit biscuitroot, large-fruit desert-parsley, long mamma",,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,125489,29730,Active,Lomatium nevadense var. parishii,Parish's biscuitroot,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,125513,29752,Active,Lomatium torreyi,Sierra biscuitroot,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,125517,29756,Active,Lomatium utriculatum,common lomatium,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126354,29787,Active,Osmorhiza brachypoda,"California sweetcicely, California sweet-cicely",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126355,29788,Active,Osmorhiza chilensis,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126360,29792,Active,Osmorhiza occidentalis,"sweetanise, western sweetroot",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,133492,29548,Active,Oxypolis occidentalis,western cowbane,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126370,29800,Active,Perideridia bolanderi ssp. bolanderi,Bolander's yampah,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126377,29807,Active,Perideridia howellii,Howell's yampah,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126379,29809,Active,Perideridia lemmonii,Lemmon's yampah,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126385,29814,Active,Perideridia parishii ssp. latifolia,Parish's yampah,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126403,29830,Active,Podistera nevadensis,Nevada podistera,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126423,29849,Active,Sanicula bipinnatifida,purple sanicle,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126427,29852,Active,Sanicula graveolens,"northern sanicle, Sierra sanicle",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126439,29863,Active,Sanicula tuberosa,turkey pea,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126450,29873,Active,Sphenosciadium capitellatum,"button parsley, woollyhead parsnip",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,126456,29879,Active,Tauschia hartwegii,Hartweg's umbrellawort,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,128073,29896,Active,Torilis nodosa,"knotted hedgeparsley, knotted hedge-parsley",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Apiaceae,128082,29903,Active,Yabea microcarpa,"false carrot, false hedge-parsley, falsecarrot",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Apiales,Araliaceae,132501,29373,Active,Aralia californica,California spikenard,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Amaryllidaceae,150324,42709,Active,Allium amplectens,narrowleaf onion,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Amaryllidaceae,150335,42719,Active,Allium campanulatum,"dusky onion, Sierra onion",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Amaryllidaceae,149555,42644,Active,Allium hyalinum,glassy onion,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Amaryllidaceae,87015,182629,Active,Allium obtusum var. conspicuum,red Sierra onion,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Amaryllidaceae,87014,182628,Active,Allium obtusum var. obtusum,"red Sierra onion, red Sierran onion",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Amaryllidaceae,149566,42654,Active,Allium tribracteatum,threebract onion,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Amaryllidaceae,149567,42655,Active,Allium validum,"Pacific onion, swamp onion",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Amaryllidaceae,149569,42657,Active,Allium yosemitense,Yosemite onion,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,200677,523695,Active,Brodiaea elegans ssp. elegans,harvest brodiaea,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,140694,42884,Active,Camassia quamash ssp. quamash,small camas,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,209440,527336,Active,Chlorogalum pomeridianum var. pomeridianum,wavyleaf soap plant,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,206277,524921,Active,Dichelostemma capitatum ssp. capitatum,"bluedick, bluedicks",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,152503,502045,Active,Dichelostemma multiflorum,roundtooth snakelily,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,152509,502048,Active,Dichelostemma volubile,twining snakelily,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,142749,43036,Active,Smilacina racemosa,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,142751,43038,Active,Smilacina stellata,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,142815,43096,Active,Triteleia dudleyi,Dudley's triteleia,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,142817,43098,Active,Triteleia hyacinthina,"white brodiaea, wild hyacinth",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,203947,524780,Active,Triteleia ixioides ssp. anilina,prettyface,Triteleia ixioides var. analina,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,203953,524783,Active,Triteleia ixioides ssp. scabra,prettyface,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,142818,43099,Active,Triteleia laxa,Ithuriel's spear,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,163511,505607,Active,Triteleia lugens,Coast Range triteleia,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Asparagaceae,166427,508161,Active,Triteleia montana,Sierra triteleia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Iridaceae,144306,43210,Active,Iris hartwegii ssp. hartwegii,"Hartweg's iris, rainbow iris",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Iridaceae,144318,43221,Active,Iris missouriensis,"Rocky Mountain iris, western blue flag, wild iris, wildiris",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Iridaceae,144341,43242,Active,Sisyrinchium bellum,western blue-eyed grass,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Iridaceae,145176,43258,Active,Sisyrinchium elmeri,"Elmer's blueeyed grass, Elmer's blue-eyed grass, Elmer's blue-eyed-grass",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Iridaceae,214819,530395,Active,Sisyrinchium idahoense var. occidentale,Idaho blue-eyed grass,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,147948,43517,Active,Cephalanthera austiniae,phantom orchid,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,147955,43523,Active,Corallorrhiza maculata,"spotted coralroot, summer coralroot",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,147958,43526,Active,Corallorrhiza striata,"hooded coralroot, striped coralroot",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,147970,43537,Active,Cypripedium montanum,"mountain lady's slipper, mountain ladyslipper",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,147073,43481,Active,Epipactis gigantea,"giant helleborine, stream orchid",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,147074,43482,Active,Epipactis helleborine,broadleaf helleborine,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,148032,43593,Active,Goodyera oblongifolia,"rattlesnake plantain, western rattlesnake plantain",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,149609,43633,Active,Listera convallarioides,"broadleaf twayblade, broad-lip twayblade, broadlipped listera, broadlipped twayblade",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,168657,507926,Active,Piperia colemanii,Coleman's piperia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,163292,504406,Active,Piperia transversa,royal rein orchid,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,149647,43668,Active,Piperia unalascensis,"Alaska bog orchid, Alaska rein orchid, Alaskan rein-orchid, slender-spire orchid",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,167539,507119,Active,Platanthera leucostachys,"bog orchid, Sierra bog orchid",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,147025,43438,Active,Platanthera sparsiflora,"canyon bog orchid, sparse-flowered bog orchid",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,768428,-9798296,Inactive,Platanthera yosemitensis,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,164791,505344,Active,Spiranthes porrifolia,"creamy ladies'-tresses, creamy lady's tresses, western lady's tresses",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,147064,43473,Active,Spiranthes romanzoffiana,"hooded ladiestresses, hooded ladies'-tresses, hooded lady's tresses",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asparagales,Orchidaceae,768424,-9798292,Active,Spiranthes stellata,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,133556,35423,Active,Achillea millefolium,"bloodwort, carpenter's weed, common yarrow, hierba de las cortaduras, milenrama, milfoil, plumajillo, western yarrow, yarrow",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141371,36463,Active,Adenocaulon bicolor,American trailplant,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141382,36473,Active,Ageratina occidentalis,"western eupatorium, western joepyeweed, western snakeroot",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141398,36488,Active,Agoseris aurantiaca,"orange agoseris, orange-flowered false-dandelion",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141399,36489,Active,Agoseris elata,tall agoseris,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,85170,182410,Active,Agoseris glauca var. laciniata,"Arizona mountain dandelion, false agoseris",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,85171,182411,Active,Agoseris glauca var. monticola,pale agoseris,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141402,36491,Active,Agoseris grandiflora,"bigflower agoseris, shortbeak agoseris",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141403,36492,Active,Agoseris heterophylla,"annual agoseris, annual goatsbeard, mountain dandelion",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141404,36493,Active,Agoseris retrorsa,spearleaf agoseris,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141444,36529,Active,Anaphalis margaritacea,"common pearlyeverlasting, pearly everlasting, pearly-everlasting, western pearly everlasting, western pearlyeverlasting",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,133765,36723,Active,Antennaria argentea,"silver pussytoes, silvery pussytoes",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,133768,36726,Active,Antennaria corymbosa,"flattop pussytoes, flat-top pussytoes, meadow everlasting",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,88640,185151,Active,Antennaria media,Rocky Mountain pussytoes,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,88526,185049,Active,Antennaria rosea ssp. confinis,rosy pussytoes,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,135798,36761,Active,Antennaria umbrinella,"brown everlasting, umber pussytoes",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,139495,36330,Active,Anthemis cotula,"chamomile, dog fennel, dogfennel, mayweed, mayweed chamomile, mayweed dogfennel, stinking chamomile, stinkweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141475,36557,Active,Arnica amplexicaulis,"clasping arnica, streambank arnica",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,94145,184938,Active,Arnica chamissonis ssp. foliosa,Chamisso arnica,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141480,36561,Active,Arnica cordifolia,"heartleaf arnica, heart-leaf leopardbane",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141481,36562,Active,Arnica discoidea,rayless arnica,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,156237,-501959,Active,Arnica diversifolia,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141485,36566,Active,Arnica latifolia,broadleaf arnica,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141488,36569,Active,Arnica longifolia,"longleaf arnica, spearleaf arnica",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141491,36571,Active,Arnica mollis,"hairy arnica, wooly arnica",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,141492,36572,Active,Arnica nevadensis,Nevada arnica,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,94150,184942,Active,Arnica parryi ssp. sonnei,Sonne's arnica,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,86023,183724,Active,Artemisia arbuscula ssp. arbuscula,"gray low sagebrush, little sagebrush",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,133592,35456,Active,Artemisia cana ssp. bolanderi,"Bolander's silver sagebrush, silver sagebrush",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,133597,35460,Active,Artemisia douglasiana,"Douglas' mugwort, Douglas' sagewort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,133599,35462,Active,Artemisia dracunculus,"false tarragon, green sagewort, silky wormwood, tarragon, wormwood",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,86037,183737,Active,Artemisia ludoviciana ssp. incompta,"Columbia River wormwood, mountain sagewort, white sagebrush",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,206506,525294,Active,Artemisia norvegica ssp. saxatilis,boreal sagebrush,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,133632,35492,Active,Artemisia rothrockii,timberline sagebrush,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,171106,509174,Active,Artemisia spiciformis,big sagebrush,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,133639,35499,Active,Artemisia tridentata ssp. tridentata,"basin big sagebrush, big sagebrush",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,86041,183740,Active,Artemisia tridentata ssp. vaseyana,"big sagebrush, mountain big sagebrush",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,222245,532398,Active,Aster alpigenus var. andersonii,"alpine aster, tundra aster","Oreostemma alpigenum, Aster alpigenus ssp. andersonii",Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,101602,193303,Active,Aster ascendens,Chile aster,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,101616,193316,Active,Aster breweri,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,134239,35560,Active,Aster eatonii,Eaton's aster,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,222267,532408,Active,Aster foliaceus var. lyallii,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,100617,193134,Active,Aster foliaceus var. parryi,Parry's aster,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,134274,35592,Active,Aster integrifolius,thickstem aster,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,101503,193214,Active,Aster occidentalis var. occidentalis,western aster,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,101504,193215,Active,Aster occidentalis var. yosemitanus,Yosemite aster,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,134303,35618,Active,Aster oregonensis,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,134653,35693,Active,Baccharis pilularis,coyotebrush,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,135850,36808,Active,Balsamorhiza deltoidea,deltoid balsamroot,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,135856,36813,Active,Balsamorhiza macrolepis,"California balsamroot, silvery balsamroot",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,135861,36818,Active,Balsamorhiza sagittata,arrowleaf balsamroot,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,152462,-502025,Inactive,Bidens cernua var. cernua,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,134671,35709,Active,Bidens tripartita,"threelobe beggarticks, three-lobe beggarticks",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,136716,36866,Active,Brickellia californica,"California brickellbush, Jepson's brickellbush",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,136729,36878,Active,Brickellia grandiflora,"mountain brickellbush, tasselflower brickellbush, tasselflower brickellia",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,136773,36917,Active,Calycadenia mollis,soft western rosinweed,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,136775,36919,Active,Calycadenia multiglandulosa,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,136814,36954,Active,Centaurea cyanus,"bachelor's button, cornflower, garden cornflower",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,136826,36965,Active,Centaurea melitensis,"Malta starthistle, Maltese star thistle, Maltese star-thistle, Napa thistle, spotted knapweed, tocalote",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,136834,36972,Active,Centaurea solstitialis,"yellow star thistle, yellow starthistle, yellow star-thistle",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,136845,36982,Active,Chaenactis alpigena,"Sierra pincushion, southern Sierra pincushion",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,208444,527250,Active,Chaenactis douglasii var. douglasii,"Douglas' dustymaiden, dusty-maiden",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,208448,527252,Active,Chaenactis glabriuscula var. heterocarpha,yellow pincushion,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,220978,531490,Active,Chaenactis glabriuscula var. megacephala,yellow pincushion,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,177114,510768,Active,Chamomilla suaveolens,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,137326,37056,Active,Chrysothamnus nauseosus ssp. albicaulis,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,137328,37058,Active,Chrysothamnus nauseosus ssp. bernardinus,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,137351,37079,Active,Chrysothamnus parryi ssp. monocephalus,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,139504,36339,Active,Cirsium andersonii,"Anderson's thistle, rose thistle",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,216402,531191,Active,Cirsium occidentale var. californicum,cobwebby thistle,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,140118,36413,Active,Cirsium scariosum,meadow thistle,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,140134,36428,Active,Cirsium vulgare,"bull thistle, common thistle, spear thistle",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,137379,37103,Active,Cnicus benedictus,"blessed thistle, blessed-thistle",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,138585,37113,Active,Conyza canadensis,"Canada horseweed, Canadian horseweed, horseweed, horseweed fleabane, mares tail, marestail",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,138613,37139,Active,Coreopsis lanceolata,garden coreopsis,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,138646,37169,Active,Crepis acuminata,"longleaf hawksbeard, long-leaf hawksbeard, tapertip hawksbeard",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,138661,37182,Active,Crepis capillaris,"smooth hawksbeard, smooth hawk's-beard",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,138664,37185,Active,Crepis intermedia,"gray hawksbeard, limestone hawksbeard",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,138671,37191,Active,Crepis nana,"dwarf alpine hawksbeard, small hawksbeard, tiny hawksbeard",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Asterales,Asteraceae,138676,37196,Active,Crepis occidentalis,"largeflower hawksbeard, large-flower hawk's-beard, western hawksbeard",,Present
