Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Occurrence
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,131079,31771,Active,Cryptantha glomeriflora,Truckee cryptantha,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132093,31844,Active,Cryptantha muricata,"pointed catseye, pointed cryptantha, prickly cryptantha",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132096,31847,Active,Cryptantha nubigena,Sierra cryptantha,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132125,31873,Active,Cryptantha simulans,"pine cryptantha, pinewoods cryptantha",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132133,31880,Active,Cryptantha torreyana,"Torrey's cat's-eye, Torrey's cryptantha",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132141,31888,Active,Cynoglossum grande,Pacific hound's tongue,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132142,31889,Active,Cynoglossum occidentale,western hound's tongue,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,128503,31373,Active,Eriodictyon californicum,California yerba santa,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132190,31931,Active,Hackelia micrantha,"Jessica sticktight, meadow stickseed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132725,31932,Active,Hackelia mundula,pink stickseed,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132172,31915,Active,Hackelia nervosa,"Sierra stickseed, Sierran stickseed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132176,31919,Active,Hackelia velutina,"velvet stickseed, velvety stickseed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,130299,31668,Active,Mertensia ciliata,"mountain bluebells, shortstyle bluebells, tall fringe bluebells, tall fringed bluebells",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132771,31974,Active,Pectocarya pusilla,"little combseed, purple prairieclover",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,190294,519137,Active,Plagiobothrys hispidulus,"meadow popcornflower, sleeping popcornflower",Plagiobothrys scouleri var. hispidulus,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132812,32010,Active,Plagiobothrys myosotoides,forget-me-not popcornflower,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,132813,32011,Active,Plagiobothrys nothofulvus,rusty popcornflower,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,214507,529702,Active,Plagiobothrys stipitatus var. micranthus,stalked popcornflower,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,221044,531521,Active,Plagiobothrys torreyi var. diffusus,Torrey's popcornflower,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Boraginaceae,217366,531255,Active,Plagiobothrys torreyi var. torreyi,Torrey's popcornflower,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,154407,502152,Active,Draperia systyla,violet draperia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,128511,31380,Active,Hesperochiron californicus,California hesperochiron,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,128512,31381,Active,Hesperochiron pumilus,dwarf hesperochiron,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,128526,31394,Active,Hydrophyllum occidentale,"squaw-lettuce, western waterleaf",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,128560,31424,Active,Nemophila heterophylla,small baby blue eyes,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,128562,31426,Active,Nemophila maculata,fivespot,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,211577,529266,Active,Nemophila menziesii var. menziesii,baby blue eyes,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,211579,529267,Active,Nemophila parviflora var. austiniae,"groovelover, smallflower nemophila",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,128565,31429,Active,Nemophila pedunculata,"littlefoot blue-eyes, littlefoot nemophila",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,128569,31432,Active,Nemophila spatulata,"Sierra baby blue eyes, Sierra blue-eyes",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,216038,529543,Active,Phacelia cicutaria var. cicutaria,caterpillar phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,129814,31472,Active,Phacelia congdonii,Congdon's phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,129831,31488,Active,Phacelia egena,"Kaweah River phacelia, Kaweah river scorpion-weed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,129832,31489,Active,Phacelia eisenii,Eisen's phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,129880,31531,Active,Phacelia hastata ssp. compacta,"compact phacelia, timberline phacelia",Phacelia hastata var. compacta,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,203411,524454,Active,Phacelia heterophylla ssp. virgata,varileaf phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,216074,529560,Active,Phacelia humilis var. humilis,low phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,129886,31537,Active,Phacelia hydrophylloides,waterleaf phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,129890,31540,Active,Phacelia imbricata ssp. imbricata,imbricate phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,129903,31552,Active,Phacelia mutabilis,changeable phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,130196,31575,Active,Phacelia platyloba,broadlobe phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,130202,31580,Active,Phacelia purpusii,Purpus' phacelia,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,130204,31582,Active,Phacelia quickii,Quick's phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,130205,31583,Active,Phacelia racemosa,racemose phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,212580,529576,Active,Phacelia ramosissima var. ramosissima,branching phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,212582,529577,Active,Phacelia ramosissima var. subglabra,branching phacelia,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,130227,31602,Active,Phacelia tanacetifolia,"facelia, fiddleneck, lacy phacelia, lacy scorpion-weed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,130232,31607,Active,Phacelia vallicola,Mariposa phacelia,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Boraginales,Hydrophyllaceae,212663,529615,Active,Pholistoma auritum var. auritum,"blue fiestaflower, blue fiesta-flower, desert fiestaflower",Pholistoma auritum,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,123375,23037,Active,Anelsonia eurycarpa,"broad pod anelsonia, daggerpod",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,123380,23041,Active,Arabidopsis thaliana,"mouseear cress, mouse-ear cress",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,120575,22685,Active,Arabis davidsonii,Davidson's rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,121249,22689,Active,Arabis drummondii,"Canadian rockcress, Drummond rockcress, Drummond's rockcress",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,89501,184342,Active,Arabis glabra var. glabra,"rock cress, tower rockcress",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,89507,184348,Active,Arabis hirsuta var. glabrata,mountain rockcress,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,208886,526879,Active,Arabis hirsuta var. pycnocarpa,"creamflower rockcress, hairy rockcress",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,89518,184358,Active,Arabis holboellii var. pendulocarpa,dropseed rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,89521,184360,Active,Arabis holboellii var. pinetorum,Holboell's rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,89523,184362,Active,Arabis holboellii var. retrofracta,"a holboell rock-cress, second rockcress",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,121266,22703,Active,Arabis inyoensis,Inyo rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,89547,184384,Active,Arabis lemmonii var. depauperata,soldier rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,89545,184382,Active,Arabis lemmonii var. lemmonii,Lemmon's rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,89552,184389,Active,Arabis lyallii var. lyallii,Lyall's rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,89554,184390,Active,Arabis lyallii var. nubigena,Lyall's rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,90381,184418,Active,Arabis platysperma var. howellii,Howell's pioneer rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,90377,184414,Active,Arabis platysperma var. platysperma,pioneer rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,217379,531261,Active,Arabis rectissima var. rectissima,bristlyleaf rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,90400,184435,Active,Arabis repanda var. greenei,Greene's rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,90399,184434,Active,Arabis repanda var. repanda,Yosemite rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,90412,184446,Active,Arabis sparsiflora var. arcuata,elegant rockcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,121248,22688,Active,Arabis X divaricarpa,"spreading rockcress, spreadingpod rockcress",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,123385,23046,Active,Athysanus pusillus,"common sandweed, dwarf anthysanus",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,121307,22740,Active,Barbarea orthoceras,"American yellowrocket, erectpod wintercress, wintercress",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,124467,23061,Active,Brassica nigra,"black mustard, shortpod mustard",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,124469,23063,Active,Brassica rapa,"bird's rape, birdsrape mustard, field mustard, rape, rape mustard, turnip rape, wild mustard, wild rutabaga, wild turnip",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,121335,22766,Active,Capsella bursa-pastoris,"shepherdspurse, shepherd's-purse",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,210615,527048,Active,Cardamine breweri var. breweri,Brewer's bittercress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,121354,22783,Active,Cardamine californica var. californica,milkmaids,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,121379,22805,Active,Cardamine oligosperma,"Idaho bittercress, little western bittercress",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,217402,531272,Active,Cardamine pachystigma var. pachystigma,serpentine bittercress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,122335,22821,Active,Descurainia californica,"Sierra tansymustard, Sierran tansy mustard, Sierran tansymustard",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,152415,502003,Active,Descurainia incana,"mountain tansy mustard, mountain tansymustard, mountain tansy-mustard",,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,155277,-502232,Inactive,Descurainia incisa ssp. incisa,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,122348,22833,Active,Descurainia pinnata ssp. menziesii,Menzies' tansymustard,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,122370,22853,Active,Draba albertina,"Arc Dome draba, slender draba",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,122385,22867,Active,Draba breweri,cushion draba,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,122394,22875,Active,Draba densifolia,denseleaf draba,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,210931,527770,Active,Draba lemmonii var. lemmonii,"granite draba, Lemmon's draba",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,156022,-502253,Inactive,Draba oligosperma var. oligosperma,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,122427,22904,Active,Draba praealta,tall draba,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,122448,22923,Active,Draba verna,"spring draba, spring whitlowgrass",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,156912,-502343,Active,Erysimum capitatum ssp. capitatum,"plains wallflower, prairie rocket, sand dune wallflower, western wallflower",Erysimum capitatum var. capitatum,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,207417,525741,Active,Erysimum capitatum ssp. perenne,sand dune wallflower,Erysimum capitatum var. perenne,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,161238,503045,Active,Hirschfeldia incana,shortpod mustard,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,162034,503093,Active,Hutchinsia procumbens,"ovalpurse, prostrate hutchinsia",,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,214998,528716,Active,Lepidium densiflorum var. densiflorum,"common pepperweed, miner's pepperwort",,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,215002,528718,Active,Lepidium densiflorum var. macrocarpum,bigseed pepperweed,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,294980,566257,Active,Lepidium ramosissimum var. bourgeauanum,Bourgeau's pepperweed,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,215049,528740,Active,Lepidium virginicum var. pubescens,hairy pepperweed,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,215053,528742,Active,Lepidium virginicum var. virginicum,"poorman's-pepperwort, Virginia pepperweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,125064,23238,Active,Lunaria annua,annual honesty,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,125095,23266,Active,Phoenicaulis cheiranthoides,wallflower phoenicaulis,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,125923,23289,Active,Raphanus raphanistrum,wild radish,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,125925,23290,Active,Raphanus sativus,"cultivated radish, garden radish, radish, wild radish",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,214717,530091,Active,Rorippa curvipes var. curvipes,"bluntleaf yellowcress, blunt-leaf yellowcress",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,123336,23001,Active,Rorippa curvisiliqua,curvepod yellowcress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,123326,22993,Active,Rorippa nasturtium-aquaticum,watercress,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,125948,23310,Active,Sinapis arvensis,"charlock, charlock mustard, corn mustard, corn-mustard, wild mustard",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,125950,23312,Active,Sisymbrium altissimum,"Jim Hill mustard, tall hedge-mustard, tall mustard, tall tumblemustard, tumble mustard, tumblemustard, tumbleweed mustard",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,125954,23316,Active,Sisymbrium officinale,"hairypod hedgemustard, hedge mustard, hedge tumblemustard, hedgemustard, hedge-mustard, hedgeweed, wild mustard",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,125992,23350,Active,Streptanthus diversifolius,"variableleaf jewelflower, variedleaf twistflower",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,219198,530582,Active,Streptanthus tortuosus var. orbiculatus,shieldplant,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,219204,530585,Active,Streptanthus tortuosus var. tortuosus,shieldplant,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,219239,530601,Active,Subularia aquatica var. americana,"American awlwort, American waterawlwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,127145,23428,Active,Thysanocarpus curvipes,"lacepod mustard, sand fringepod, sand lacepod",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Brassicaceae,127151,23433,Active,Tropidocarpum gracile,dobie pod,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Limnanthaceae,108180,196060,Active,Limnanthes alba ssp. alba,white meadowfoam,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Limnanthaceae,108181,196061,Active,Limnanthes alba ssp. versicolor,white meadowfoam,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Limnanthaceae,130147,29174,Active,Limnanthes montana,mountain meadowfoam,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Brassicales,Limnanthaceae,161608,503461,Active,Limnanthes striata,foothill meadowfoam,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,117557,20719,Active,Amaranthus albus,"pigweed, pigweed amaranth, prostrate pigweed, tumble pigweed, tumbleweed, white pigweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,117602,20723,Active,Amaranthus blitoides,"mat amaranth, prostrate amaranth, prostrate pigweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,117716,20592,Active,Chenopodium album,"common lambsquarters, lambsquarters, lambsquarters goosefoot, white goosefoot",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,117727,20593,Active,Chenopodium atrovirens,"dark goosefoot, pinyon goosefoot",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,117760,20596,Active,Chenopodium botrys,"Jerusalem oak, Jerusalem oak goosefoot, Jerusalem-oak",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,119914,20621,Active,Chenopodium multifidum,cutleaf goosefoot,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,120002,20629,Active,Chenopodium pumilio,"clammy goosefoot, ridged goosefoot",,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,115607,20700,Active,Monolepis nuttalliana,"Nuttall's monolepis, Nuttall's povertyweed, Nuttall's poverty-weed, patata, patota",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,116566,20702,Active,Monolepis spathulata,"beaver monolepis, beaver povertyweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,107223,20238,Active,Arenaria aculeata,"prickly sandwort, spiny sandwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,88970,184225,Active,Arenaria congesta var. suffrutescens,suffrutescent sandwort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,219451,532228,Active,Arenaria kingii var. glabrescens,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,109473,19947,Active,Cerastium arvense,"field chickweed, field mouse-ear chickweed, starry chickweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,220455,533306,Active,Cerastium beeringianum var. capillare,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,202723,523831,Active,Cerastium fontanum ssp. vulgare,"big chickweed, common mouse-ear chickweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,109562,19955,Active,Cerastium glomeratum,sticky chickweed,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,768429,-9798297,Inactive,Dianthus barbatus ssp. barbatus,,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,202749,524137,Active,Herniaria hirsuta ssp. cinerea,hairy rupturewort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,202751,524138,Active,Herniaria hirsuta ssp. hirsuta,hairy rupturewort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,111870,20308,Active,Lychnis coronaria,rose campion,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112322,19987,Active,Minuartia californica,California sandwort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112367,19991,Active,Minuartia douglasii,Douglas' stitchwort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,113873,20006,Active,Minuartia nuttallii ssp. gracilis,brittle sandwort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,114699,20008,Active,Minuartia obtusiloba,"alpine sandwort, twinflower sandwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,114722,20010,Active,Minuartia pusilla,"annual sandwort, dwarf sandwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112278,19983,Active,Minuartia rubella,"beautiful sandwort, boreal stitchwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,114744,20012,Active,Minuartia stricta,bog stitchwort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,164302,504491,Active,Polycarpon tetraphyllum,fourleaf manyseed,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,116042,20358,Active,Pseudostellaria jamesiana,"sticky starwort, sticky-starwort, tuber starwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,169312,-505876,Inactive,Pseudostellaria sierrae,Sierra starwort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,115648,20021,Active,Sagina apetala,annual pearlwort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,115681,20024,Active,Sagina decumbens ssp. occidentalis,western pearlwort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,116472,20035,Active,Sagina saginoides,"alpine pearlwort, arctic pearlwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,116516,20039,Active,Saponaria officinalis,"bouncing bet, bouncingbet, bouncingbet soapweed, soapwort, sweet Betty",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,117118,20045,Active,Silene antirrhina,"catchfly, sleepy campion, sleepy catchfly, sleepy silene",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,162883,505227,Active,Silene bernardina,"Palmer's campion, Palmer's catchfly",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,117162,20049,Active,Silene bridgesii,Bridges' catchfly,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,117174,20050,Active,Silene californica,Indian pink,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,118166,20067,Active,Silene gallica,"common catchfly, windmill catchfly",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,202972,524706,Active,Silene latifolia ssp. alba,"bladder campion, bladder-campion, evening lychnis, white campion, white cockle",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,105618,20080,Active,Silene lemmonii,Lemmon's catchfly,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,106299,20083,Active,Silene menziesii,"Menzies' campion, white catchfly",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,107985,20115,Active,Silene sargentii,"Sargent's campion, Sargent's catchfly",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,111610,20153,Active,Spergularia rubra,"purple sandspurry, red sandspurry",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,202997,524718,Active,Stellaria borealis ssp. sitchana,Sitka starwort,,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112524,20175,Active,Stellaria calycantha,"northern chickweed, northern starwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,113215,20177,Active,Stellaria crispa,"crisp starwort, crispleaved chickweed, curled starwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,217781,530557,Active,Stellaria longipes var. longipes,"chickweed, longstalk starwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112457,20169,Active,Stellaria media,"chickweed, common chickweed, nodding chickweed",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,113337,20188,Active,Stellaria nitens,"shiny chickweed, shiny starwort",,Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,114432,20190,Active,Stellaria obtusa,Rocky Mountain chickweed,,Probably Present
YOSE,Yosemite National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,114509,20197,Active,Stellaria umbellata,"umbellate chickweed, umbrella starwort",,Present
