id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
13873940,2018/06/08 11:18 AM PDT,2018-06-08,2018-06-08 18:18:00 UTC,Pacific Time (US & Canada),14811,snakeinmypocket,Vince Scheidt,2018-06-29 00:49:58 UTC,2018-06-29 01:22:50 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/13873940,https://inaturalist-open-data.s3.amazonaws.com/photos/20482022/medium.jpg,,"",,1,0,false,,"Tuolumne County, CA, USA",37.8343444444,-119.8486638889,,,,,,,,false,,,rainbow iris,Iris hartwegii,rainbow iris,Plantae,62264,Iridaceae,Iris,Iris hartwegii,
13873941,2018/06/08 11:15 AM PDT,2018-06-08,2018-06-08 18:15:00 UTC,Pacific Time (US & Canada),14811,snakeinmypocket,Vince Scheidt,2018-06-29 00:49:59 UTC,2020-12-26 19:21:30 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/13873941,https://inaturalist-open-data.s3.amazonaws.com/photos/20482053/medium.jpg,,"",,1,0,false,,"Tuolumne County, CA, USA",37.8343333333,-119.848675,,,,,,,,false,,,Opposite-leaved tarweed,Hemizonella minima,Opposite-leaved Tarweed,Plantae,77367,Asteraceae,Hemizonella,Hemizonella minima,
13873942,2018/06/08 11:16 AM PDT,2018-06-08,2018-06-08 18:16:00 UTC,Pacific Time (US & Canada),14811,snakeinmypocket,Vince Scheidt,2018-06-29 00:50:00 UTC,2019-03-12 20:32:28 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/13873942,https://inaturalist-open-data.s3.amazonaws.com/photos/20482041/medium.jpg,,"",,1,0,false,,"Tuolumne County, CA, USA",37.8343444444,-119.8486638889,,,,,,,,false,,,Whiskerbrush,Leptosiphon ciliatus,Whiskerbrush,Plantae,77684,Polemoniaceae,Leptosiphon,Leptosiphon ciliatus,
13873943,2018/06/08 11:13 AM PDT,2018-06-08,2018-06-08 18:13:00 UTC,Pacific Time (US & Canada),14811,snakeinmypocket,Vince Scheidt,2018-06-29 00:50:00 UTC,2019-06-04 15:13:31 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/13873943,https://inaturalist-open-data.s3.amazonaws.com/photos/20482055/medium.jpg,,"",,1,0,false,,"Tuolumne County, CA, USA",37.8343611111,-119.8487083333,,,,,28329,,open,false,,,Foothill Triteleia,Triteleia ixioides scabra,Foothill Triteleia,Plantae,80263,Asparagaceae,Triteleia,Triteleia ixioides,Triteleia ixioides scabra
15056008,2018/05/05 10:12 AM CDT,2018-05-05,2018-05-05 15:12:00 UTC,Central Time (US & Canada),176684,graham_montgomery,Graham Montgomery,2018-08-02 21:29:10 UTC,2024-08-29 21:33:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15056008,https://static.inaturalist.org/photos/22476230/medium.jpeg,,GM_MQ,,3,0,false,,"Tuolumne County, CA, USA",37.8385304943,-119.8395982508,189,,,,189,,,false,,,European field pansy,Viola arvensis,European field pansy,Plantae,55760,Violaceae,Viola,Viola arvensis,
15056009,2018/05/05 10:29 AM CDT,2018-05-05,2018-05-05 15:29:00 UTC,Central Time (US & Canada),176684,graham_montgomery,Graham Montgomery,2018-08-02 21:29:11 UTC,2023-12-18 22:02:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15056009,https://static.inaturalist.org/photos/22476241/medium.jpeg,,GM_HQ,,1,0,false,,"Tuolumne County, CA, USA",37.8382763229,-119.8398128275,31,,,,31,,,false,,,Menzies' baby blue eyes,Nemophila menziesii,Menzies' baby blue eyes,Plantae,50648,Boraginaceae,Nemophila,Nemophila menziesii,
15056010,2018/05/05 11:44 AM CDT,2018-05-05,2018-05-05 16:44:00 UTC,Central Time (US & Canada),176684,graham_montgomery,Graham Montgomery,2018-08-02 21:29:11 UTC,2023-12-18 22:02:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15056010,https://static.inaturalist.org/photos/22476247/medium.jpeg,,GM_MQ,,1,0,false,,"Tuolumne County, CA, USA",37.8399370217,-119.8413148645,223,,,,223,,,false,,,Sierra Gooseberry,Ribes roezlii,Sierra Gooseberry,Plantae,55552,Grossulariaceae,Ribes,Ribes roezlii,
24920231,Fri May 10 2019 19:41:54 GMT-0700 (PDT),2019-05-10,2019-05-11 02:41:54 UTC,Pacific Time (US & Canada),156667,dan13,Dan Webster,2019-05-11 06:07:31 UTC,2024-08-29 22:24:17 UTC,research,,https://www.inaturalist.org/observations/24920231,https://static.inaturalist.org/photos/38551315/medium.jpg,,"","Viola arvensis (European field pansy) non native
",2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.837575,-119.84417,5,,,,5,,,false,,,European field pansy,Viola arvensis,European field pansy,Plantae,55760,Violaceae,Viola,Viola arvensis,
24976286,Sat May 11 2019 17:40:58 GMT-0700 (PDT),2019-05-11,2019-05-12 00:40:58 UTC,Pacific Time (US & Canada),156667,dan13,Dan Webster,2019-05-12 03:07:58 UTC,2019-05-15 15:26:58 UTC,research,,https://www.inaturalist.org/observations/24976286,https://static.inaturalist.org/photos/38642475/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8364366667,-119.8459333333,5,,,,5,,,false,,,Bulbous Meadow-grass,Poa bulbosa,Bulbous Bluegrass,Plantae,58382,Poaceae,Poa,Poa bulbosa,
24976304,Sat May 11 2019 17:20:19 GMT-0700 (PDT),2019-05-11,2019-05-12 00:20:19 UTC,Pacific Time (US & Canada),156667,dan13,Dan Webster,2019-05-12 03:08:29 UTC,2019-05-12 03:38:10 UTC,research,,https://www.inaturalist.org/observations/24976304,https://static.inaturalist.org/photos/38642519/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8356216667,-119.8421866667,5,,,,5,,,false,,,Pine Violet,Viola lobata,Pine Violet,Plantae,79512,Violaceae,Viola,Viola lobata,
25042610,Sun May 12 2019 14:55:34 GMT-0700 (PDT),2019-05-12,2019-05-12 21:55:34 UTC,Pacific Time (US & Canada),156667,dan13,Dan Webster,2019-05-13 03:15:03 UTC,2019-06-04 05:59:35 UTC,research,,https://www.inaturalist.org/observations/25042610,https://static.inaturalist.org/photos/38751058/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8375883333,-119.84897,10,,,,28329,,open,false,,,Prettyface,Triteleia ixioides,Prettyface,Plantae,52153,Asparagaceae,Triteleia,Triteleia ixioides,
25042660,Sun May 12 2019 10:48:43 GMT-0700 (PDT),2019-05-12,2019-05-12 17:48:43 UTC,Pacific Time (US & Canada),156667,dan13,Dan Webster,2019-05-13 03:16:16 UTC,2019-05-13 07:27:02 UTC,research,,https://www.inaturalist.org/observations/25042660,https://static.inaturalist.org/photos/38751139/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8400466667,-119.83925,10,,,,10,,,false,,,brown fritillary,Fritillaria micrantha,brown fritillary,Plantae,60600,Liliaceae,Fritillaria,Fritillaria micrantha,
25148219,Tue May 14 2019 17:18:26 GMT-0700 (PDT),2019-05-14,2019-05-15 00:18:26 UTC,Pacific Time (US & Canada),679313,grahamt,"",2019-05-15 05:33:23 UTC,2023-03-11 03:11:36 UTC,research,,https://www.inaturalist.org/observations/25148219,https://static.inaturalist.org/photos/38926172/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8367049046,-119.8477871871,115,,,,115,,,false,,,Sulphur pea,Lathyrus sulphureus,Sulphur pea,Plantae,77646,Fabaceae,Lathyrus,Lathyrus sulphureus,
25177814,Tue May 14 2019 17:58:40 GMT-0700 (PDT),2019-05-14,2019-05-15 00:58:40 UTC,Pacific Time (US & Canada),769584,charlybarley,,2019-05-15 20:17:27 UTC,2024-08-29 22:53:54 UTC,research,,https://www.inaturalist.org/observations/25177814,https://static.inaturalist.org/photos/38972541/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.83617,-119.8468866667,6,,,,6,,,false,,,European field pansy,Viola arvensis,European field pansy,Plantae,55760,Violaceae,Viola,Viola arvensis,
25195125,Tue May 14 2019 16:39:45 GMT-0700 (PDT),2019-05-14,2019-05-14 23:39:45 UTC,Pacific Time (US & Canada),679313,grahamt,"",2019-05-16 02:22:41 UTC,2019-05-16 09:42:00 UTC,research,,https://www.inaturalist.org/observations/25195125,https://static.inaturalist.org/photos/39001257/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8360466667,-119.8481,,,,,,,,false,,,brown fritillary,Fritillaria micrantha,brown fritillary,Plantae,60600,Liliaceae,Fritillaria,Fritillaria micrantha,
25195186,Tue May 14 2019 17:35:11 GMT-0700 (PDT),2019-05-14,2019-05-15 00:35:11 UTC,Pacific Time (US & Canada),679313,grahamt,"",2019-05-16 02:24:26 UTC,2019-05-16 18:40:57 UTC,research,,https://www.inaturalist.org/observations/25195186,https://static.inaturalist.org/photos/39001382/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8362812362,-119.8487146462,75,,,,75,,,false,,,Iris missouriensis,Iris missouriensis,western blue flag,Plantae,57730,Iridaceae,Iris,Iris missouriensis,
25229504,Tue May 14 2019 17:15:40 GMT-0700 (PDT),2019-05-14,2019-05-15 00:15:40 UTC,Pacific Time (US & Canada),866997,acanthusmxmli,,2019-05-16 19:59:51 UTC,2023-05-16 18:31:43 UTC,research,,https://www.inaturalist.org/observations/25229504,https://static.inaturalist.org/photos/39055933/medium.jpg,,"",,1,0,false,3,"Tuolumne County, US-CA, US",37.8347698364,-119.8501433446,5,,,,28329,,obscured,true,,,yellow-lip pansy monkeyflower,Diplacus pulchellus,yellow-lip pansy monkeyflower,Plantae,705148,Phrymaceae,Diplacus,Diplacus pulchellus,
25229645,Tue May 14 2019 17:22:28 GMT-0700 (PDT),2019-05-14,2019-05-15 00:22:28 UTC,Pacific Time (US & Canada),866997,acanthusmxmli,,2019-05-16 20:02:50 UTC,2019-05-16 22:17:10 UTC,research,,https://www.inaturalist.org/observations/25229645,https://static.inaturalist.org/photos/39056206/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8364,-119.8480916667,5,,,,5,,,false,,,western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918,Iridaceae,Sisyrinchium,Sisyrinchium bellum,
25291797,Fri May 17 2019 13:10:25 GMT-0700 (PDT),2019-05-17,2019-05-17 20:10:25 UTC,Pacific Time (US & Canada),1636120,oftheflowers,Jane Anderson,2019-05-18 01:20:12 UTC,2022-04-20 22:02:27 UTC,research,,https://www.inaturalist.org/observations/25291797,https://static.inaturalist.org/photos/39157686/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8430466667,-119.8497466667,5,,,,5,,,false,,,spotted fritillary,Fritillaria atropurpurea,spotted fritillary,Plantae,77171,Liliaceae,Fritillaria,Fritillaria atropurpurea,
25424882,2019-05-18 12:33:23 PM PDT,2019-05-18,2019-05-18 19:33:23 UTC,Pacific Time (US & Canada),19229,out_west_jess,Jess,2019-05-20 03:28:34 UTC,2019-05-23 15:04:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25424882,https://inaturalist-open-data.s3.amazonaws.com/photos/39375238/medium.jpeg,,"",,1,0,false,2,"Groveland, CA 95321, USA",37.8374987016,-119.8395964131,176,,,,176,,,false,gps,gps,Seep Monkeyflower,Erythranthe guttata,seep monkeyflower,Plantae,470643,Phrymaceae,Erythranthe,Erythranthe guttata,
25424992,2019-05-18 12:48:44 PM PDT,2019-05-18,2019-05-18 19:48:44 UTC,Pacific Time (US & Canada),19229,out_west_jess,Jess,2019-05-20 03:31:31 UTC,2019-05-23 15:04:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25424992,https://inaturalist-open-data.s3.amazonaws.com/photos/39375516/medium.jpeg,,"",,1,0,false,2,"Groveland, CA 95321, USA",37.8360926769,-119.8426041752,88,,,,88,,,false,gps,gps,Miniature Lupine,Lupinus bicolor,Miniature Lupine,Plantae,50614,Fabaceae,Lupinus,Lupinus bicolor,
26156780,Wed May 29 2019 11:19:09 GMT-0700 (PDT),2019-05-29,2019-05-29 18:19:09 UTC,Pacific Time (US & Canada),10326,natureali,Nature Ali,2019-06-01 04:09:09 UTC,2020-01-27 19:15:10 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/26156780,https://inaturalist-open-data.s3.amazonaws.com/photos/40589466/medium.jpg,,"",,0,0,false,3,"Stanislaus National Forest, Tuolumne County, US-CA, US",37.8403568454,-119.8504876067,5,,,,5,,,false,,,,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597,Asparagaceae,Chlorogalum,Chlorogalum pomeridianum,
27241015,2019-06-05 6:03:58 PM PDT,2019-06-05,2019-06-06 01:03:58 UTC,Pacific Time (US & Canada),1639954,phyte_club,R. Shearer,2019-06-19 00:00:43 UTC,2019-07-13 18:31:19 UTC,research,,https://www.inaturalist.org/observations/27241015,https://static.inaturalist.org/photos/42363247/medium.jpeg,,"",Wet meadow... carpets of L. alba being visited by carpenter bees (Xylocopa).. Stanislaus NF,1,0,false,2,"Groveland, CA 95321, USA",37.8438522224,-119.8397630453,704,,,,704,,,false,gps,gps,white meadowfoam,Limnanthes alba,white meadowfoam,Plantae,69921,Limnanthaceae,Limnanthes,Limnanthes alba,
27482002,2019/06/20 3:10 PM PDT,2019-06-20,2019-06-20 22:10:00 UTC,Pacific Time (US & Canada),32092,ev4nw01f,Evan Wolf,2019-06-23 03:40:40 UTC,2024-09-05 18:38:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27482002,https://inaturalist-open-data.s3.amazonaws.com/photos/42764478/medium.jpeg,,"",,1,0,false,,"Tuolumne County, CA, USA",37.8337883333,-119.846565,,,,,,,,false,,,nettle-leaf giant hyssop,Agastache urticifolia,nettle-leaf giant hyssop,Plantae,63316,Lamiaceae,Agastache,Agastache urticifolia,
27482024,2019/06/20 5:42 PM PDT,2019-06-20,2019-06-21 00:42:00 UTC,Pacific Time (US & Canada),32092,ev4nw01f,Evan Wolf,2019-06-23 03:41:23 UTC,2020-02-02 06:09:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27482024,https://inaturalist-open-data.s3.amazonaws.com/photos/42764611/medium.jpeg,,"",,0,0,false,,"Tuolumne County, CA, USA",37.83421,-119.8466233333,,,,,,,,false,,,Common Madia,Madia elegans,Common Madia,Plantae,56974,Asteraceae,Madia,Madia elegans,
27944009,Sat Apr 27 2019 11:15:03 GMT-0700 (PDT),2019-04-27,2019-04-27 18:15:03 UTC,Pacific Time (US & Canada),202976,calochortus_goff,Kaleb Goff,2019-06-30 17:56:46 UTC,2019-07-07 15:12:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27944009,https://inaturalist-open-data.s3.amazonaws.com/photos/43525437/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.842305,-119.8386216667,5,,,,5,,,false,,,Sierra mariposa lily,Calochortus minimus,Sierra mariposa lily,Plantae,60549,Liliaceae,Calochortus,Calochortus minimus,
28583577,Sun Jul 07 2019 10:17:17 GMT-0700 (PDT),2019-07-07,2019-07-07 17:17:17 UTC,Pacific Time (US & Canada),1115146,kaiacolestock,Kaia Colestock,2019-07-10 23:12:40 UTC,2022-05-30 03:59:57 UTC,research,,https://www.inaturalist.org/observations/28583577,https://static.inaturalist.org/photos/44567413/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8353275881,-119.8489866957,255,,,,255,,,false,,,Round-Tooth Ookow,Dichelostemma multiflorum,Round-Tooth Ookow,Plantae,62262,Asparagaceae,Dichelostemma,Dichelostemma multiflorum,
28583653,Sun Jul 07 2019 10:16:01 GMT-0700 (PDT),2019-07-07,2019-07-07 17:16:01 UTC,Pacific Time (US & Canada),1115146,kaiacolestock,Kaia Colestock,2019-07-10 23:14:47 UTC,2023-03-11 03:07:47 UTC,research,,https://www.inaturalist.org/observations/28583653,https://static.inaturalist.org/photos/44567511/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8353752325,-119.848986815,207,,,,207,,,false,,,Sulphur pea,Lathyrus sulphureus,Sulphur pea,Plantae,77646,Fabaceae,Lathyrus,Lathyrus sulphureus,
28583696,Sun Jul 07 2019 10:05:41 GMT-0700 (PDT),2019-07-07,2019-07-07 17:05:41 UTC,Pacific Time (US & Canada),1115146,kaiacolestock,Kaia Colestock,2019-07-10 23:15:52 UTC,2019-08-14 19:40:46 UTC,research,,https://www.inaturalist.org/observations/28583696,https://static.inaturalist.org/photos/44567651/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8351010347,-119.8498188139,268,,,,268,,,false,,,grand collomia,Collomia grandiflora,grand collomia,Plantae,61871,Polemoniaceae,Collomia,Collomia grandiflora,
28623789,Mon Jul 08 2019 16:57:11 GMT-0700 (PDT),2019-07-08,2019-07-08 23:57:11 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-11 17:43:09 UTC,2022-11-13 05:41:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28623789,https://inaturalist-open-data.s3.amazonaws.com/photos/44632632/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8354383333,-119.84665,16,,,,16,,,false,,,Flax-flowered Linanthus,Leptosiphon liniflorus,Flax-flowered Linanthus,Plantae,64244,Polemoniaceae,Leptosiphon,Leptosiphon liniflorus,
28623848,Mon Jul 08 2019 16:59:26 GMT-0700 (PDT),2019-07-08,2019-07-08 23:59:26 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-11 17:44:16 UTC,2021-11-20 01:19:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28623848,https://inaturalist-open-data.s3.amazonaws.com/photos/44632698/medium.jpg,,"",Possibly?,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.835455,-119.8467166667,4,,,,4,,,false,,,hairy rupturewort,Herniaria hirsuta,hairy rupturewort,Plantae,58102,Caryophyllaceae,Herniaria,Herniaria hirsuta,
28623906,Mon Jul 08 2019 17:03:17 GMT-0700 (PDT),2019-07-08,2019-07-09 00:03:17 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-11 17:45:36 UTC,2024-06-18 03:58:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28623906,https://inaturalist-open-data.s3.amazonaws.com/photos/44632788/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.83547,-119.84645,6,,,,6,,,false,,,Sierra lessingia,Lessingia leptoclada,Sierra lessingia,Plantae,63001,Asteraceae,Lessingia,Lessingia leptoclada,
28656515,Mon Jul 08 2019 17:08:25 GMT-0700 (PDT),2019-07-08,2019-07-09 00:08:25 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-12 04:36:05 UTC,2024-06-18 03:58:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28656515,https://inaturalist-open-data.s3.amazonaws.com/photos/44686769/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8353466667,-119.8460466667,6,,,,6,,,false,,,Superb Mariposa Lily,Calochortus superbus,Superb Mariposa Lily,Plantae,51078,Liliaceae,Calochortus,Calochortus superbus,
28656550,Mon Jul 08 2019 17:09:19 GMT-0700 (PDT),2019-07-08,2019-07-09 00:09:19 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-12 04:37:14 UTC,2024-02-14 09:39:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28656550,https://inaturalist-open-data.s3.amazonaws.com/photos/44686811/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8353666667,-119.8460466667,6,,,,6,,,false,,,small-headed clover,Trifolium microcephalum,small-headed clover,Plantae,58911,Fabaceae,Trifolium,Trifolium microcephalum,
28656578,Mon Jul 08 2019 17:10:53 GMT-0700 (PDT),2019-07-08,2019-07-09 00:10:53 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-12 04:39:08 UTC,2024-07-04 19:43:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28656578,https://inaturalist-open-data.s3.amazonaws.com/photos/44686886/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8353616667,-119.8460466667,6,,,,6,,,false,,,western pearlflower,Heterocodon rariflorum,western pearlflower,Plantae,58868,Campanulaceae,Heterocodon,Heterocodon rariflorum,
28656583,Mon Jul 08 2019 17:12:16 GMT-0700 (PDT),2019-07-08,2019-07-09 00:12:16 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-12 04:39:41 UTC,2024-09-05 18:41:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28656583,https://inaturalist-open-data.s3.amazonaws.com/photos/44686901/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8353883333,-119.8460616667,6,,,,6,,,false,,,nettle-leaf giant hyssop,Agastache urticifolia,nettle-leaf giant hyssop,Plantae,63316,Lamiaceae,Agastache,Agastache urticifolia,
28656679,Mon Jul 08 2019 17:21:09 GMT-0700 (PDT),2019-07-08,2019-07-09 00:21:09 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-12 04:44:59 UTC,2019-07-12 11:09:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28656679,https://inaturalist-open-data.s3.amazonaws.com/photos/44687098/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8354216667,-119.84575,16,,,,16,,,false,,,smooth horsetail,Equisetum laevigatum,smooth horsetail,Plantae,63870,Equisetaceae,Equisetum,Equisetum laevigatum,
28656686,Mon Jul 08 2019 17:21:37 GMT-0700 (PDT),2019-07-08,2019-07-09 00:21:37 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-12 04:45:24 UTC,2019-07-12 10:46:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28656686,https://inaturalist-open-data.s3.amazonaws.com/photos/44687116/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.835425,-119.8457416667,4,,,,4,,,false,,,deptford pink,Dianthus armeria,Deptford pink,Plantae,64541,Caryophyllaceae,Dianthus,Dianthus armeria,
28656712,Mon Jul 08 2019 17:29:47 GMT-0700 (PDT),2019-07-08,2019-07-09 00:29:47 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-12 04:46:12 UTC,2024-08-26 16:15:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28656712,https://inaturalist-open-data.s3.amazonaws.com/photos/44687180/medium.jpg,,"",,3,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8356133333,-119.845345,4,,,,4,,,false,,,European field pansy,Viola arvensis,European field pansy,Plantae,55760,Violaceae,Viola,Viola arvensis,
28656778,Mon Jul 08 2019 17:33:45 GMT-0700 (PDT),2019-07-08,2019-07-09 00:33:45 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-12 04:46:47 UTC,2022-05-17 05:57:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28656778,https://inaturalist-open-data.s3.amazonaws.com/photos/44687232/medium.jpg,,"",,1,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8357166667,-119.8452616667,6,,,,6,,,false,,,hookedspur violet,Viola adunca,hookedspur violet,Plantae,53328,Violaceae,Viola,Viola adunca,
28656843,Mon Jul 08 2019 17:45:40 GMT-0700 (PDT),2019-07-08,2019-07-09 00:45:40 UTC,Pacific Time (US & Canada),179103,catchang,Cat Chang,2019-07-12 04:48:13 UTC,2024-06-03 04:35:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28656843,https://inaturalist-open-data.s3.amazonaws.com/photos/44687343/medium.jpg,,"",,2,0,false,3,"Stanislaus National Forest, Groveland, CA, US",37.8360716667,-119.84555,48,,,,48,,open,false,,,western blue flag,Iris missouriensis,western blue flag,Plantae,57730,Iridaceae,Iris,Iris missouriensis,
