institutionCode,collectionCode,basisOfRecord,family,species,day,month,year,decimalLatitude,decimalLongitude
iNaturalist,Observations,HUMAN_OBSERVATION,Polemoniaceae,Polemonium californicum,15,8,2023,37.870395,-119.648396
iNaturalist,Observations,HUMAN_OBSERVATION,Plantaginaceae,Penstemon rostriflorus,20,8,2023,37.71391,-119.565026
iNaturalist,Observations,HUMAN_OBSERVATION,Fagaceae,Quercus kelloggii,27,7,2023,37.732646,-119.611365
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,18,7,2023,37.696412,-119.622405
iNaturalist,Observations,HUMAN_OBSERVATION,Pinaceae,Pinus ponderosa,23,7,2013,37.747378,-119.586087
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Hosackia crassifolia,6,6,2023,37.683858,-119.734375
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,8,7,2022,37.886577,-119.661336
iNaturalist,Observations,HUMAN_OBSERVATION,Sapindaceae,Acer macrophyllum,21,8,2023,37.738055,-119.592308
iNaturalist,Observations,HUMAN_OBSERVATION,Brassicaceae,Streptanthus tortuosus,13,8,2023,37.809988,-119.484897
iNaturalist,Observations,HUMAN_OBSERVATION,Anacardiaceae,Toxicodendron diversilobum,28,7,2023,37.948435,-119.788869
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Adenocaulon bicolor,18,8,2023,37.53653,-119.655998
iNaturalist,Observations,HUMAN_OBSERVATION,Pinaceae,Pinus contorta,13,8,2023,37.845955,-119.427972
iNaturalist,Observations,HUMAN_OBSERVATION,Plantaginaceae,Keckiella breviflora,21,8,2023,37.745525,-119.595222
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Rudbeckia californica,28,7,2023,37.515009,-119.595816
iNaturalist,Observations,HUMAN_OBSERVATION,Violaceae,Viola pinetorum,29,7,2023,37.722335,-119.591091
iNaturalist,Observations,HUMAN_OBSERVATION,Polemoniaceae,Polemonium californicum,14,8,2023,37.862481,-119.433419
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe breweri,15,8,2023,37.880877,-119.354453
iNaturalist,Observations,HUMAN_OBSERVATION,Crassulaceae,Sedum spathulifolium,5,5,2023,37.946378,-119.7876
iNaturalist,Observations,HUMAN_OBSERVATION,Calycanthaceae,Calycanthus occidentalis,15,8,2023,37.74448,-119.59713
iNaturalist,Observations,HUMAN_OBSERVATION,Brassicaceae,Streptanthus tortuosus,23,7,2023,37.8162,-119.423308
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,15,8,2023,37.895338,-119.272443
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Hosackia crassifolia,8,6,2023,37.499048,-119.61445
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,22,7,2021,37.873353,-119.296762
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,14,8,2023,37.721863,-119.536055
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Phyllodoce breweri,14,8,2023,37.8623,-119.433342
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Hosackia crassifolia,20,6,2023,37.737325,-119.482863
iNaturalist,Observations,HUMAN_OBSERVATION,Dennstaedtiaceae,Pteridium aquilinum,20,8,2023,37.503693,-119.605209
iNaturalist,Observations,HUMAN_OBSERVATION,Primulaceae,Dodecatheon subalpinum,13,8,2023,37.873888,-119.364206
iNaturalist,Observations,HUMAN_OBSERVATION,Brassicaceae,Streptanthus tortuosus,13,8,2023,37.914555,-119.354295
iNaturalist,Observations,HUMAN_OBSERVATION,Rosaceae,Rubus parviflorus,15,8,2023,37.769223,-119.80681
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,27,7,2023,37.852309,-119.575415
iNaturalist,Observations,HUMAN_OBSERVATION,Ranunculaceae,Kumlienia hystricula,4,5,2023,37.726261,-119.541017
iNaturalist,Observations,HUMAN_OBSERVATION,Violaceae,Viola adunca,31,7,2023,37.885887,-119.259012
iNaturalist,Observations,HUMAN_OBSERVATION,Lauraceae,Umbellularia californica,4,5,2023,37.726514,-119.554178
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Rudbeckia californica,19,8,2023,37.761208,-119.805092
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,16,7,2022,37.934108,-119.331872
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Rudbeckia californica,27,7,2023,37.761242,-119.805175
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus venustus,4,7,2023,37.5354,-119.643112
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Calycadenia mollis,30,7,2023,37.835788,-119.847192
iNaturalist,Observations,HUMAN_OBSERVATION,Asparagaceae,Brodiaea elegans,24,7,2023,37.524642,-119.635772
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,14,8,2023,37.811028,-119.486075
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,7,8,2022,37.935262,-119.330453
iNaturalist,Observations,HUMAN_OBSERVATION,Rosaceae,Spiraea splendens,16,8,2023,37.712425,-119.5607
iNaturalist,Observations,HUMAN_OBSERVATION,Plantaginaceae,Penstemon newberryi,15,8,2023,37.762028,-119.258775
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Hosackia crassifolia,6,6,2023,37.53858,-119.614003
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Rhododendron occidentale,2,8,2023,37.72605,-119.53025
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,18,7,2023,37.696208,-119.622458
iNaturalist,Observations,HUMAN_OBSERVATION,Calycanthaceae,Calycanthus occidentalis,21,8,2023,37.740955,-119.600595
iNaturalist,Observations,HUMAN_OBSERVATION,Brassicaceae,Streptanthus tortuosus,27,7,2023,37.81223,-119.491583
iNaturalist,Observations,HUMAN_OBSERVATION,Orobanchaceae,Castilleja lemmonii,13,8,2023,37.873513,-119.364136
iNaturalist,Observations,HUMAN_OBSERVATION,Apocynaceae,Asclepias speciosa,21,8,2023,37.746455,-119.591597
iNaturalist,Observations,HUMAN_OBSERVATION,Pteridaceae,Aspidotis densa,15,8,2023,37.720359,-119.540544
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Lilium parvum,15,8,2023,37.884742,-119.400003
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,25,7,2022,37.833508,-119.282769
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Hosackia crassifolia,11,6,2023,37.502952,-119.608245
iNaturalist,Observations,HUMAN_OBSERVATION,Violaceae,Viola macloskeyi,13,8,2023,37.823263,-119.475525
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,20,8,2023,37.502502,-119.608795
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Hosackia crassifolia,11,6,2023,37.667555,-119.711953
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,3,8,2022,37.859226,-119.43554
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,18,7,2023,37.694497,-119.621483
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Calocedrus decurrens,27,7,2023,37.758493,-119.806062
iNaturalist,Observations,HUMAN_OBSERVATION,Salicaceae,Populus tremuloides,27,7,2023,37.851984,-119.575791
iNaturalist,Observations,HUMAN_OBSERVATION,Crassulaceae,Sedum obtusatum,15,8,2023,37.89938,-119.407333
iNaturalist,Observations,HUMAN_OBSERVATION,Onagraceae,Chamaenerion angustifolium,15,8,2023,37.878053,-119.337908
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Hosackia crassifolia,7,6,2023,37.741053,-119.600399
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,15,8,2023,37.902113,-119.259424
iNaturalist,Observations,HUMAN_OBSERVATION,Cornaceae,Cornus nuttallii,21,8,2023,37.743083,-119.587005
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Madia elegans,24,7,2023,37.52483,-119.635788
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Lilium parvum,19,8,2023,37.814062,-119.4898
iNaturalist,Observations,HUMAN_OBSERVATION,Gentianaceae,Gentianopsis holopetala,13,8,2023,37.873467,-119.364372
iNaturalist,Observations,HUMAN_OBSERVATION,Fagaceae,Chrysolepis sempervirens,19,8,2023,37.764687,-119.80507
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,9,7,2019,37.879217,-119.35457
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,3,5,2023,37.511025,-119.603117
iNaturalist,Observations,HUMAN_OBSERVATION,Melanthiaceae,Veratrum californicum,19,8,2023,37.813903,-119.489617
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,20,8,2023,37.50296,-119.608017
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Lilium parvum,15,8,2023,37.884742,-119.399917
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,13,8,2023,37.80983,-119.484758
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,15,8,2023,37.871828,-119.648612
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,13,8,2023,37.81059,-119.484817
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Phyllodoce breweri,2,8,2023,37.857167,-119.408897
iNaturalist,Observations,HUMAN_OBSERVATION,Plantaginaceae,Penstemon newberryi,27,7,2023,37.812273,-119.491677
iNaturalist,Observations,HUMAN_OBSERVATION,Apocynaceae,Apocynum androsaemifolium,14,8,2023,37.850544,-119.659019
iNaturalist,Observations,HUMAN_OBSERVATION,Plantaginaceae,Veronica wormskjoldii,15,8,2023,37.765647,-119.258675
iNaturalist,Observations,HUMAN_OBSERVATION,Lamiaceae,Agastache urticifolia,20,8,2023,37.703016,-119.559975
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Calocedrus decurrens,17,8,2023,37.54823,-119.635637
iNaturalist,Observations,HUMAN_OBSERVATION,Amaryllidaceae,Allium validum,18,8,2023,37.919637,-119.269005
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,20,8,2023,37.503784,-119.601082
iNaturalist,Observations,HUMAN_OBSERVATION,Apocynaceae,Asclepias speciosa,21,8,2023,37.742553,-119.591942
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Trifolium repens,21,8,2023,37.74133,-119.5915
iNaturalist,Observations,HUMAN_OBSERVATION,Fagaceae,Quercus chrysolepis,27,7,2023,37.732672,-119.611438
iNaturalist,Observations,HUMAN_OBSERVATION,Onagraceae,Chamaenerion angustifolium,24,7,2023,37.759002,-119.477967
iNaturalist,Observations,HUMAN_OBSERVATION,Violaceae,Viola macloskeyi,12,8,2023,37.900753,-119.38192
iNaturalist,Observations,HUMAN_OBSERVATION,Violaceae,Viola pinetorum,8,8,2023,37.84196,-119.491722
iNaturalist,Observations,HUMAN_OBSERVATION,Rosaceae,Spiraea splendens,14,8,2023,37.850556,-119.659264
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,21,7,2023,37.76485,-119.60208
iNaturalist,Observations,HUMAN_OBSERVATION,Brassicaceae,Streptanthus tortuosus,13,8,2023,37.823263,-119.475525
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,19,8,2023,37.882725,-119.34465
iNaturalist,Observations,HUMAN_OBSERVATION,Violaceae,Viola lobata,6,6,2023,37.760866,-119.8056
iNaturalist,Observations,HUMAN_OBSERVATION,Polemoniaceae,Polemonium californicum,15,8,2023,37.870722,-119.64853600000001
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Acmispon americanus,21,8,2023,37.744112,-119.591095
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,14,5,2022,37.502317,-119.610758
iNaturalist,Observations,HUMAN_OBSERVATION,Pinaceae,Pinus lambertiana,14,3,2020,37.509837,-119.604685
iNaturalist,Observations,HUMAN_OBSERVATION,Polemoniaceae,Polemonium eximium,2,10,2022,37.900095,-119.221814
iNaturalist,Observations,HUMAN_OBSERVATION,Onagraceae,Gayophytum diffusum,20,8,2023,37.715558,-119.564567
iNaturalist,Observations,HUMAN_OBSERVATION,Grossulariaceae,Ribes roezlii,19,8,2023,37.765155,-119.804838
iNaturalist,Observations,HUMAN_OBSERVATION,Crassulaceae,Sedum obtusatum,15,8,2023,37.73698,-119.544188
iNaturalist,Observations,HUMAN_OBSERVATION,Plantaginaceae,Penstemon newberryi,15,8,2023,37.745633,-119.533387
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,15,8,2023,37.869201,-119.337591
iNaturalist,Observations,HUMAN_OBSERVATION,Rhamnaceae,Frangula californica,21,8,2023,37.740842,-119.600342
iNaturalist,Observations,HUMAN_OBSERVATION,Grossulariaceae,Ribes roezlii,17,8,2023,37.757458,-119.80497
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Calocedrus decurrens,15,1,2022,37.745524,-119.598568
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,15,8,2023,37.906247,-119.24643
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Pyrola aphylla,3,7,2023,37.737008,-119.514978
iNaturalist,Observations,HUMAN_OBSERVATION,Aristolochiaceae,Asarum hartwegii,19,8,2023,37.758922,-119.539725
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Cassiope mertensiana,15,8,2023,37.762317,-119.256997
iNaturalist,Observations,HUMAN_OBSERVATION,Saxifragaceae,Darmera peltata,18,8,2023,37.539246,-119.656181
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Hosackia crassifolia,14,6,2023,37.749111,-119.601089
iNaturalist,Observations,HUMAN_OBSERVATION,Violaceae,Viola macloskeyi,29,7,2023,37.722359,-119.592947
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Rhododendron occidentale,16,8,2023,37.71215,-119.560662
iNaturalist,Observations,HUMAN_OBSERVATION,Brassicaceae,Streptanthus tortuosus,8,8,2023,37.839632,-119.4905
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,16,7,2021,37.944338,-119.328072
iNaturalist,Observations,HUMAN_OBSERVATION,Plantaginaceae,Penstemon newberryi,13,8,2023,37.809818,-119.48494
iNaturalist,Observations,HUMAN_OBSERVATION,Cornaceae,Cornus nuttallii,19,8,2023,37.737602,-119.567917
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Pyrola picta,28,6,2022,37.506621,-119.606048
iNaturalist,Observations,HUMAN_OBSERVATION,Apocynaceae,Apocynum androsaemifolium,24,7,2023,37.524545,-119.635887
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Rudbeckia californica,17,8,2023,37.757247,-119.804895
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Hosackia crassifolia,6,6,2023,37.726097,-119.630714
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Lilium parvum,2,8,2023,37.723517,-119.574346
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Rhododendron occidentale,7,6,2023,37.74377,-119.593719
iNaturalist,Observations,HUMAN_OBSERVATION,Cornaceae,Cornus nuttallii,7,6,2023,37.7416,-119.60111
iNaturalist,Observations,HUMAN_OBSERVATION,Grossulariaceae,Ribes montigenum,13,8,2023,37.923953,-119.370872
iNaturalist,Observations,HUMAN_OBSERVATION,Primulaceae,Primula suffrutescens,27,7,2023,37.771058,-119.487141
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Rudbeckia californica,14,8,2023,37.753403,-119.797492
iNaturalist,Observations,HUMAN_OBSERVATION,Orobanchaceae,Pedicularis attollens,13,8,2023,37.873496,-119.364308
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Cirsium andersonii,13,8,2023,37.880897,-119.355592
iNaturalist,Observations,HUMAN_OBSERVATION,Viburnaceae,Sambucus cerulea,31,7,2023,37.75753,-119.603279
iNaturalist,Observations,HUMAN_OBSERVATION,Dennstaedtiaceae,Pteridium aquilinum,7,6,2023,37.744638,-119.593592
iNaturalist,Observations,HUMAN_OBSERVATION,Fagaceae,Chrysolepis sempervirens,13,8,2023,37.72283,-119.570403
iNaturalist,Observations,HUMAN_OBSERVATION,Polygonaceae,Eriogonum umbellatum,14,8,2023,37.718862,-119.541275
iNaturalist,Observations,HUMAN_OBSERVATION,Grossulariaceae,Ribes roezlii,13,8,2023,37.710562,-119.563622
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503512,-119.608855
iNaturalist,Observations,HUMAN_OBSERVATION,Montiaceae,Lewisia triphylla,12,8,2023,37.925545,-119.368958
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503792,-119.60633
iNaturalist,Observations,HUMAN_OBSERVATION,Ranunculaceae,Aquilegia formosa,7,6,2023,37.74486,-119.593807
iNaturalist,Observations,HUMAN_OBSERVATION,Dennstaedtiaceae,Pteridium aquilinum,14,8,2023,37.759702,-119.802726
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Phyllodoce breweri,12,8,2023,37.927925,-119.367287
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Calocedrus decurrens,6,8,2023,37.719745,-119.648287
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.504203,-119.606003
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,13,8,2023,37.872717,-119.36493
iNaturalist,Observations,HUMAN_OBSERVATION,Blechnaceae,Woodwardia fimbriata,9,8,2023,37.955953,-119.787626
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe nasuta,9,8,2023,37.905266,-119.793331
iNaturalist,Observations,HUMAN_OBSERVATION,Fagaceae,Quercus chrysolepis,7,8,2023,37.746578,-119.596833
iNaturalist,Observations,HUMAN_OBSERVATION,Orchidaceae,Corallorhiza striata,6,6,2023,37.759287,-119.806361
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Phyllodoce breweri,5,8,2023,37.977512,-119.341637
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,9,8,2023,37.877145,-119.346383
iNaturalist,Observations,HUMAN_OBSERVATION,Apocynaceae,Apocynum androsaemifolium,11,8,2023,37.792976,-119.722282
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Pterospora andromedea,9,8,2023,37.738492,-119.56192
iNaturalist,Observations,HUMAN_OBSERVATION,Apocynaceae,Apocynum androsaemifolium,7,8,2023,37.687953,-119.663492
iNaturalist,Observations,HUMAN_OBSERVATION,Cornaceae,Cornus nuttallii,7,8,2023,37.748213,-119.592697
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503405,-119.607292
iNaturalist,Observations,HUMAN_OBSERVATION,Pteridaceae,Pellaea bridgesii,7,8,2023,37.841963,-119.491417
iNaturalist,Observations,HUMAN_OBSERVATION,Sapindaceae,Acer macrophyllum,6,8,2023,37.720325,-119.648658
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503445,-119.607147
iNaturalist,Observations,HUMAN_OBSERVATION,Crassulaceae,Sedum obtusatum,8,8,2023,37.741907,-119.737569
iNaturalist,Observations,HUMAN_OBSERVATION,Amaryllidaceae,Allium validum,9,8,2023,37.87655,-119.345772
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.502738,-119.608375
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503125,-119.607803
iNaturalist,Observations,HUMAN_OBSERVATION,Crassulaceae,Sedum obtusatum,13,8,2023,37.810954,-119.48518
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe primuloides,7,8,2023,37.843625,-119.497292
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503795,-119.605592
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503728,-119.605575
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503795,-119.606225
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Hosackia crassifolia,8,8,2023,37.502883,-119.608147
iNaturalist,Observations,HUMAN_OBSERVATION,Fagaceae,Quercus kelloggii,10,8,2023,37.748405,-119.549675
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.5039,-119.605928
iNaturalist,Observations,HUMAN_OBSERVATION,Grossulariaceae,Ribes roezlii,13,8,2023,37.734128,-119.563187
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503063,-119.601517
iNaturalist,Observations,HUMAN_OBSERVATION,Rosaceae,Spiraea splendens,13,8,2023,37.834787,-119.49115
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.502638,-119.608567
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503105,-119.607742
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Calocedrus decurrens,7,8,2023,37.746455,-119.596992
iNaturalist,Observations,HUMAN_OBSERVATION,Fagaceae,Quercus chrysolepis,7,8,2023,37.745578,-119.598488
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503987,-119.603408
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.502905,-119.608162
iNaturalist,Observations,HUMAN_OBSERVATION,Montiaceae,Calyptridium monospermum,8,8,2023,37.679325,-119.661025
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503928,-119.605972
iNaturalist,Observations,HUMAN_OBSERVATION,Pteridaceae,Myriopteris intertexta,9,8,2023,37.963136,-119.766981
iNaturalist,Observations,HUMAN_OBSERVATION,Iridaceae,Iris missouriensis,7,6,2023,37.724027,-119.636311
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Arctostaphylos viscida,14,8,2023,37.748347,-119.587678
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Sarcodes sanguinea,10,8,2023,37.711495,-119.596908
iNaturalist,Observations,HUMAN_OBSERVATION,Iridaceae,Iris missouriensis,7,6,2023,37.743885,-119.593379
iNaturalist,Observations,HUMAN_OBSERVATION,Montiaceae,Lewisia nevadensis,12,8,2023,37.923997,-119.370842
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.503433,-119.607247
iNaturalist,Observations,HUMAN_OBSERVATION,Fabaceae,Acmispon americanus,3,8,2023,37.753375,-119.797088
iNaturalist,Observations,HUMAN_OBSERVATION,Onagraceae,Chamaenerion angustifolium,14,8,2023,37.88182,-119.353325
iNaturalist,Observations,HUMAN_OBSERVATION,Fagaceae,Chrysolepis sempervirens,6,8,2023,37.72932,-119.57332
iNaturalist,Observations,HUMAN_OBSERVATION,Polygonaceae,Eriogonum umbellatum,10,8,2021,37.714489,-119.585892
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Lessingia leptoclada,8,7,2019,37.83547,-119.84645
iNaturalist,Observations,HUMAN_OBSERVATION,Brassicaceae,Streptanthus tortuosus,23,6,2023,37.541846,-119.624401
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.50387,-119.60463
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,17,6,2023,37.725003,-119.54438
iNaturalist,Observations,HUMAN_OBSERVATION,Polemoniaceae,Polemonium californicum,7,8,2023,37.840222,-119.500763
iNaturalist,Observations,HUMAN_OBSERVATION,Crassulaceae,Sedum spathulifolium,7,5,2021,37.726599,-119.53941
iNaturalist,Observations,HUMAN_OBSERVATION,Orobanchaceae,Castilleja applegatei,7,5,2021,37.726329,-119.540596
iNaturalist,Observations,HUMAN_OBSERVATION,Polygonaceae,Eriogonum umbellatum,16,7,2019,37.624595,-119.443168
iNaturalist,Observations,HUMAN_OBSERVATION,Montiaceae,Calyptridium monospermum,29,7,2023,37.727639,-119.580342
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Calochortus leichtlinii,1,7,2023,37.714437,-119.684712
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.504355,-119.607042
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe erubescens,13,8,2023,37.823263,-119.475525
iNaturalist,Observations,HUMAN_OBSERVATION,Cornaceae,Cornus nuttallii,30,7,2023,37.76525,-119.804755
iNaturalist,Observations,HUMAN_OBSERVATION,Brassicaceae,Streptanthus tortuosus,7,7,2023,37.71489,-119.676047
iNaturalist,Observations,HUMAN_OBSERVATION,Crassulaceae,Sedum obtusatum,4,8,2023,37.81302,-119.485038
iNaturalist,Observations,HUMAN_OBSERVATION,Cystopteridaceae,Cystopteris fragilis,3,8,2023,37.838142,-119.577303
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Calocedrus decurrens,12,8,2023,37.741058,-119.574768
iNaturalist,Observations,HUMAN_OBSERVATION,Asteraceae,Lessingia leptoclada,8,9,2015,37.74826,-119.807487
iNaturalist,Observations,HUMAN_OBSERVATION,Plantaginaceae,Penstemon newberryi,5,8,2023,37.842078,-119.490913
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Lilium parvum,9,8,2023,37.876542,-119.345763
iNaturalist,Observations,HUMAN_OBSERVATION,Liliaceae,Lilium parvum,8,8,2023,37.711624,-119.588657
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.502645,-119.608833
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.502588,-119.608833
iNaturalist,Observations,HUMAN_OBSERVATION,Grossulariaceae,Ribes nevadense,6,5,2021,37.746168,-119.595367
iNaturalist,Observations,HUMAN_OBSERVATION,Fagaceae,Quercus kelloggii,6,8,2023,37.720303,-119.64872
iNaturalist,Observations,HUMAN_OBSERVATION,Lauraceae,Umbellularia californica,24,5,2023,37.744233,-119.604513
iNaturalist,Observations,HUMAN_OBSERVATION,Cupressaceae,Sequoiadendron giganteum,8,8,2023,37.502758,-119.608375
iNaturalist,Observations,HUMAN_OBSERVATION,Ericaceae,Arctostaphylos nevadensis,29,7,2023,37.712788,-119.594392
iNaturalist,Observations,HUMAN_OBSERVATION,Phrymaceae,Erythranthe moschata,30,7,2023,37.881912,-119.353517
