institutionCode,collectionCode,basisOfRecord,family,species,day,month,year,decimalLatitude,decimalLongitude
UCJEPS,VASC,PreservedSpecimen,Pinaceae,Pinus monticola,1,7,1902,37.8263,-119.4991
YM,,PreservedSpecimen,Fabaceae,Lupinus breweri,25,7,1929,37.8263,-119.4991
YM,,PreservedSpecimen,Fabaceae,Lupinus breweri,25,7,1929,37.8263,-119.4991
YM,,PreservedSpecimen,Fabaceae,Lupinus breweri,25,7,1929,37.8263,-119.4991
UCJEPS,VASC,PreservedSpecimen,Montiaceae,Lewisia pygmaea,1,7,1902,37.8263,-119.4991
UCJEPS,VASC,PreservedSpecimen,Caryophyllaceae,Silene lemmonii,1,7,1901,37.8263,-119.4991
UCJEPS,VASC,PreservedSpecimen,Hypericaceae,Hypericum anagalloides,1,7,1901,37.8263,-119.4991
UCJEPS,VASC,PreservedSpecimen,Phrymaceae,Erythranthe laciniata,30,6,1901,37.8263,-119.4991
UCJEPS,VASC,PreservedSpecimen,Phrymaceae,Erythranthe lewisii,1,7,1901,37.8263,-119.4991
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex scopulorum,1,7,1902,37.8263,-119.4991
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex scopulorum,1,7,1902,37.8263,-119.4991
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex scopulorum,13,8,1938,37.8263,-119.4991
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex scopulorum,13,8,1938,37.8263,-119.4991
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla breweri,1,7,1902,37.8263,-119.4991
YM,,PreservedSpecimen,Poaceae,Melica bulbosa,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Apiaceae,Ligusticum grayi,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Apiaceae,Ligusticum grayi,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Asteraceae,Senecio scorzonella,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Asteraceae,Erigeron peregrinus,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Juncaceae,Juncus covillei,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Juncaceae,Juncus covillei,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Juncaceae,Luzula parviflora,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Juncaceae,Luzula comosa,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Juncaceae,Luzula comosa,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Cyperaceae,Carex rossii,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Cyperaceae,Carex fracta,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Cyperaceae,Carex raynoldsii,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Cyperaceae,Carex raynoldsii,21,7,2004,37.827835,-119.499512
YM,,PreservedSpecimen,Fabaceae,Lupinus gracilentus,20,7,2004,37.827835,-119.499512
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex raynoldsii,21,7,2004,37.827835,-119.49951
UCJEPS,VASC,PreservedSpecimen,Apiaceae,Ligusticum grayi,21,7,2004,37.827835,-119.49951
YM,,PreservedSpecimen,Fabaceae,Lupinus gracilentus,12,8,2004,37.828054,-119.499361
UCJEPS,VASC,PreservedSpecimen,Pinaceae,Pinus albicaulis,13,8,1945,37.828457,-119.443395
UCJEPS,VASC,PreservedSpecimen,Selaginellaceae,Selaginella watsonii,21,7,1936,37.8294,-119.466965
YM,,PreservedSpecimen,Salicaceae,Populus tremuloides,26,4,1939,37.82958,-119.45812
YM,,PreservedSpecimen,Apiaceae,Oxypolis occidentalis,NA,NA,NA,37.82958,-119.45812
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Hieracium triste,14,8,1894,37.82958,-119.45812
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Hieracium triste,NA,NA,NA,37.82958,-119.45812
UCJEPS,VASC,PreservedSpecimen,Brassicaceae,Erysimum capitatum,25,6,1863,37.82958,-119.45812
UCJEPS,VASC,PreservedSpecimen,Brassicaceae,Erysimum capitatum,25,6,1863,37.82958,-119.45812
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Senecio integerrimus,1,6,1902,37.82958,-119.45812
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Senecio integerrimus,1,6,1902,37.82958,-119.45812
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Senecio integerrimus,1,6,1902,37.82958,-119.45812
YM,,PreservedSpecimen,Asteraceae,Eriophyllum confertiflorum,15,7,1925,37.8296,-119.4581
YM,,PreservedSpecimen,Asteraceae,Eriophyllum confertiflorum,15,7,1925,37.8296,-119.4581
UCJEPS,VASC,PreservedSpecimen,Polygonaceae,Eriogonum incanum,14,8,1894,37.8296,-119.4581
UCJEPS,VASC,PreservedSpecimen,Fabaceae,Lupinus lepidus,13,8,1894,37.8296,-119.4581
UCJEPS,VASC,PreservedSpecimen,Ericaceae,Orthilia secunda,11,8,1934,37.8296,-119.4581
UCJEPS,VASC,PreservedSpecimen,Convolvulaceae,Cuscuta suksdorfii,4,8,2005,37.829937,-119.49463
YM,,PreservedSpecimen,Convolvulaceae,Cuscuta suksdorfii,4,8,2005,37.829939,-119.49463
YM,,PreservedSpecimen,Convolvulaceae,Cuscuta suksdorfii,4,8,2005,37.829939,-119.49463
YM,,PreservedSpecimen,Ericaceae,Gaultheria humifusa,4,8,2005,37.829939,-119.49463
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Senecio scorzonella,12,8,2004,37.83009,-119.49389
YM,,PreservedSpecimen,Cyperaceae,Carex vesicaria,21,7,2004,37.83009,-119.493885
YM,,PreservedSpecimen,Cyperaceae,Carex scopulorum,21,7,2004,37.83009,-119.493885
YM,,PreservedSpecimen,Cyperaceae,Carex scopulorum,21,7,2004,37.83009,-119.493885
YM,,PreservedSpecimen,Poaceae,Calamagrostis breweri,20,7,2004,37.83009,-119.493885
YM,,PreservedSpecimen,Asteraceae,Senecio scorzonella,12,8,2004,37.83009,-119.493885
YM,,PreservedSpecimen,Asteraceae,Senecio scorzonella,12,8,2004,37.83009,-119.493885
YM,,PreservedSpecimen,Convolvulaceae,Cuscuta suksdorfii,12,8,2004,37.83009,-119.493885
YM,,PreservedSpecimen,Asteraceae,Hieracium horridum,6,8,1999,37.831072,-119.490067
YM,,PreservedSpecimen,Grossulariaceae,Ribes lasianthum,14,7,2005,37.828963,-119.512104
YM,,PreservedSpecimen,Poaceae,Poa secunda,14,7,2005,37.828963,-119.512104
YM,,PreservedSpecimen,Poaceae,Poa secunda,14,7,2005,37.828963,-119.512104
YM,,PreservedSpecimen,Poaceae,Poa secunda,14,7,2005,37.828963,-119.512104
YM,,PreservedSpecimen,Poaceae,Melica bulbosa,14,7,2005,37.828963,-119.512104
UCJEPS,VASC,PreservedSpecimen,Adoxaceae,Sambucus racemosa,14,7,2005,37.829433,-119.508224
UCJEPS,VASC,PreservedSpecimen,Adoxaceae,Sambucus racemosa,14,7,2005,37.829433,-119.508224
UCJEPS,VASC,PreservedSpecimen,Adoxaceae,Sambucus racemosa,14,7,2005,37.829433,-119.508224
YM,,PreservedSpecimen,Adoxaceae,Sambucus racemosa,14,7,2005,37.829434,-119.508223
YM,,PreservedSpecimen,Adoxaceae,Sambucus racemosa,14,7,2005,37.829434,-119.508223
YM,,PreservedSpecimen,Adoxaceae,Sambucus racemosa,14,7,2005,37.829434,-119.508223
YM,,PreservedSpecimen,Adoxaceae,Sambucus racemosa,14,7,2005,37.829434,-119.508223
YM,,PreservedSpecimen,Adoxaceae,Sambucus racemosa,14,7,2005,37.829434,-119.508223
YM,,PreservedSpecimen,Adoxaceae,Sambucus racemosa,14,7,2005,37.829434,-119.508223
UCJEPS,VASC,PreservedSpecimen,Orobanchaceae,Castilleja lemmonii,21,8,1930,37.831253,-119.459076
UCJEPS,VASC,PreservedSpecimen,Pinaceae,Tsuga mertensiana,1,8,1945,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla grayi,13,8,1938,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Wyethia mollis,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Orobanchaceae,Castilleja lemmonii,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Pteridaceae,Cryptogramma acrostichoides,1,6,1878,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Grossulariaceae,Ribes lacustre,25,6,1863,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Artemisia spiciformis,11,9,1924,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Polygonaceae,Eriogonum incanum,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Polemoniaceae,Polemonium californicum,25,6,1863,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Orobanchaceae,Castilleja lemmonii,11,9,1924,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Antennaria corymbosa,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex mariposana,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex illota,20,8,1907,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Artemisia rothrockii,18,11,1933,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Drymocallis lactea,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Drymocallis lactea,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Agoseris aurantiaca,14,8,1894,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Agoseris aurantiaca,14,8,1894,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asparagaceae,Triteleia ixioides,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asparagaceae,Triteleia ixioides,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Orchidaceae,Platanthera sparsiflora,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Drymocallis lactea,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Drymocallis lactea,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Selaginellaceae,Selaginella watsonii,5,9,1923,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asparagaceae,Triteleia montana,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Fabaceae,Lupinus lepidus,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Salicaceae,Salix jepsonii,16,7,1933,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Pinaceae,Pinus monticola,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Polemoniaceae,Polemonium californicum,25,6,1863,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Primulaceae,Primula suffrutescens,1,8,1951,37.837202,-119.442923
YM,,PreservedSpecimen,Cyperaceae,Carex scopulorum,14,8,2008,37.83772,-119.44854
YM,,PreservedSpecimen,Cyperaceae,Carex scopulorum,14,8,2008,37.83772,-119.44854
YM,,PreservedSpecimen,Cyperaceae,Carex scopulorum,14,8,2008,37.83772,-119.44854
YM,,PreservedSpecimen,Cyperaceae,Carex scopulorum,14,8,2008,37.83772,-119.44854
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Erigeron glacialis,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Erigeron glacialis,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Erigeron glacialis,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Arnica chamissonis,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Juncaceae,Juncus capillaris,18,8,1907,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Fabaceae,Lupinus andersonii,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Polygonaceae,Eriogonum incanum,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Fabaceae,Lupinus covillei,25,6,1863,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Raillardella scaposa,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Erigeron elmeri,18,8,1907,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Caprifoliaceae,Valeriana californica,25,6,1863,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Polemoniaceae,Polemonium californicum,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex raynoldsii,25,6,1863,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex phaeocephala,20,8,1907,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Brassicaceae,Draba albertina,24,6,1863,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex lenticularis,28,8,1895,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Erigeron elmeri,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Pinaceae,Pinus monticola,1,7,1901,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla flabellifolia,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Salicaceae,Salix lemmonii,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Orobanchaceae,Castilleja applegatei,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Polygonaceae,Eriogonum wrightii,18,9,1933,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Polygonaceae,Eriogonum wrightii,18,9,1933,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Polygonaceae,Eriogonum wrightii,18,9,1933,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Grossulariaceae,Ribes lacustre,25,6,1863,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Erigeron glacialis,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Erigeron glacialis,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Erigeron glacialis,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Orobanchaceae,Castilleja miniata,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Juncaceae,Juncus chlorocephalus,1,6,1902,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Phrymaceae,Diplacus leptaleus,1,7,1901,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Psilocarphus tenellus,1,6,1875,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Artemisia spiciformis,11,9,1924,37.831516,-119.4593
UCJEPS,VASC,PreservedSpecimen,Salicaceae,Salix lemmonii,8,8,1931,37.833019,-119.451092
UCJEPS,VASC,PreservedSpecimen,Salicaceae,Salix lemmonii,8,8,1931,37.833019,-119.451092
YM,,PreservedSpecimen,Polygonaceae,Eriogonum incanum,9,7,1936,37.826064,-119.654835
YM,,PreservedSpecimen,Fabaceae,Lupinus breweri,9,7,1936,37.826064,-119.654835
YM,,PreservedSpecimen,Fabaceae,Lupinus breweri,9,7,1936,37.826064,-119.654835
YM,,PreservedSpecimen,Fabaceae,Lupinus breweri,9,7,1936,37.826064,-119.654835
YM,,PreservedSpecimen,Onagraceae,Epilobium angustifolium,9,7,1936,37.826064,-119.654835
YM,,PreservedSpecimen,Ericaceae,Kalmia polifolia,9,7,1936,37.826064,-119.654835
YM,,PreservedSpecimen,Plantaginaceae,Penstemon newberryi,9,7,1936,37.826064,-119.654835
YM,,PreservedSpecimen,Plantaginaceae,Penstemon newberryi,9,7,1936,37.826064,-119.654835
UCJEPS,VASC,PreservedSpecimen,Fagaceae,Quercus vacciniifolia,22,9,1933,37.8364,-119.6337
UCJEPS,VASC,PreservedSpecimen,Montiaceae,Lewisia kelloggii,30,7,2010,37.83755,-119.65501
YM,,PreservedSpecimen,Ranunculaceae,Delphinium decorum,10,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Brassicaceae,Streptanthus tortuosus,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Crassulaceae,Sedum obtusatum,10,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Boraginaceae,Hackelia nervosa,10,7,1932,37.84277,-119.62622
YM,,PreservedSpecimen,Lamiaceae,Monardella odoratissima,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Lamiaceae,Monardella odoratissima,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Lamiaceae,Monardella odoratissima,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Violaceae,Viola purpurea,10,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Asteraceae,Erigeron breweri,9,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Asteraceae,Erigeron breweri,9,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Grossulariaceae,Ribes viscosissimum,9,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Montiaceae,Calyptridium umbellatum,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Apocynaceae,Apocynum androsaemifolium,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Apocynaceae,Apocynum androsaemifolium,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Polemoniaceae,Ipomopsis aggregata,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Polemoniaceae,Ipomopsis aggregata,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Lamiaceae,Monardella odoratissima,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Lamiaceae,Monardella odoratissima,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Lamiaceae,Monardella odoratissima,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Liliaceae,Calochortus leichtlinii,10,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Orobanchaceae,Castilleja applegatei,6,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Plantaginaceae,Collinsia torreyi,10,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Plantaginaceae,Penstemon laetus,10,7,1937,37.84277,-119.62622
YM,,PreservedSpecimen,Plantaginaceae,Penstemon laetus,10,7,1937,37.84277,-119.62622
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Erigeron algidus,9,7,1936,37.842804,-119.653275
YM,,PreservedSpecimen,Cyperaceae,Carex illota,19,8,1944,37.85,-119.659
UCJEPS,VASC,PreservedSpecimen,Juncaceae,Juncus nevadensis,19,9,1997,37.850555,-119.63333
UCJEPS,VASC,PreservedSpecimen,Poaceae,Torreyochloa pallida,19,9,1997,37.850555,-119.63333
UCJEPS,VASC,PreservedSpecimen,Poaceae,Torreyochloa pallida,19,9,1997,37.850555,-119.63333
UCJEPS,VASC,PreservedSpecimen,Lamiaceae,Monardella odoratissima,10,7,1935,37.8511,-119.6243
UCJEPS,VASC,PreservedSpecimen,Lamiaceae,Monardella odoratissima,10,7,1935,37.8511,-119.6243
UCJEPS,VASC,PreservedSpecimen,Lamiaceae,Monardella odoratissima,10,7,1935,37.8511,-119.6243
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex subfusca,10,7,1935,37.8511,-119.6243
UCJEPS,VASC,PreservedSpecimen,Juncaceae,Juncus nevadensis,10,7,1935,37.8511,-119.6243
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex specifica,10,7,1935,37.8511,-119.6243
UCJEPS,VASC,PreservedSpecimen,Boraginaceae,Mertensia ciliata,10,7,1935,37.8511,-119.6243
UCJEPS,VASC,PreservedSpecimen,Boraginaceae,Mertensia ciliata,10,7,1935,37.8511,-119.6243
UCJEPS,VASC,PreservedSpecimen,Juncaceae,Luzula parviflora,10,7,1935,37.8511,-119.6243
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex whitneyi,10,7,1935,37.8511,-119.6243
UCJEPS,VASC,PreservedSpecimen,Cyperaceae,Carex capitata,14,7,2013,37.8525,-119.6285
YM,,PreservedSpecimen,Ophioglossaceae,Botrychium simplex,10,7,1936,37.85800171,-119.6164017
YM,,PreservedSpecimen,Grossulariaceae,Ribes viscosissimum,10,7,1936,37.85800171,-119.6164017
YM,,PreservedSpecimen,Fabaceae,Lupinus sellulus,10,7,1936,37.85800171,-119.6164017
YM,,PreservedSpecimen,Apiaceae,Ligusticum grayi,10,7,1936,37.85800171,-119.6164017
YM,,PreservedSpecimen,Polemoniaceae,Ipomopsis aggregata,10,7,1936,37.85800171,-119.6164017
YM,,PreservedSpecimen,Polemoniaceae,Ipomopsis aggregata,10,7,1936,37.85800171,-119.6164017
YM,,PreservedSpecimen,Hydrophyllaceae,Nemophila spatulata,10,7,1936,37.85800171,-119.6164017
YM,,PreservedSpecimen,Boraginaceae,Mertensia ciliata,10,7,1936,37.85800171,-119.6164017
YM,,PreservedSpecimen,Boraginaceae,Mertensia ciliata,10,7,1936,37.85800171,-119.6164017
YM,,PreservedSpecimen,Orobanchaceae,Pedicularis groenlandica,10,7,1936,37.85800171,-119.6164017
YM,,PreservedSpecimen,Orobanchaceae,Pedicularis groenlandica,13,7,1934,37.85800171,-119.6164017
UCJEPS,VASC,PreservedSpecimen,Juncaceae,Juncus chlorocephalus,2,8,1993,37.858334,-119.60972
UCJEPS,VASC,PreservedSpecimen,Isoetaceae,Isoetes bolanderi,10,7,1936,37.85972,-119.61583
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Wyethia mollis,10,7,1936,37.85972,-119.61583
UCJEPS,VASC,PreservedSpecimen,Polygonaceae,Polygonum polygaloides,10,7,1936,37.85972,-119.61583
UCJEPS,VASC,PreservedSpecimen,Polygonaceae,Polygonum polygaloides,10,7,1936,37.85972,-119.61583
UCJEPS,VASC,PreservedSpecimen,Polygonaceae,Polygonum polygaloides,10,7,1936,37.85972,-119.61583
UCJEPS,VASC,PreservedSpecimen,Potamogetonaceae,Potamogeton epihydrus,30,8,2004,37.85996,-119.61512
UCJEPS,VASC,PreservedSpecimen,Fabaceae,Lupinus lepidus,10,7,1936,37.85997,-119.615265
UCJEPS,VASC,PreservedSpecimen,Grossulariaceae,Ribes lasianthum,10,7,1936,37.85997,-119.615265
YM,,PreservedSpecimen,Brassicaceae,Draba verna,19,8,1999,37.867287,-119.649724
YM,,PreservedSpecimen,Poaceae,Muhlenbergia filiformis,20,8,1998,37.867709,-119.644579
YM,,PreservedSpecimen,Juncaceae,Luzula parviflora,19,8,1998,37.867709,-119.644579
YM,,PreservedSpecimen,Juncaceae,Luzula subcongesta,20,8,1998,37.867709,-119.644579
YM,,PreservedSpecimen,Fabaceae,Lupinus lepidus,20,8,1998,37.867709,-119.644579
YM,,PreservedSpecimen,Cyperaceae,Carex multicostata,20,8,1998,37.867709,-119.644579
YM,,PreservedSpecimen,Juncaceae,Luzula parviflora,19,8,1998,37.867709,-119.644579
YM,,PreservedSpecimen,Poaceae,Poa bolanderi,21,7,1999,37.868023,-119.64783
YM,,PreservedSpecimen,Poaceae,Poa secunda,22,7,1999,37.868023,-119.64783
YM,,PreservedSpecimen,Poaceae,Poa secunda,22,7,1999,37.868023,-119.64783
YM,,PreservedSpecimen,Poaceae,Poa secunda,22,7,1999,37.868023,-119.64783
YM,,PreservedSpecimen,Caryophyllaceae,Spergularia rubra,21,7,1999,37.868023,-119.64783
YM,,PreservedSpecimen,Asteraceae,Senecio aronicoides,19,8,1998,37.869051,-119.645832
YM,,PreservedSpecimen,Cyperaceae,Carex abrupta,18,8,1998,37.869051,-119.645832
YM,,PreservedSpecimen,Cyperaceae,Carex rossii,18,8,1998,37.869051,-119.645832
YM,,PreservedSpecimen,Poaceae,Poa bolanderi,18,8,1998,37.869051,-119.645832
YM,,PreservedSpecimen,Juncaceae,Juncus parryi,18,8,1998,37.869051,-119.645832
YM,,PreservedSpecimen,Cyperaceae,Carex preslii,19,8,1998,37.869051,-119.645832
YM,,PreservedSpecimen,Onagraceae,Gayophytum diffusum,19,8,1998,37.869051,-119.645832
YM,,PreservedSpecimen,Onagraceae,Gayophytum diffusum,19,8,1998,37.869051,-119.645832
YM,,PreservedSpecimen,Asteraceae,Senecio aronicoides,19,8,1998,37.869051,-119.645832
YM,,PreservedSpecimen,Cyperaceae,Carex preslii,19,8,1998,37.869051,-119.645832
YM,,PreservedSpecimen,Cyperaceae,Carex abrupta,18,8,1998,37.869051,-119.645832
UCJEPS,VASC,PreservedSpecimen,Boraginaceae,Nemophila spatulata,1,7,1901,37.8693,-119.65
UCJEPS,VASC,PreservedSpecimen,Violaceae,Viola macloskeyi,1,7,1901,37.8693,-119.65
UCJEPS,VASC,PreservedSpecimen,Violaceae,Viola adunca,1,7,1901,37.8693,-119.65
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Microseris nutans,1,7,1901,37.8693,-119.65
UCJEPS,VASC,PreservedSpecimen,Boraginaceae,Phacelia quickii,1,7,1901,37.8693,-119.65
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla gracilis,10,9,1934,37.86944,-119.64917
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla gracilis,10,9,1934,37.86944,-119.64917
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla gracilis,10,9,1934,37.86944,-119.64917
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla gracilis,10,9,1934,37.86944,-119.64917
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla gracilis,18,9,1933,37.86944,-119.64917
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla gracilis,18,9,1933,37.86944,-119.64917
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla gracilis,18,9,1933,37.86944,-119.64917
UCJEPS,VASC,PreservedSpecimen,Rosaceae,Potentilla gracilis,18,9,1933,37.86944,-119.64917
UCJEPS,VASC,PreservedSpecimen,Violaceae,Viola adunca,28,7,1923,37.86944,-119.64917
UCJEPS,VASC,PreservedSpecimen,Salicaceae,Salix lemmonii,4,8,1931,37.86997,-119.64834
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Ericameria bloomeri,18,9,1923,37.86997,-119.64834
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Oreostemma alpigenum,28,7,1923,37.86997,-119.64834
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Oreostemma alpigenum,28,7,1923,37.86997,-119.64834
UCJEPS,VASC,PreservedSpecimen,Grossulariaceae,Ribes cereum,17,6,1918,37.86997,-119.64834
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Chaenactis douglasii,21,7,1935,37.870003,-119.64834
UCJEPS,VASC,PreservedSpecimen,Asteraceae,Chaenactis douglasii,21,7,1935,37.870003,-119.64834
YM,,PreservedSpecimen,Hypericaceae,Hypericum anagalloides,11,8,1999,37.871231,-119.648252
UCJEPS,VASC,PreservedSpecimen,Grossulariaceae,Ribes cereum,28,7,1933,37.8796,-119.6704
